,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,final_dropout,completion_stage
8657,0,3,70,85,2,81.0,78.0,3.0,63.0,5.0,85.0,1.0,3.0,4.0,10,8,1,0,3
8658,0,3,17,28,4,34.0,50.0,4.0,67.0,2.0,69.0,3.0,1.0,3.0,22,7,5,0,3
8659,1,2,97,42,1,61.0,95.0,1.0,6.0,1.0,52.0,3.0,2.0,1.0,17,5,2,0,3
8660,0,1,86,44,3,72.0,94.0,2.0,64.0,1.0,89.0,4.0,1.0,3.0,17,7,3,0,3
8661,1,2,36,86,2,95.0,18.0,2.0,67.0,5.0,19.0,2.0,2.0,4.0,1,3,7,0,3
8662,0,2,63,38,1,67.0,55.0,3.0,76.0,4.0,50.0,2.0,1.0,4.0,10,5,1,0,3
8663,1,3,16,63,1,84.0,56.0,1.0,52.0,1.0,95.0,1.0,5.0,1.0,17,8,3,0,3
8664,0,3,4,13,4,44.0,41.0,4.0,83.0,3.0,30.0,1.0,2.0,3.0,19,13,5,0,3
8666,1,3,4,9,1,3.0,45.0,4.0,46.0,5.0,20.0,5.0,1.0,1.0,1,3,2,0,3
8668,0,3,2,9,2,2.0,52.0,2.0,26.0,1.0,27.0,1.0,4.0,4.0,1,1,2,0,3
8669,1,2,77,75,1,70.0,75.0,1.0,20.0,5.0,57.0,3.0,5.0,4.0,12,8,5,0,3
8671,1,2,62,3,5,89.0,74.0,1.0,30.0,1.0,28.0,3.0,5.0,4.0,13,3,2,1,3
8672,1,1,32,35,4,39.0,23.0,5.0,25.0,1.0,1.0,4.0,5.0,5.0,4,5,0,1,3
8674,0,2,9,13,1,5.0,39.0,5.0,48.0,2.0,23.0,1.0,5.0,1.0,2,1,1,0,3
8675,1,3,27,70,2,84.0,52.0,2.0,44.0,5.0,94.0,4.0,4.0,4.0,14,8,2,0,3
8676,0,1,88,37,1,65.0,18.0,5.0,41.0,5.0,44.0,5.0,5.0,1.0,8,4,3,0,3
8677,1,3,70,83,5,15.0,84.0,3.0,40.0,4.0,1.0,2.0,1.0,4.0,12,24,7,0,3
8678,0,3,4,1,1,8.0,17.0,2.0,35.0,1.0,21.0,4.0,2.0,2.0,4,2,1,0,3
8679,1,2,61,36,1,87.0,13.0,2.0,27.0,1.0,58.0,2.0,5.0,5.0,14,4,3,0,3
8680,1,2,9,1,1,4.0,17.0,1.0,40.0,4.0,24.0,5.0,4.0,3.0,3,3,1,0,3
8681,1,3,34,72,4,77.0,60.0,2.0,87.0,2.0,67.0,1.0,5.0,1.0,16,5,2,0,3
8682,1,3,27,79,2,56.0,51.0,2.0,12.0,5.0,87.0,1.0,5.0,1.0,9,7,4,0,3
8683,1,3,89,37,2,73.0,36.0,2.0,89.0,2.0,34.0,4.0,1.0,3.0,15,3,2,0,3
8684,0,3,9,13,1,1.0,41.0,4.0,48.0,1.0,28.0,5.0,1.0,1.0,4,1,2,0,3
8686,1,2,25,56,2,65.0,51.0,1.0,62.0,1.0,34.0,4.0,2.0,5.0,11,4,0,1,3
8687,1,1,30,25,1,27.0,72.0,2.0,11.0,3.0,5.0,4.0,4.0,4.0,7,1,3,1,3
8688,0,3,1,8,1,12.0,20.0,4.0,32.0,2.0,26.0,2.0,3.0,4.0,3,1,1,0,3
8689,0,2,9,2,4,47.0,46.0,4.0,55.0,2.0,67.0,5.0,2.0,3.0,3,10,5,0,3
8690,1,1,19,53,2,6.0,67.0,2.0,49.0,5.0,77.0,5.0,2.0,5.0,9,17,7,0,3
8691,0,1,28,93,1,44.0,26.0,5.0,47.0,4.0,66.0,1.0,5.0,1.0,17,22,2,0,3
8692,0,3,1,13,1,10.0,37.0,2.0,42.0,4.0,26.0,1.0,4.0,1.0,3,2,1,0,3
8693,1,3,7,2,1,5.0,36.0,5.0,34.0,1.0,28.0,5.0,4.0,1.0,3,2,2,0,3
8694,1,2,87,7,1,76.0,52.0,1.0,10.0,3.0,21.0,5.0,3.0,5.0,6,3,2,1,3
8695,1,2,90,60,4,84.0,18.0,1.0,4.0,2.0,38.0,3.0,4.0,4.0,4,6,5,0,3
8696,1,2,69,71,5,61.0,99.0,1.0,21.0,1.0,71.0,1.0,4.0,4.0,8,10,3,0,3
8697,0,3,79,31,2,19.0,5.0,4.0,39.0,3.0,4.0,3.0,2.0,5.0,0,3,7,0,3
8698,1,2,7,29,4,39.0,41.0,4.0,66.0,2.0,53.0,5.0,4.0,4.0,6,16,7,0,3
8700,0,3,2,3,5,27.0,54.0,4.0,53.0,3.0,41.0,1.0,5.0,4.0,5,14,5,0,3
8701,1,1,80,6,5,9.0,47.0,5.0,1.0,3.0,6.0,2.0,5.0,5.0,1,2,3,1,3
8702,1,3,15,69,3,90.0,59.0,1.0,19.0,5.0,72.0,3.0,5.0,1.0,15,6,2,0,3
8705,1,1,9,56,5,64.0,31.0,3.0,39.0,2.0,71.0,5.0,1.0,2.0,9,23,3,0,3
8706,0,3,10,27,5,51.0,36.0,5.0,94.0,5.0,74.0,5.0,3.0,1.0,20,15,8,0,3
8707,1,2,80,90,4,61.0,75.0,1.0,25.0,3.0,95.0,1.0,4.0,3.0,6,7,4,0,3
8708,1,3,59,92,5,95.0,38.0,3.0,66.0,3.0,69.0,2.0,1.0,3.0,12,6,4,0,3
8709,0,3,84,33,5,87.0,98.0,1.0,60.0,2.0,82.0,4.0,3.0,5.0,5,5,4,0,3
8710,1,2,47,7,1,90.0,17.0,2.0,80.0,4.0,10.0,2.0,3.0,4.0,4,5,2,1,3
8712,0,2,7,3,5,38.0,50.0,4.0,86.0,2.0,21.0,1.0,4.0,4.0,24,15,5,0,3
8713,0,2,65,40,3,62.0,92.0,5.0,43.0,1.0,63.0,2.0,4.0,1.0,10,9,4,0,3
8714,1,1,25,56,5,57.0,69.0,3.0,66.0,3.0,9.0,5.0,3.0,4.0,12,3,2,1,3
8715,1,3,45,27,3,3.0,36.0,1.0,79.0,5.0,60.0,2.0,2.0,4.0,8,0,3,1,3
8717,0,3,9,12,5,11.0,21.0,2.0,44.0,4.0,24.0,1.0,5.0,4.0,1,1,1,0,3
8718,0,1,11,15,4,47.0,32.0,3.0,45.0,5.0,30.0,5.0,2.0,2.0,13,9,7,0,3
8721,1,3,60,72,1,91.0,69.0,1.0,53.0,4.0,96.0,1.0,5.0,2.0,14,9,4,0,3
8722,0,3,2,15,1,13.0,16.0,2.0,33.0,1.0,26.0,3.0,5.0,1.0,1,3,1,0,3
8723,0,3,87,87,3,53.0,42.0,3.0,24.0,4.0,17.0,3.0,2.0,4.0,0,18,8,0,3
8724,0,1,63,23,3,35.0,80.0,5.0,6.0,1.0,39.0,3.0,5.0,3.0,8,24,3,0,3
8725,1,2,71,82,5,48.0,35.0,1.0,58.0,2.0,65.0,5.0,2.0,4.0,15,3,3,0,3
8728,0,1,18,1,5,42.0,36.0,4.0,46.0,3.0,47.0,2.0,2.0,1.0,6,14,4,0,3
8729,0,2,8,1,5,11.0,24.0,1.0,37.0,4.0,21.0,2.0,2.0,3.0,1,2,1,0,3
8732,0,3,94,1,4,2.0,83.0,4.0,60.0,2.0,9.0,4.0,5.0,1.0,6,7,1,0,3
8733,0,2,73,39,1,75.0,62.0,2.0,0.0,1.0,47.0,5.0,1.0,4.0,14,7,5,0,3
8734,0,2,6,15,1,9.0,57.0,3.0,46.0,2.0,22.0,1.0,1.0,3.0,2,1,2,0,3
8739,0,3,2,8,1,9.0,52.0,3.0,34.0,2.0,29.0,3.0,3.0,3.0,4,2,1,0,3
8740,0,2,60,5,1,70.0,83.0,3.0,91.0,5.0,37.0,5.0,4.0,1.0,10,19,5,0,3
8741,0,1,19,20,5,36.0,50.0,4.0,52.0,2.0,32.0,1.0,2.0,2.0,5,8,7,0,3
8742,0,2,75,96,1,86.0,11.0,1.0,11.0,2.0,81.0,1.0,1.0,4.0,4,4,2,0,3
8743,1,1,69,77,4,45.0,24.0,4.0,40.0,1.0,37.0,2.0,5.0,1.0,15,6,5,0,3
8744,0,3,6,3,5,8.0,35.0,3.0,27.0,2.0,24.0,4.0,1.0,1.0,4,1,1,0,3
8745,1,3,41,53,5,77.0,57.0,1.0,76.0,5.0,68.0,1.0,1.0,5.0,6,5,5,0,3
8746,0,2,86,80,1,49.0,16.0,1.0,20.0,5.0,25.0,3.0,5.0,5.0,3,10,1,0,3
8748,0,3,5,12,1,3.0,43.0,1.0,45.0,1.0,22.0,4.0,4.0,2.0,0,1,1,0,3
8749,0,3,29,11,1,68.0,52.0,1.0,88.0,5.0,53.0,2.0,1.0,1.0,10,15,6,0,3
8750,1,3,60,59,1,71.0,80.0,3.0,7.0,3.0,35.0,4.0,1.0,4.0,13,3,3,0,3
8751,1,2,19,70,1,82.0,37.0,2.0,76.0,5.0,61.0,1.0,5.0,2.0,5,8,2,0,3
8753,0,3,4,4,5,11.0,47.0,3.0,44.0,1.0,27.0,4.0,2.0,2.0,2,2,1,0,3
8755,0,3,6,1,1,11.0,51.0,3.0,38.0,1.0,24.0,2.0,1.0,2.0,4,3,2,0,3
8756,1,2,79,47,1,84.0,27.0,2.0,21.0,1.0,48.0,1.0,5.0,2.0,4,2,4,0,3
8757,0,3,6,5,5,48.0,48.0,4.0,71.0,3.0,74.0,5.0,5.0,3.0,26,3,6,0,3
8758,1,2,63,85,3,67.0,47.0,3.0,0.0,5.0,94.0,5.0,1.0,1.0,15,9,1,0,3
8760,0,2,79,30,5,98.0,21.0,1.0,86.0,4.0,76.0,4.0,5.0,4.0,14,21,2,0,3
8761,1,3,67,3,4,64.0,74.0,2.0,76.0,4.0,95.0,1.0,4.0,1.0,5,1,7,0,3
8762,0,1,14,15,4,41.0,38.0,3.0,57.0,2.0,22.0,1.0,2.0,3.0,9,13,4,0,3
8763,0,3,9,6,5,13.0,27.0,2.0,49.0,1.0,23.0,1.0,4.0,2.0,2,3,2,0,3
8764,1,3,60,62,5,95.0,72.0,1.0,74.0,3.0,81.0,4.0,5.0,2.0,7,6,2,0,3
8766,1,2,34,77,1,85.0,33.0,1.0,15.0,3.0,82.0,5.0,5.0,2.0,14,5,5,0,3
8770,0,1,12,37,5,1.0,28.0,5.0,42.0,5.0,47.0,3.0,3.0,2.0,8,4,7,0,3
8771,0,3,9,4,1,1.0,21.0,3.0,25.0,1.0,22.0,2.0,2.0,3.0,3,3,2,0,3
8772,0,3,66,63,3,59.0,82.0,3.0,23.0,1.0,62.0,5.0,1.0,4.0,9,8,5,0,3
8773,1,2,35,73,5,38.0,18.0,4.0,25.0,1.0,33.0,3.0,5.0,4.0,5,2,1,1,3
8774,1,1,77,76,1,93.0,76.0,1.0,74.0,4.0,89.0,5.0,3.0,1.0,9,19,7,0,3
8775,0,3,1,9,1,7.0,56.0,5.0,46.0,1.0,27.0,5.0,3.0,3.0,2,3,1,0,3
8776,1,3,59,15,2,65.0,51.0,2.0,26.0,1.0,77.0,3.0,1.0,2.0,7,6,1,0,3
8777,1,2,31,77,5,56.0,69.0,1.0,62.0,5.0,81.0,4.0,5.0,2.0,14,8,2,0,3
8778,0,1,35,86,2,71.0,56.0,2.0,50.0,5.0,79.0,2.0,4.0,5.0,16,8,6,0,3
8779,1,2,64,56,5,98.0,1.0,4.0,59.0,3.0,97.0,5.0,5.0,1.0,10,1,1,0,3
8780,1,2,40,64,1,54.0,30.0,1.0,24.0,5.0,61.0,1.0,5.0,1.0,13,3,3,0,3
8782,0,2,60,95,1,87.0,87.0,1.0,38.0,3.0,49.0,1.0,5.0,2.0,18,7,5,0,3
8783,1,3,89,76,3,69.0,30.0,2.0,30.0,3.0,75.0,1.0,1.0,3.0,11,4,1,0,3
8784,0,2,3,13,2,6.0,17.0,3.0,43.0,2.0,25.0,4.0,5.0,2.0,0,1,2,0,3
8785,0,2,18,8,4,44.0,48.0,2.0,55.0,4.0,81.0,1.0,4.0,1.0,13,12,4,0,3
8787,1,2,99,80,3,72.0,54.0,3.0,82.0,5.0,60.0,1.0,1.0,4.0,10,6,3,0,3
8788,1,2,52,92,2,55.0,72.0,1.0,69.0,2.0,58.0,2.0,1.0,3.0,6,4,1,0,3
8789,1,1,73,59,2,65.0,53.0,1.0,76.0,1.0,24.0,5.0,2.0,4.0,15,6,1,0,3
8790,1,3,86,20,2,66.0,59.0,3.0,54.0,1.0,75.0,3.0,5.0,2.0,8,3,2,0,3
8791,1,3,77,75,4,52.0,41.0,4.0,42.0,3.0,77.0,2.0,2.0,2.0,10,5,4,0,3
8793,1,1,79,75,1,51.0,19.0,1.0,14.0,1.0,2.0,5.0,4.0,4.0,6,7,3,1,3
8794,0,2,7,13,1,4.0,19.0,2.0,39.0,1.0,22.0,4.0,2.0,4.0,0,3,1,0,3
8795,1,2,1,59,4,65.0,25.0,3.0,53.0,2.0,44.0,2.0,1.0,4.0,3,5,1,1,3
8796,0,3,72,60,2,75.0,88.0,1.0,49.0,1.0,44.0,1.0,4.0,4.0,6,4,4,0,3
8797,1,3,9,27,4,24.0,42.0,4.0,68.0,3.0,52.0,2.0,2.0,3.0,22,6,4,0,3
8799,1,2,15,79,3,59.0,61.0,3.0,76.0,5.0,83.0,2.0,1.0,5.0,9,5,3,0,3
8800,1,2,74,60,4,84.0,5.0,1.0,3.0,3.0,21.0,2.0,1.0,5.0,14,9,3,0,3
8801,0,1,77,65,5,46.0,26.0,1.0,5.0,3.0,73.0,3.0,3.0,1.0,7,23,9,0,3
8803,1,2,7,3,1,7.0,13.0,2.0,31.0,2.0,29.0,1.0,4.0,1.0,3,1,2,0,3
8804,1,1,71,53,1,77.0,57.0,3.0,65.0,5.0,96.0,3.0,5.0,1.0,14,5,5,0,3
8805,0,3,3,1,1,11.0,9.0,1.0,32.0,1.0,28.0,2.0,4.0,1.0,0,1,1,0,3
8806,1,1,52,64,2,77.0,25.0,1.0,36.0,5.0,98.0,1.0,5.0,1.0,9,7,4,0,3
8807,1,2,55,22,3,80.0,43.0,4.0,97.0,5.0,49.0,5.0,1.0,5.0,17,1,7,0,3
8808,1,1,18,24,4,31.0,49.0,4.0,56.0,3.0,50.0,4.0,2.0,4.0,5,15,7,0,3
8810,0,1,3,15,5,39.0,30.0,4.0,91.0,3.0,23.0,1.0,4.0,2.0,19,18,5,0,3
8811,1,3,91,88,2,60.0,61.0,3.0,38.0,5.0,67.0,2.0,5.0,4.0,5,4,1,0,3
8813,0,1,85,94,1,74.0,39.0,3.0,15.0,1.0,94.0,1.0,1.0,1.0,9,11,1,0,3
8814,0,3,70,64,1,47.0,62.0,1.0,76.0,1.0,78.0,1.0,1.0,1.0,6,4,5,0,3
8816,1,3,45,42,5,97.0,62.0,5.0,38.0,3.0,19.0,3.0,3.0,5.0,15,4,4,0,3
8817,1,1,18,22,5,59.0,31.0,4.0,58.0,3.0,36.0,5.0,4.0,4.0,21,17,6,0,3
8818,0,2,19,23,4,41.0,39.0,3.0,98.0,3.0,46.0,1.0,5.0,4.0,27,5,5,0,3
8819,1,3,18,60,5,61.0,26.0,3.0,44.0,5.0,65.0,2.0,1.0,2.0,10,6,5,0,3
8820,1,1,16,23,4,52.0,48.0,4.0,86.0,3.0,71.0,3.0,2.0,3.0,27,9,7,0,3
8822,1,3,7,16,5,3.0,33.0,1.0,45.0,4.0,23.0,1.0,2.0,3.0,2,1,1,0,3
8823,0,3,5,8,1,8.0,27.0,2.0,47.0,4.0,28.0,1.0,4.0,4.0,2,1,2,0,3
8824,0,2,3,16,1,1.0,28.0,2.0,33.0,1.0,23.0,2.0,1.0,1.0,4,1,2,0,3
8825,0,2,7,15,1,12.0,31.0,3.0,39.0,2.0,22.0,1.0,1.0,3.0,2,3,2,0,3
8826,1,3,65,20,1,12.0,36.0,4.0,78.0,4.0,21.0,5.0,4.0,4.0,6,2,3,1,3
8827,0,1,10,24,4,25.0,33.0,4.0,55.0,3.0,78.0,2.0,5.0,3.0,12,19,5,0,3
8828,1,3,25,76,4,51.0,64.0,5.0,64.0,5.0,66.0,1.0,4.0,4.0,8,8,4,0,3
8829,1,2,37,37,1,90.0,95.0,3.0,28.0,1.0,97.0,5.0,4.0,1.0,18,22,8,0,3
8830,0,1,74,41,3,39.0,18.0,1.0,96.0,5.0,9.0,2.0,1.0,1.0,14,20,5,0,3
8834,1,2,60,47,1,41.0,76.0,1.0,58.0,1.0,35.0,2.0,3.0,1.0,15,11,2,0,3
8835,0,3,5,15,5,26.0,43.0,3.0,52.0,2.0,51.0,3.0,2.0,2.0,17,8,6,0,3
8837,1,3,19,57,3,60.0,27.0,4.0,62.0,2.0,72.0,1.0,5.0,4.0,12,9,4,0,3
8839,0,3,60,16,4,16.0,15.0,5.0,17.0,4.0,25.0,2.0,1.0,4.0,1,1,1,0,3
8841,0,2,8,28,4,36.0,34.0,5.0,92.0,3.0,70.0,3.0,2.0,4.0,10,19,8,0,3
8842,1,3,45,46,1,25.0,97.0,2.0,19.0,1.0,22.0,5.0,4.0,1.0,2,6,6,0,3
8843,1,3,57,29,1,39.0,22.0,5.0,4.0,4.0,79.0,1.0,3.0,1.0,18,10,6,0,3
8844,1,3,68,67,2,99.0,66.0,3.0,35.0,3.0,50.0,2.0,3.0,2.0,8,7,2,0,3
8846,1,2,64,20,3,49.0,86.0,3.0,82.0,5.0,6.0,5.0,1.0,4.0,14,12,7,0,3
8847,1,2,99,75,3,53.0,46.0,1.0,40.0,2.0,84.0,4.0,5.0,1.0,15,9,4,0,3
8848,1,1,76,65,5,94.0,27.0,1.0,88.0,5.0,36.0,3.0,5.0,3.0,8,2,1,0,3
8849,1,1,52,75,1,80.0,0.0,3.0,39.0,4.0,24.0,5.0,5.0,5.0,2,2,1,1,3
8850,1,3,68,63,1,66.0,47.0,1.0,33.0,2.0,52.0,2.0,5.0,1.0,7,7,3,0,3
8851,1,3,30,53,1,82.0,25.0,3.0,12.0,2.0,69.0,1.0,4.0,1.0,9,8,4,0,3
8852,0,3,4,9,1,5.0,33.0,2.0,30.0,2.0,23.0,1.0,1.0,1.0,0,2,2,0,3
8853,1,2,69,86,1,76.0,98.0,1.0,18.0,1.0,40.0,2.0,1.0,3.0,16,4,5,0,3
8854,1,3,79,74,2,87.0,63.0,2.0,72.0,2.0,56.0,4.0,4.0,1.0,5,9,4,0,3
8855,0,2,6,16,4,47.0,53.0,5.0,80.0,3.0,21.0,1.0,3.0,2.0,16,5,4,0,3
8856,1,2,75,15,4,15.0,44.0,1.0,17.0,4.0,20.0,1.0,1.0,3.0,6,2,0,1,3
8858,1,1,64,57,2,75.0,49.0,1.0,17.0,4.0,35.0,4.0,4.0,4.0,0,5,0,1,3
8859,0,1,4,23,4,56.0,36.0,2.0,88.0,3.0,72.0,2.0,1.0,3.0,20,18,5,0,3
8861,0,3,6,6,1,9.0,23.0,2.0,27.0,1.0,26.0,2.0,4.0,1.0,4,2,2,0,3
8862,1,3,27,32,5,48.0,40.0,4.0,82.0,3.0,29.0,1.0,5.0,2.0,5,18,6,0,3
8863,1,3,30,69,2,52.0,34.0,1.0,48.0,1.0,72.0,1.0,3.0,1.0,5,8,4,0,3
8865,0,1,5,7,5,37.0,50.0,4.0,50.0,1.0,65.0,4.0,2.0,2.0,5,11,8,0,3
8866,0,2,5,13,1,2.0,44.0,1.0,38.0,1.0,28.0,1.0,2.0,1.0,2,2,2,0,3
8868,1,3,98,56,2,72.0,54.0,1.0,69.0,1.0,52.0,4.0,1.0,5.0,9,4,2,0,3
8869,1,3,67,50,5,79.0,34.0,2.0,3.0,4.0,71.0,3.0,4.0,2.0,7,5,3,0,3
8870,0,1,63,80,1,50.0,2.0,4.0,14.0,1.0,85.0,4.0,1.0,3.0,16,9,1,0,3
8871,1,2,11,12,4,45.0,44.0,2.0,56.0,1.0,48.0,1.0,3.0,3.0,27,9,5,0,3
8872,1,3,74,73,1,59.0,33.0,4.0,11.0,5.0,66.0,2.0,1.0,1.0,5,5,2,0,3
8874,0,2,83,57,2,48.0,95.0,1.0,16.0,3.0,61.0,1.0,2.0,5.0,11,8,4,0,3
8875,1,3,64,74,5,97.0,63.0,1.0,64.0,2.0,77.0,5.0,1.0,5.0,10,9,4,0,3
8876,1,1,48,57,1,26.0,33.0,2.0,26.0,4.0,21.0,3.0,4.0,4.0,9,5,2,1,3
8877,0,3,8,1,5,2.0,28.0,1.0,42.0,4.0,24.0,1.0,3.0,4.0,3,2,2,0,3
8879,1,2,68,42,1,17.0,7.0,1.0,27.0,5.0,5.0,1.0,4.0,5.0,11,1,1,1,3
8881,1,3,65,53,1,3.0,15.0,4.0,45.0,5.0,18.0,2.0,4.0,5.0,5,3,2,1,3
8882,1,2,88,89,2,92.0,56.0,1.0,2.0,1.0,14.0,3.0,3.0,4.0,8,13,3,0,3
8883,1,1,31,65,2,51.0,53.0,4.0,83.0,2.0,96.0,1.0,5.0,1.0,12,9,4,0,3
8884,1,1,72,53,5,70.0,33.0,3.0,93.0,2.0,66.0,4.0,1.0,1.0,7,6,5,0,3
8886,1,1,38,78,2,75.0,55.0,2.0,7.0,4.0,39.0,3.0,1.0,1.0,2,10,8,0,3
8887,1,3,57,52,2,64.0,44.0,2.0,19.0,2.0,93.0,2.0,3.0,1.0,17,9,4,0,3
8889,1,1,85,99,1,56.0,17.0,4.0,69.0,5.0,67.0,2.0,1.0,2.0,15,17,2,0,3
8890,1,3,49,66,1,72.0,17.0,1.0,57.0,5.0,15.0,3.0,2.0,5.0,8,3,0,1,3
8892,0,3,12,22,5,37.0,38.0,5.0,69.0,2.0,30.0,4.0,5.0,2.0,4,19,7,0,3
8893,1,2,63,19,3,79.0,24.0,1.0,43.0,4.0,27.0,4.0,4.0,5.0,0,2,3,1,3
8894,1,2,61,4,1,18.0,28.0,1.0,13.0,1.0,1.0,4.0,4.0,4.0,14,0,2,1,3
8895,1,3,71,76,1,50.0,64.0,2.0,61.0,3.0,74.0,3.0,4.0,2.0,15,8,2,0,3
8897,0,1,92,58,2,46.0,49.0,3.0,31.0,5.0,58.0,4.0,1.0,1.0,12,11,1,0,3
8898,0,2,2,3,5,49.0,38.0,4.0,66.0,5.0,86.0,2.0,4.0,3.0,27,9,4,0,3
8899,1,3,77,53,4,66.0,54.0,1.0,39.0,4.0,74.0,3.0,1.0,3.0,11,9,4,0,3
8900,0,3,4,17,5,50.0,30.0,4.0,56.0,2.0,96.0,3.0,2.0,2.0,27,18,8,0,3
8901,0,1,91,64,1,52.0,13.0,1.0,76.0,1.0,83.0,3.0,2.0,3.0,3,10,2,0,3
8904,0,2,9,11,1,8.0,40.0,4.0,26.0,2.0,21.0,1.0,2.0,3.0,4,1,1,0,3
8905,1,1,62,67,1,28.0,10.0,4.0,16.0,2.0,35.0,5.0,2.0,5.0,12,6,1,1,3
8906,1,2,88,62,1,82.0,3.0,1.0,48.0,5.0,98.0,1.0,5.0,1.0,6,10,3,0,3
8909,0,3,9,16,5,37.0,34.0,2.0,74.0,3.0,55.0,2.0,1.0,4.0,12,17,7,0,3
8910,1,2,96,9,5,13.0,8.0,3.0,49.0,5.0,39.0,4.0,1.0,4.0,11,2,2,1,3
8912,1,1,58,62,1,72.0,70.0,2.0,48.0,2.0,68.0,1.0,1.0,1.0,14,4,1,0,3
8913,1,2,8,5,1,5.0,34.0,4.0,30.0,1.0,25.0,1.0,4.0,2.0,4,1,2,0,3
8915,1,2,12,0,2,56.0,64.0,5.0,59.0,5.0,25.0,4.0,4.0,3.0,5,8,2,1,3
8918,1,3,53,11,4,54.0,44.0,3.0,34.0,5.0,31.0,3.0,5.0,3.0,4,3,4,0,3
8919,0,3,7,15,1,7.0,41.0,4.0,34.0,1.0,20.0,1.0,3.0,3.0,1,3,1,0,3
8920,1,3,63,66,1,78.0,1.0,1.0,34.0,1.0,46.0,1.0,1.0,4.0,13,9,5,0,3
8921,0,3,5,3,5,49.0,53.0,3.0,82.0,5.0,44.0,2.0,5.0,2.0,18,14,7,0,3
8922,0,1,7,29,5,23.0,42.0,2.0,71.0,2.0,52.0,1.0,4.0,2.0,8,15,4,0,3
8923,1,3,29,62,3,85.0,34.0,1.0,58.0,5.0,99.0,4.0,1.0,2.0,13,9,4,0,3
8924,1,3,69,50,3,53.0,78.0,3.0,72.0,1.0,36.0,4.0,2.0,3.0,3,5,3,0,3
8925,0,1,70,53,1,84.0,98.0,2.0,14.0,2.0,9.0,3.0,5.0,5.0,16,22,9,0,3
8926,1,1,76,34,1,42.0,86.0,1.0,46.0,5.0,21.0,1.0,4.0,3.0,13,11,1,0,3
8927,1,3,9,4,2,13.0,15.0,2.0,41.0,4.0,22.0,2.0,2.0,1.0,4,2,1,0,3
8928,1,1,83,84,3,53.0,7.0,1.0,62.0,1.0,16.0,3.0,5.0,4.0,1,6,1,1,3
8930,1,3,38,21,4,4.0,54.0,3.0,74.0,3.0,45.0,2.0,3.0,1.0,13,9,2,0,3
8931,0,2,95,69,1,67.0,60.0,1.0,28.0,1.0,74.0,1.0,1.0,5.0,16,4,1,0,3
8932,0,3,87,37,3,79.0,1.0,1.0,48.0,4.0,50.0,1.0,2.0,2.0,17,5,4,0,3
8933,1,2,5,3,4,44.0,46.0,4.0,62.0,5.0,71.0,1.0,5.0,4.0,22,8,8,0,3
8937,1,3,90,96,2,41.0,98.0,1.0,54.0,3.0,96.0,3.0,5.0,2.0,13,11,4,0,3
8939,1,3,32,61,5,81.0,65.0,1.0,55.0,1.0,70.0,4.0,5.0,1.0,11,6,2,0,3
8940,1,2,55,46,5,8.0,98.0,2.0,65.0,2.0,62.0,1.0,1.0,5.0,1,5,5,0,3
8941,1,2,87,50,1,51.0,66.0,4.0,77.0,2.0,42.0,3.0,5.0,1.0,10,8,3,0,3
8942,0,1,73,26,3,48.0,97.0,1.0,53.0,2.0,42.0,4.0,1.0,2.0,16,21,8,0,3
8943,1,3,63,21,5,95.0,52.0,4.0,32.0,3.0,86.0,4.0,4.0,3.0,8,3,3,0,3
8944,1,3,34,44,2,92.0,39.0,5.0,42.0,1.0,16.0,1.0,1.0,1.0,13,3,1,0,3
8947,1,2,97,59,1,75.0,25.0,3.0,38.0,2.0,96.0,5.0,2.0,5.0,17,10,2,0,3
8948,1,3,40,58,4,51.0,38.0,4.0,5.0,5.0,27.0,5.0,5.0,4.0,13,2,1,1,3
8951,1,2,6,13,5,30.0,48.0,2.0,46.0,5.0,40.0,4.0,1.0,4.0,29,8,6,0,3
8953,0,2,41,97,3,85.0,25.0,3.0,61.0,5.0,52.0,4.0,1.0,5.0,9,23,6,0,3
8954,0,3,8,2,1,6.0,19.0,4.0,47.0,4.0,20.0,3.0,5.0,3.0,4,1,2,0,3
8955,0,2,98,39,1,72.0,41.0,1.0,62.0,2.0,30.0,1.0,2.0,1.0,19,7,2,0,3
8958,0,3,7,8,2,8.0,17.0,2.0,28.0,2.0,26.0,1.0,4.0,1.0,1,3,1,0,3
8959,0,2,15,12,4,1.0,73.0,5.0,39.0,1.0,53.0,5.0,3.0,1.0,9,7,5,0,3
8960,0,3,8,9,1,2.0,37.0,4.0,30.0,5.0,25.0,5.0,3.0,1.0,3,3,1,0,3
8962,0,2,18,13,5,37.0,40.0,3.0,65.0,2.0,81.0,2.0,2.0,3.0,25,10,6,0,3
8963,1,1,34,40,3,13.0,27.0,1.0,33.0,3.0,10.0,3.0,5.0,5.0,11,7,0,1,3
8964,0,1,4,3,5,23.0,48.0,5.0,92.0,1.0,96.0,1.0,5.0,4.0,26,9,4,0,3
8966,0,2,19,28,4,54.0,54.0,4.0,74.0,3.0,96.0,1.0,2.0,4.0,18,7,5,0,3
8968,1,2,57,68,2,64.0,40.0,3.0,74.0,1.0,78.0,2.0,2.0,1.0,10,1,8,0,3
8971,0,1,4,14,5,42.0,38.0,2.0,80.0,3.0,27.0,1.0,2.0,4.0,12,13,5,0,3
