,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,final_dropout
8244,0,2,10,26,4,36.0,45.0,3.0,97.0,3.0,97.0,3.0,5.0,2.0,29,4,7,0
8245,1,1,37,66,5,66.0,20.0,1.0,34.0,2.0,72.0,1.0,1.0,1.0,2,18,1,0
8246,0,1,10,22,5,48.0,40.0,4.0,65.0,1.0,80.0,1.0,2.0,2.0,29,16,7,0
8249,1,3,64,83,3,42.0,26.0,1.0,16.0,4.0,5.0,5.0,3.0,3.0,11,3,3,1
8250,0,2,12,43,4,28.0,46.0,4.0,41.0,1.0,60.0,5.0,2.0,1.0,8,19,1,0
8251,1,1,13,37,1,6.0,6.0,2.0,63.0,1.0,52.0,1.0,5.0,4.0,7,15,6,0
8253,1,3,8,19,5,36.0,33.0,4.0,62.0,1.0,59.0,3.0,4.0,3.0,4,19,5,0
8254,0,2,2,12,2,5.0,16.0,4.0,24.0,2.0,25.0,5.0,5.0,3.0,4,1,1,0
8255,1,2,71,59,4,56.0,56.0,1.0,99.0,3.0,83.0,1.0,5.0,1.0,14,23,5,0
8256,0,3,8,4,1,6.0,26.0,5.0,46.0,4.0,20.0,3.0,4.0,2.0,2,2,1,0
8257,1,1,53,75,4,83.0,17.0,2.0,51.0,2.0,1.0,1.0,5.0,3.0,19,22,2,0
8258,0,2,84,64,2,61.0,63.0,1.0,60.0,3.0,63.0,3.0,4.0,4.0,14,8,1,0
8260,1,3,8,24,5,25.0,53.0,3.0,56.0,2.0,74.0,1.0,3.0,3.0,24,8,6,0
8261,0,1,2,3,4,35.0,43.0,4.0,61.0,2.0,46.0,3.0,1.0,4.0,29,5,6,0
8262,1,1,93,72,4,67.0,79.0,1.0,23.0,1.0,74.0,1.0,1.0,1.0,3,4,3,0
8264,0,2,13,82,3,73.0,2.0,5.0,49.0,4.0,13.0,2.0,1.0,4.0,19,14,4,0
8265,1,3,17,26,5,46.0,94.0,1.0,90.0,5.0,73.0,5.0,2.0,2.0,17,19,2,0
8267,0,2,96,55,1,43.0,20.0,1.0,7.0,1.0,70.0,5.0,4.0,4.0,4,9,2,0
8268,0,3,2,11,5,2.0,29.0,5.0,30.0,1.0,28.0,3.0,2.0,4.0,1,1,2,0
8269,1,3,90,56,4,42.0,66.0,1.0,78.0,4.0,81.0,1.0,2.0,3.0,17,4,5,0
8270,0,3,2,7,1,2.0,48.0,2.0,40.0,5.0,29.0,1.0,1.0,1.0,4,2,1,0
8271,0,3,9,4,1,7.0,8.0,5.0,28.0,4.0,24.0,4.0,3.0,1.0,2,3,2,0
8272,0,1,50,5,2,96.0,45.0,4.0,48.0,2.0,12.0,4.0,1.0,3.0,17,12,5,0
8273,1,1,25,55,1,64.0,72.0,1.0,25.0,5.0,14.0,5.0,5.0,5.0,10,4,0,1
8274,1,3,44,72,2,90.0,29.0,4.0,59.0,4.0,57.0,5.0,4.0,4.0,3,1,1,1
8275,0,1,9,26,5,39.0,40.0,4.0,89.0,1.0,48.0,1.0,2.0,3.0,28,11,5,0
8277,0,3,92,30,2,85.0,6.0,4.0,18.0,5.0,48.0,1.0,5.0,3.0,9,4,3,0
8278,1,3,84,49,4,46.0,9.0,2.0,75.0,2.0,27.0,5.0,3.0,3.0,19,22,9,0
8279,1,3,40,73,1,79.0,78.0,3.0,44.0,5.0,63.0,3.0,5.0,1.0,14,7,5,0
8280,0,3,10,5,4,28.0,36.0,4.0,78.0,4.0,28.0,1.0,1.0,3.0,17,19,8,0
8281,0,3,80,38,1,43.0,55.0,1.0,73.0,1.0,59.0,5.0,2.0,4.0,18,7,5,0
8284,1,3,41,45,1,5.0,26.0,1.0,73.0,3.0,55.0,2.0,1.0,2.0,2,2,9,0
8285,0,2,35,44,3,27.0,31.0,5.0,5.0,3.0,33.0,5.0,1.0,4.0,11,18,8,0
8286,0,3,7,11,2,1.0,14.0,3.0,47.0,2.0,21.0,2.0,3.0,3.0,1,3,2,0
8288,1,2,6,3,5,28.0,36.0,2.0,91.0,1.0,57.0,1.0,4.0,3.0,16,3,8,0
8289,0,3,2,15,2,2.0,41.0,4.0,38.0,1.0,29.0,5.0,1.0,3.0,4,1,1,0
8290,1,2,8,9,5,11.0,56.0,4.0,29.0,2.0,28.0,2.0,1.0,3.0,1,1,1,0
8291,1,2,29,78,2,65.0,32.0,4.0,92.0,5.0,77.0,4.0,4.0,4.0,15,9,2,0
8293,0,2,10,13,5,38.0,37.0,3.0,61.0,3.0,89.0,3.0,2.0,2.0,22,10,4,0
8295,0,2,8,2,1,5.0,38.0,2.0,30.0,1.0,21.0,2.0,1.0,4.0,0,1,1,0
8296,0,3,17,15,5,46.0,48.0,4.0,73.0,1.0,80.0,5.0,3.0,1.0,11,11,5,0
8298,1,1,85,60,5,81.0,73.0,1.0,9.0,3.0,33.0,5.0,5.0,4.0,12,5,3,0
8299,0,3,3,11,4,44.0,53.0,3.0,71.0,2.0,24.0,1.0,2.0,3.0,12,19,4,0
8305,1,3,54,1,4,44.0,56.0,2.0,1.0,5.0,36.0,5.0,4.0,5.0,8,2,0,1
8306,1,1,78,51,4,74.0,48.0,4.0,79.0,1.0,51.0,3.0,4.0,2.0,9,9,5,0
8309,1,3,31,62,5,65.0,21.0,3.0,46.0,5.0,55.0,1.0,1.0,2.0,5,7,3,0
8310,1,2,57,72,1,88.0,41.0,1.0,1.0,4.0,57.0,2.0,5.0,2.0,11,5,2,1
8311,1,2,29,75,4,15.0,46.0,4.0,83.0,5.0,19.0,1.0,4.0,4.0,19,11,9,0
8312,0,2,89,30,5,17.0,81.0,2.0,20.0,5.0,44.0,1.0,1.0,3.0,18,17,5,0
8313,1,1,18,71,5,67.0,41.0,3.0,17.0,5.0,93.0,4.0,1.0,2.0,14,6,4,0
8315,1,2,4,82,2,69.0,34.0,4.0,38.0,5.0,25.0,2.0,3.0,5.0,0,24,4,0
8316,1,3,33,78,1,15.0,91.0,1.0,1.0,3.0,24.0,5.0,5.0,5.0,0,3,1,1
8317,1,3,72,78,2,59.0,69.0,2.0,30.0,5.0,96.0,2.0,5.0,1.0,10,6,4,0
8319,1,1,70,54,1,44.0,82.0,5.0,28.0,1.0,32.0,5.0,3.0,5.0,13,5,1,1
8321,1,2,69,61,4,97.0,34.0,1.0,86.0,2.0,61.0,5.0,3.0,2.0,13,5,4,0
8322,1,1,54,63,1,64.0,23.0,1.0,37.0,4.0,27.0,2.0,5.0,4.0,3,3,1,1
8324,0,2,60,56,1,50.0,13.0,1.0,20.0,1.0,51.0,2.0,2.0,4.0,15,9,4,0
8325,1,2,17,26,5,48.0,36.0,4.0,65.0,3.0,36.0,1.0,2.0,4.0,29,8,5,0
8326,1,3,55,76,2,74.0,31.0,3.0,24.0,1.0,67.0,3.0,3.0,1.0,13,6,3,0
8328,1,3,75,77,1,58.0,74.0,3.0,67.0,5.0,70.0,3.0,5.0,1.0,13,8,4,0
8329,1,2,17,28,4,45.0,54.0,4.0,74.0,2.0,48.0,5.0,2.0,2.0,20,5,7,0
8331,1,3,95,93,1,52.0,11.0,2.0,61.0,5.0,38.0,1.0,4.0,1.0,14,10,3,0
8332,1,2,60,88,2,7.0,32.0,3.0,90.0,5.0,31.0,1.0,2.0,5.0,0,1,0,1
8334,0,2,15,2,4,53.0,48.0,3.0,83.0,2.0,55.0,1.0,3.0,3.0,6,9,5,0
8335,0,1,79,83,2,26.0,17.0,3.0,65.0,3.0,99.0,3.0,1.0,1.0,14,17,2,0
8336,1,3,14,78,1,92.0,31.0,3.0,94.0,5.0,78.0,2.0,5.0,2.0,10,9,4,0
8337,1,3,3,9,1,12.0,15.0,1.0,33.0,2.0,25.0,3.0,1.0,2.0,0,2,2,0
8338,0,1,18,27,4,52.0,34.0,4.0,57.0,3.0,70.0,3.0,1.0,2.0,18,8,6,0
8340,0,1,44,68,5,61.0,43.0,3.0,85.0,4.0,63.0,1.0,2.0,4.0,6,14,5,0
8341,1,3,58,72,1,58.0,35.0,1.0,75.0,5.0,65.0,2.0,2.0,2.0,13,7,1,0
8342,1,3,55,55,4,92.0,50.0,3.0,31.0,4.0,95.0,1.0,1.0,5.0,6,9,3,0
8343,0,2,70,80,1,50.0,17.0,1.0,44.0,1.0,71.0,1.0,5.0,3.0,11,10,4,0
8344,1,3,45,86,2,35.0,60.0,2.0,48.0,2.0,1.0,5.0,5.0,5.0,9,8,1,1
8345,0,2,90,31,5,64.0,64.0,4.0,14.0,1.0,38.0,5.0,2.0,3.0,8,6,3,0
8346,1,2,2,7,4,29.0,52.0,4.0,71.0,2.0,97.0,3.0,5.0,3.0,5,7,5,0
8347,0,2,72,55,1,49.0,80.0,1.0,39.0,1.0,21.0,1.0,3.0,1.0,19,10,5,0
8348,0,3,7,14,1,2.0,23.0,4.0,38.0,1.0,29.0,5.0,3.0,1.0,2,2,2,0
8349,0,2,16,21,4,39.0,54.0,3.0,95.0,2.0,99.0,3.0,1.0,4.0,28,12,6,0
8350,0,1,6,54,2,71.0,40.0,5.0,5.0,1.0,28.0,1.0,2.0,1.0,0,23,7,0
8351,0,3,5,14,4,44.0,45.0,4.0,98.0,2.0,26.0,4.0,5.0,3.0,22,9,5,0
8352,1,3,72,61,5,75.0,35.0,2.0,37.0,5.0,51.0,1.0,5.0,2.0,8,6,2,0
8353,1,2,59,24,1,79.0,3.0,2.0,19.0,4.0,12.0,5.0,2.0,5.0,14,1,2,1
8354,0,2,5,6,4,48.0,31.0,3.0,46.0,3.0,41.0,3.0,4.0,4.0,26,12,8,0
8355,0,2,90,43,4,77.0,19.0,4.0,29.0,2.0,64.0,1.0,1.0,2.0,11,9,1,0
8356,1,3,9,15,1,1.0,45.0,4.0,38.0,1.0,28.0,1.0,5.0,4.0,3,1,1,0
8357,1,2,86,41,1,69.0,77.0,1.0,27.0,3.0,42.0,4.0,1.0,1.0,14,11,2,0
8360,1,1,7,29,5,56.0,44.0,4.0,85.0,2.0,55.0,5.0,5.0,1.0,14,16,8,0
8361,1,1,5,19,4,59.0,51.0,3.0,94.0,2.0,93.0,2.0,2.0,2.0,4,5,8,0
8362,0,3,97,81,1,42.0,8.0,1.0,52.0,1.0,90.0,5.0,1.0,4.0,19,3,3,0
8364,0,3,13,25,5,47.0,39.0,4.0,84.0,2.0,24.0,1.0,3.0,2.0,25,4,5,0
8365,1,2,72,66,4,74.0,47.0,1.0,55.0,2.0,10.0,2.0,1.0,3.0,2,5,2,0
8367,1,1,41,37,1,59.0,74.0,3.0,55.0,1.0,11.0,2.0,1.0,5.0,11,3,2,0
8368,1,3,11,62,1,84.0,32.0,5.0,4.0,1.0,89.0,1.0,5.0,2.0,7,5,5,0
8369,1,1,23,51,2,63.0,30.0,2.0,70.0,5.0,77.0,3.0,4.0,1.0,7,6,4,0
8372,1,2,45,10,1,11.0,5.0,1.0,76.0,4.0,60.0,2.0,1.0,2.0,16,10,2,0
8375,0,3,6,15,4,42.0,49.0,4.0,77.0,1.0,62.0,3.0,2.0,3.0,16,13,8,0
8376,1,3,56,67,5,92.0,59.0,2.0,46.0,5.0,92.0,3.0,5.0,2.0,17,9,2,0
8377,1,1,52,47,3,16.0,46.0,1.0,87.0,2.0,53.0,3.0,5.0,5.0,3,12,8,0
8380,1,3,96,48,4,58.0,86.0,1.0,13.0,1.0,62.0,1.0,2.0,1.0,10,3,2,0
8381,1,3,8,3,5,12.0,43.0,3.0,37.0,5.0,25.0,5.0,1.0,3.0,0,1,1,0
8382,1,3,20,16,2,75.0,55.0,5.0,61.0,2.0,96.0,4.0,5.0,2.0,3,16,1,0
8383,0,2,25,27,1,14.0,69.0,2.0,66.0,4.0,92.0,5.0,1.0,1.0,15,17,8,0
8384,1,2,45,89,2,77.0,90.0,1.0,64.0,5.0,91.0,5.0,5.0,1.0,16,14,2,0
8386,1,1,81,84,1,77.0,93.0,4.0,36.0,1.0,69.0,1.0,5.0,1.0,11,4,2,0
8387,0,2,4,27,4,54.0,30.0,4.0,61.0,3.0,29.0,2.0,2.0,2.0,3,7,8,0
8389,1,1,64,54,5,71.0,35.0,1.0,77.0,5.0,59.0,5.0,4.0,2.0,17,6,5,0
8390,1,1,93,44,1,2.0,72.0,3.0,43.0,2.0,38.0,3.0,4.0,3.0,8,4,1,1
8391,1,3,29,51,4,55.0,36.0,5.0,63.0,2.0,62.0,4.0,5.0,1.0,8,5,3,0
8393,0,1,9,21,5,40.0,45.0,4.0,60.0,5.0,46.0,5.0,3.0,2.0,24,12,4,0
8394,0,1,58,17,5,64.0,75.0,5.0,89.0,3.0,19.0,2.0,1.0,5.0,6,8,1,0
8395,1,3,20,78,2,69.0,37.0,1.0,32.0,5.0,63.0,5.0,1.0,1.0,13,9,3,0
8396,0,3,1,10,1,6.0,43.0,3.0,40.0,2.0,26.0,5.0,1.0,3.0,0,1,2,0
8398,1,1,11,8,5,42.0,33.0,4.0,93.0,5.0,96.0,1.0,5.0,3.0,15,10,4,0
8399,0,3,11,23,4,42.0,54.0,5.0,77.0,2.0,98.0,4.0,3.0,2.0,23,10,6,0
8400,1,3,52,50,1,82.0,71.0,3.0,56.0,2.0,88.0,5.0,5.0,5.0,11,9,4,0
8402,0,1,1,5,4,32.0,39.0,4.0,88.0,4.0,26.0,1.0,3.0,3.0,10,19,7,0
8404,0,2,8,3,1,3.0,33.0,4.0,44.0,2.0,23.0,1.0,1.0,4.0,3,2,1,0
8405,0,3,3,64,4,44.0,92.0,2.0,65.0,5.0,3.0,1.0,2.0,2.0,16,14,2,0
8406,0,1,48,7,3,84.0,60.0,1.0,58.0,5.0,29.0,1.0,4.0,2.0,3,10,2,0
8407,0,1,17,28,5,24.0,37.0,3.0,81.0,2.0,57.0,1.0,4.0,3.0,7,4,5,0
8408,1,3,15,19,5,32.0,40.0,2.0,57.0,3.0,95.0,1.0,2.0,1.0,22,7,5,0
8409,1,3,27,63,4,93.0,44.0,1.0,37.0,1.0,76.0,1.0,5.0,1.0,12,8,4,0
8410,0,3,35,94,5,65.0,88.0,5.0,8.0,5.0,9.0,4.0,4.0,2.0,6,24,1,0
8411,0,3,68,35,1,70.0,25.0,2.0,52.0,3.0,36.0,4.0,4.0,4.0,6,3,2,0
8412,1,3,95,85,1,75.0,18.0,4.0,65.0,1.0,50.0,5.0,2.0,5.0,5,4,5,0
8414,0,3,1,26,5,34.0,36.0,4.0,75.0,3.0,89.0,2.0,5.0,3.0,13,4,8,0
8415,0,2,14,6,5,32.0,30.0,4.0,58.0,3.0,32.0,1.0,3.0,3.0,22,18,7,0
8416,1,3,47,26,5,88.0,4.0,3.0,20.0,5.0,34.0,3.0,3.0,4.0,9,10,5,0
8417,0,3,79,84,4,57.0,46.0,4.0,36.0,2.0,91.0,1.0,2.0,1.0,7,4,5,0
8418,0,1,99,42,1,55.0,11.0,1.0,50.0,3.0,55.0,5.0,2.0,4.0,7,3,5,0
8419,1,1,43,87,2,79.0,82.0,2.0,24.0,1.0,46.0,4.0,1.0,3.0,19,1,1,0
8420,0,2,89,39,3,51.0,69.0,2.0,25.0,2.0,93.0,1.0,1.0,5.0,17,3,2,0
8421,0,2,14,22,5,43.0,49.0,2.0,57.0,5.0,85.0,2.0,4.0,2.0,9,7,4,0
8422,0,1,3,9,4,26.0,54.0,4.0,85.0,4.0,87.0,5.0,1.0,2.0,10,11,6,0
8423,0,1,89,59,1,87.0,15.0,1.0,60.0,1.0,88.0,2.0,5.0,3.0,7,10,3,0
8424,0,2,9,12,1,1.0,8.0,3.0,38.0,2.0,22.0,4.0,4.0,3.0,3,1,1,0
8425,1,3,67,70,2,55.0,69.0,3.0,25.0,4.0,77.0,3.0,5.0,1.0,14,2,3,0
8428,0,1,11,14,5,50.0,51.0,5.0,63.0,2.0,56.0,3.0,2.0,2.0,27,12,7,0
8429,1,1,7,18,5,28.0,36.0,2.0,60.0,1.0,99.0,5.0,5.0,2.0,27,8,6,0
8430,0,1,18,21,5,23.0,35.0,4.0,98.0,2.0,68.0,5.0,1.0,4.0,24,11,5,0
8431,1,2,65,75,1,66.0,28.0,1.0,69.0,5.0,65.0,1.0,5.0,2.0,5,9,4,0
8432,0,3,1,12,5,3.0,12.0,1.0,35.0,1.0,29.0,4.0,3.0,4.0,1,1,1,0
8433,0,3,7,10,5,13.0,42.0,1.0,42.0,2.0,24.0,1.0,5.0,1.0,2,3,2,0
8434,0,1,81,69,2,74.0,39.0,3.0,11.0,1.0,87.0,4.0,5.0,5.0,3,4,1,0
8435,0,3,3,8,1,10.0,23.0,4.0,35.0,1.0,20.0,3.0,3.0,4.0,4,1,1,0
8436,1,1,36,47,4,9.0,52.0,5.0,46.0,4.0,15.0,5.0,5.0,5.0,0,6,1,1
8437,1,3,63,74,2,90.0,29.0,1.0,0.0,5.0,80.0,3.0,5.0,2.0,7,7,4,0
8438,1,3,38,46,1,23.0,3.0,1.0,51.0,2.0,18.0,5.0,5.0,4.0,9,7,1,1
8439,1,3,11,19,1,29.0,46.0,1.0,44.0,1.0,13.0,4.0,4.0,4.0,9,0,2,1
8440,0,1,5,8,4,47.0,36.0,2.0,63.0,1.0,47.0,1.0,1.0,2.0,18,13,5,0
8441,1,1,56,65,3,93.0,61.0,3.0,57.0,5.0,76.0,1.0,5.0,2.0,8,7,5,0
8442,0,3,8,1,1,13.0,15.0,1.0,29.0,1.0,20.0,1.0,5.0,1.0,0,3,1,0
8444,1,2,73,64,2,76.0,45.0,3.0,99.0,3.0,82.0,1.0,5.0,2.0,14,6,3,0
8446,1,1,13,65,1,81.0,38.0,2.0,90.0,5.0,56.0,4.0,5.0,2.0,7,6,5,0
8449,0,2,9,5,5,8.0,20.0,2.0,37.0,2.0,22.0,2.0,1.0,3.0,0,1,1,0
8450,0,3,69,91,4,97.0,75.0,4.0,67.0,4.0,73.0,5.0,1.0,1.0,6,11,2,0
8454,1,3,98,7,2,87.0,34.0,3.0,36.0,3.0,16.0,1.0,1.0,3.0,6,6,3,0
8456,0,3,83,95,1,77.0,87.0,1.0,39.0,1.0,51.0,1.0,2.0,4.0,6,10,5,0
8457,1,3,62,50,1,86.0,89.0,2.0,71.0,1.0,60.0,1.0,3.0,3.0,12,10,4,0
8458,0,3,2,11,5,2.0,34.0,5.0,33.0,1.0,29.0,1.0,3.0,3.0,2,1,2,0
8460,0,3,4,9,1,5.0,18.0,4.0,26.0,4.0,29.0,2.0,1.0,4.0,3,3,2,0
8466,1,1,32,93,1,58.0,18.0,1.0,3.0,5.0,20.0,5.0,5.0,5.0,6,3,0,1
8468,1,2,33,69,5,55.0,56.0,1.0,84.0,3.0,91.0,3.0,5.0,2.0,9,8,3,0
8469,0,2,5,9,1,10.0,37.0,5.0,26.0,2.0,22.0,3.0,1.0,3.0,0,1,2,0
8470,0,2,38,77,1,62.0,73.0,2.0,81.0,5.0,90.0,4.0,1.0,3.0,19,18,1,0
8471,1,3,3,25,4,35.0,53.0,3.0,78.0,2.0,57.0,1.0,1.0,4.0,18,3,6,0
8472,1,2,38,74,2,67.0,72.0,4.0,77.0,1.0,57.0,1.0,5.0,5.0,5,8,5,0
8477,1,1,16,13,5,45.0,49.0,3.0,73.0,3.0,95.0,3.0,2.0,2.0,14,14,7,0
8478,0,2,97,47,5,49.0,27.0,1.0,19.0,5.0,81.0,3.0,5.0,3.0,3,6,3,0
8479,1,3,46,63,4,85.0,37.0,2.0,21.0,5.0,89.0,4.0,1.0,1.0,11,8,3,0
8480,0,1,43,5,3,94.0,15.0,2.0,43.0,3.0,76.0,5.0,4.0,4.0,7,15,4,0
8481,1,3,75,69,1,49.0,69.0,1.0,74.0,3.0,62.0,3.0,5.0,1.0,19,11,4,0
8482,0,3,7,2,1,1.0,53.0,4.0,29.0,2.0,28.0,2.0,3.0,1.0,2,1,1,0
8483,1,1,15,28,1,62.0,55.0,3.0,5.0,1.0,9.0,5.0,5.0,3.0,3,3,1,1
8485,1,1,38,72,1,16.0,65.0,4.0,14.0,3.0,9.0,3.0,4.0,4.0,10,2,2,1
8486,1,2,98,33,2,83.0,75.0,1.0,49.0,5.0,41.0,2.0,1.0,3.0,11,6,4,0
8487,0,2,87,88,5,77.0,74.0,2.0,3.0,5.0,66.0,2.0,5.0,5.0,3,7,1,0
8488,1,1,6,76,5,39.0,54.0,1.0,49.0,1.0,21.0,1.0,5.0,1.0,3,23,9,0
8489,0,2,17,11,5,51.0,34.0,4.0,93.0,3.0,76.0,3.0,1.0,1.0,13,15,5,0
8491,1,2,15,77,4,68.0,28.0,2.0,25.0,5.0,70.0,2.0,5.0,1.0,12,6,5,0
8493,0,1,83,34,1,45.0,43.0,1.0,20.0,1.0,50.0,1.0,1.0,4.0,6,9,4,0
8495,1,1,17,13,5,23.0,54.0,5.0,58.0,3.0,69.0,4.0,3.0,3.0,29,16,4,0
8496,1,2,97,83,3,79.0,63.0,1.0,25.0,5.0,84.0,1.0,5.0,5.0,0,13,1,0
8497,0,2,92,34,1,24.0,30.0,3.0,56.0,2.0,30.0,2.0,5.0,5.0,6,13,6,0
8499,1,3,3,2,1,4.0,47.0,4.0,26.0,4.0,25.0,1.0,3.0,3.0,3,3,1,0
8500,0,2,6,9,5,31.0,49.0,4.0,90.0,2.0,63.0,1.0,2.0,2.0,22,11,5,0
8501,0,1,6,27,4,40.0,31.0,5.0,80.0,4.0,70.0,5.0,4.0,3.0,18,8,7,0
8504,0,3,40,40,2,62.0,52.0,3.0,14.0,4.0,3.0,2.0,1.0,4.0,11,12,6,0
8505,0,3,3,9,1,3.0,45.0,3.0,47.0,2.0,21.0,1.0,1.0,1.0,2,1,1,0
8506,1,2,79,5,3,13.0,98.0,2.0,56.0,3.0,31.0,5.0,1.0,5.0,2,2,3,1
8507,1,1,85,9,2,42.0,49.0,2.0,26.0,4.0,32.0,2.0,4.0,5.0,10,24,1,0
8512,1,3,96,83,4,58.0,24.0,4.0,12.0,2.0,50.0,1.0,1.0,1.0,5,11,3,0
8513,0,1,48,32,4,71.0,37.0,3.0,11.0,1.0,18.0,4.0,3.0,4.0,9,9,6,0
8514,0,2,66,77,4,26.0,63.0,1.0,44.0,3.0,62.0,3.0,5.0,3.0,3,4,6,0
8516,1,3,67,60,4,79.0,53.0,2.0,89.0,3.0,98.0,5.0,1.0,5.0,9,8,4,0
8517,1,2,89,97,1,89.0,79.0,1.0,24.0,3.0,34.0,4.0,2.0,4.0,7,7,4,0
8518,1,3,65,40,1,88.0,96.0,5.0,34.0,1.0,22.0,5.0,5.0,3.0,11,6,2,0
8519,0,3,2,9,5,2.0,48.0,1.0,36.0,1.0,21.0,2.0,1.0,2.0,0,2,1,0
8520,1,1,35,52,5,87.0,78.0,1.0,26.0,5.0,59.0,5.0,5.0,2.0,11,9,5,0
8521,1,3,93,35,5,96.0,59.0,1.0,52.0,2.0,58.0,2.0,4.0,3.0,4,11,2,0
8523,0,2,88,59,1,74.0,96.0,1.0,18.0,1.0,31.0,2.0,5.0,1.0,15,6,5,0
8524,1,3,77,98,5,56.0,31.0,3.0,9.0,1.0,39.0,3.0,5.0,4.0,0,1,3,1
8526,0,2,9,9,1,13.0,34.0,3.0,35.0,2.0,22.0,2.0,3.0,1.0,0,2,1,0
8528,0,3,3,9,1,8.0,29.0,3.0,35.0,1.0,28.0,1.0,2.0,3.0,3,2,2,0
8529,0,3,8,7,1,7.0,16.0,1.0,49.0,2.0,23.0,2.0,3.0,3.0,3,2,2,0
8530,1,3,42,59,4,84.0,76.0,2.0,55.0,1.0,93.0,5.0,5.0,1.0,9,8,4,0
8531,1,3,13,46,3,41.0,30.0,5.0,78.0,4.0,67.0,5.0,1.0,4.0,3,19,4,0
8532,0,2,5,9,1,10.0,37.0,3.0,41.0,1.0,21.0,1.0,1.0,1.0,0,2,2,0
8533,0,2,32,72,1,13.0,66.0,2.0,41.0,1.0,7.0,5.0,5.0,1.0,2,24,5,0
8534,1,3,72,53,1,80.0,55.0,2.0,19.0,3.0,99.0,3.0,1.0,1.0,14,6,3,0
8535,1,2,6,16,4,39.0,38.0,2.0,64.0,2.0,92.0,1.0,4.0,4.0,16,16,5,0
8537,1,2,7,97,4,37.0,50.0,2.0,50.0,2.0,96.0,3.0,3.0,1.0,4,15,6,0
8538,0,2,82,54,4,58.0,49.0,3.0,11.0,1.0,83.0,3.0,1.0,5.0,8,4,5,0
8539,0,3,12,25,4,24.0,51.0,3.0,73.0,4.0,34.0,4.0,5.0,2.0,8,15,8,0
8540,0,2,91,16,3,23.0,69.0,5.0,2.0,3.0,48.0,3.0,3.0,1.0,9,1,1,0
8541,1,3,86,29,1,13.0,96.0,2.0,64.0,4.0,34.0,3.0,4.0,4.0,3,7,3,1
8543,1,2,63,40,3,55.0,61.0,1.0,3.0,5.0,26.0,1.0,5.0,4.0,11,9,1,0
8544,0,2,37,63,1,20.0,68.0,4.0,63.0,3.0,6.0,1.0,4.0,4.0,15,6,6,0
8545,1,1,32,83,5,10.0,35.0,1.0,26.0,2.0,51.0,4.0,5.0,1.0,6,2,8,0
8546,1,3,6,14,1,8.0,46.0,5.0,31.0,2.0,26.0,4.0,1.0,1.0,0,1,2,0
8547,1,1,24,64,1,94.0,62.0,5.0,97.0,3.0,78.0,4.0,5.0,1.0,6,8,3,0
8548,1,3,60,50,4,51.0,63.0,1.0,48.0,5.0,38.0,1.0,5.0,1.0,9,4,1,0
8549,1,3,31,33,1,29.0,58.0,3.0,69.0,4.0,39.0,5.0,3.0,3.0,6,4,0,1
8550,0,2,35,52,5,8.0,83.0,4.0,68.0,1.0,47.0,2.0,3.0,3.0,18,18,7,0
8555,0,2,89,32,2,61.0,58.0,4.0,56.0,4.0,59.0,2.0,4.0,5.0,13,4,8,0
8556,1,2,8,14,4,36.0,46.0,3.0,81.0,1.0,22.0,2.0,5.0,2.0,7,19,5,0
8557,1,3,54,96,2,16.0,78.0,5.0,94.0,3.0,71.0,5.0,3.0,1.0,17,9,4,0
8558,1,1,17,7,1,53.0,28.0,4.0,10.0,4.0,31.0,4.0,3.0,5.0,4,5,2,1
8559,0,2,3,17,4,27.0,42.0,4.0,88.0,5.0,57.0,3.0,3.0,1.0,28,6,7,0
8561,1,3,5,3,1,3.0,24.0,4.0,26.0,1.0,26.0,4.0,5.0,1.0,1,1,1,0
8564,0,1,91,54,1,62.0,69.0,1.0,28.0,3.0,59.0,5.0,3.0,4.0,5,10,1,0
8565,0,2,46,98,4,54.0,77.0,5.0,29.0,1.0,34.0,1.0,3.0,1.0,9,15,4,0
8566,0,2,95,85,1,41.0,95.0,3.0,6.0,1.0,29.0,5.0,1.0,1.0,18,8,2,0
8567,1,3,77,27,4,95.0,72.0,4.0,58.0,2.0,78.0,1.0,4.0,1.0,14,7,1,0
8569,0,2,64,51,5,85.0,36.0,1.0,4.0,1.0,55.0,5.0,1.0,2.0,10,6,5,0
8573,1,1,17,54,1,73.0,23.0,5.0,52.0,5.0,51.0,3.0,5.0,2.0,17,9,5,0
8575,0,1,17,27,5,29.0,43.0,5.0,87.0,2.0,93.0,3.0,2.0,4.0,4,16,7,0
8578,0,3,13,11,5,45.0,35.0,2.0,68.0,3.0,95.0,2.0,5.0,2.0,5,5,6,0
8579,1,2,31,32,1,65.0,26.0,1.0,37.0,4.0,20.0,5.0,4.0,5.0,6,0,2,1
8580,0,3,5,6,1,11.0,38.0,3.0,35.0,2.0,26.0,1.0,5.0,1.0,1,3,2,0
8581,1,3,26,78,2,90.0,23.0,3.0,5.0,5.0,89.0,1.0,5.0,4.0,11,7,2,0
8585,0,2,17,20,5,43.0,41.0,3.0,82.0,2.0,77.0,3.0,1.0,4.0,27,19,4,0
8586,0,3,14,15,5,53.0,50.0,5.0,60.0,2.0,63.0,2.0,5.0,1.0,15,17,7,0
8591,1,2,20,78,5,56.0,18.0,4.0,42.0,3.0,99.0,2.0,2.0,1.0,14,6,3,0
