,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,dropout
9684,Y,first,20,50,A,91,66,A,78,D,77,B,F,A,5,7,2,N
9685,Y,third,54,26,B,61,36,C,47,A,81,C,A,A,19,12,3,N
9686,N,second,13,26,F,41,54,D,94,C,95,B,C,B,7,3,6,N
9687,N,third,7,7,F,5,18,B,46,D,20,A,B,A,3,3,2,N
9688,Y,first,25,46,D,,,,,,,,,,1,2,1,Y
9689,Y,third,89,39,F,19,93,A,18,D,23,C,D,F,14,8,2,Y
9690,Y,second,21,50,F,15,51,F,,,,,,,0,0,1,Y
9691,Y,third,42,89,B,10,60,D,29,F,63,C,B,C,10,14,4,N
9692,Y,second,92,39,D,48,64,A,35,F,71,C,B,A,13,5,2,N
9693,N,second,19,12,F,49,32,D,65,B,39,C,C,A,19,4,7,N
9694,Y,third,41,55,F,96,66,A,18,D,19,B,B,A,13,1,4,N
9695,N,third,34,56,C,58,55,C,,,,,,,3,1,0,Y
9696,Y,third,64,77,B,99,77,A,16,F,82,A,A,A,14,7,2,N
9697,Y,third,20,67,D,69,46,C,58,F,58,B,F,F,15,5,4,N
9698,N,third,13,47,B,18,13,D,88,F,46,D,A,A,3,20,5,N
9699,Y,first,65,69,A,79,27,A,43,F,25,F,D,B,11,2,2,N
9700,Y,third,21,12,D,,,,,,,,,,4,0,1,Y
9701,Y,first,42,50,A,85,52,B,15,F,90,C,F,F,8,9,3,N
9702,Y,first,33,38,A,49,13,C,,,,,,,4,1,0,Y
9703,Y,third,24,41,D,40,4,C,,,,,,,3,1,1,Y
9704,Y,first,70,76,B,91,64,A,4,D,56,F,F,A,16,8,3,N
9705,Y,first,43,58,B,22,52,F,,,,,,,4,0,0,Y
9706,N,third,16,3,D,40,40,D,66,B,61,D,B,C,8,4,7,N
9707,Y,second,1,1,D,48,30,D,51,F,48,C,A,A,12,13,8,N
9708,Y,second,9,61,D,44,18,F,66,D,4,F,B,F,8,1,3,Y
9709,N,second,45,66,C,15,21,D,,,,,,,0,3,0,Y
9710,Y,third,51,11,C,91,55,B,78,F,10,B,C,A,3,3,3,N
9711,Y,first,62,41,B,7,91,C,59,F,36,F,D,C,2,1,1,Y
9712,Y,second,22,44,D,,,,,,,,,,2,2,1,Y
9713,Y,second,8,13,F,13,21,D,48,A,22,A,F,C,3,3,1,N
9714,N,second,71,46,D,49,47,A,78,F,66,A,B,D,15,9,5,N
9715,N,first,11,3,D,43,47,D,76,B,70,B,B,B,10,5,7,N
9716,Y,third,6,3,F,,,,,,,,,,0,1,1,Y
9717,Y,third,38,92,C,42,20,F,30,D,29,D,C,C,8,0,2,Y
9718,N,third,9,16,A,7,32,D,44,A,25,A,C,A,0,3,1,N
9719,Y,first,2,2,D,,,,,,,,,,1,1,0,Y
9720,N,third,33,66,B,18,53,C,,,,,,,6,2,1,Y
9721,Y,third,94,97,C,43,76,C,38,D,49,D,A,D,9,0,2,Y
9722,Y,first,93,80,F,78,82,D,,,,,,,4,1,1,Y
9723,Y,second,55,59,B,99,58,D,90,B,95,F,A,B,7,9,4,N
9724,N,third,2,14,A,4,43,A,26,D,28,B,C,B,4,3,1,N
9725,Y,third,28,73,B,70,36,B,68,A,53,A,F,A,13,6,5,N
9726,N,second,7,80,D,25,63,F,82,D,34,A,B,D,17,24,4,N
9727,Y,first,45,74,A,34,79,C,0,D,24,C,F,F,8,7,0,Y
9728,Y,third,67,30,C,38,31,F,36,F,72,F,B,C,8,4,8,N
9729,Y,first,22,55,D,44,54,C,88,B,61,D,A,B,3,4,0,Y
9730,N,second,22,98,A,68,85,A,98,D,50,C,C,F,12,20,9,N
9731,N,third,6,6,A,3,17,D,40,F,26,D,D,D,3,1,2,N
9732,N,third,9,2,A,8,17,B,30,A,27,A,A,D,0,2,1,N
9733,Y,second,41,59,C,51,51,B,79,A,56,F,F,A,10,8,4,N
9734,Y,first,2,11,D,,,,,,,,,,2,0,0,Y
9735,Y,third,21,47,D,32,45,C,,,,,,,1,1,0,Y
9736,Y,first,86,87,B,74,8,F,62,B,38,F,C,C,11,8,5,N
9737,N,first,15,3,D,57,34,D,61,C,55,C,B,C,24,5,4,N
9738,N,third,27,57,B,43,77,F,,,,,,,2,0,2,Y
9739,Y,second,3,26,D,46,37,D,47,C,27,B,F,B,21,7,6,N
9740,Y,third,68,68,B,89,76,D,34,D,74,D,D,C,2,1,3,Y
9741,N,third,48,47,A,74,20,A,87,D,,,,,0,0,2,Y
9742,Y,first,87,15,D,76,52,C,91,C,93,A,F,A,13,21,6,N
9743,Y,third,48,71,A,95,43,A,43,F,53,A,D,A,7,9,4,N
9744,Y,second,61,67,B,94,38,B,19,B,99,D,F,A,13,9,3,N
9745,Y,first,88,73,A,16,53,C,44,A,75,A,A,A,16,23,7,N
9746,N,second,98,60,A,44,68,B,26,C,32,F,D,A,5,7,2,N
9747,Y,second,55,87,A,70,33,B,55,F,80,B,A,A,7,6,4,N
9748,N,third,12,62,B,52,35,C,77,B,19,B,A,C,15,20,2,N
9749,N,second,9,13,F,35,36,D,64,B,67,B,B,B,4,13,4,N
9750,N,second,11,26,D,56,37,C,79,B,41,B,C,C,7,15,7,N
9751,Y,first,32,27,B,56,31,A,30,C,21,A,A,A,15,6,1,N
9752,Y,third,78,78,D,53,32,F,,,,,,,7,1,1,Y
9753,N,third,8,10,A,5,45,F,44,F,29,A,A,A,0,2,2,N
9754,Y,third,50,92,A,48,60,C,11,D,57,F,F,F,6,0,1,Y
9755,Y,second,0,19,B,74,43,B,38,F,,,,,2,3,1,Y
9756,N,second,12,42,A,85,66,F,91,A,41,B,D,F,19,1,6,N
9757,N,third,58,51,C,62,23,D,,,,,,,0,3,2,Y
9758,Y,second,76,69,A,51,78,D,24,D,72,A,D,D,6,2,0,Y
9759,Y,second,11,7,D,44,50,C,49,B,54,D,B,A,28,16,4,N
9760,Y,first,20,98,A,8,58,D,41,A,35,A,F,F,7,6,2,Y
9761,N,first,11,16,F,27,47,D,66,C,20,D,B,B,29,18,5,N
9762,Y,third,33,44,F,43,11,F,12,F,62,D,F,A,7,6,8,N
9763,N,third,7,8,A,7,34,A,44,A,29,A,C,A,4,3,1,N
9764,N,second,3,19,F,31,41,C,76,D,26,F,B,D,8,11,6,N
9765,N,third,11,69,A,47,64,C,60,B,,,,,11,4,1,Y
9766,Y,first,3,9,F,,,,,,,,,,2,1,1,Y
9767,N,third,9,12,A,8,31,B,35,A,20,A,C,A,4,1,1,N
9768,N,third,3,20,F,25,45,D,95,A,47,D,B,B,10,6,8,N
9769,N,second,17,41,C,15,76,A,83,F,64,F,B,F,18,16,6,N
9770,N,third,1,15,A,9,46,A,42,A,28,B,C,A,3,1,2,N
9771,Y,second,86,53,A,57,64,A,73,F,54,B,A,C,17,5,3,N
9772,Y,first,7,3,D,,,,,,,,,,0,0,0,Y
9773,Y,second,16,29,D,46,42,C,59,B,64,B,B,A,7,7,8,N
9774,N,second,33,63,D,23,28,F,,,,,,,1,1,1,Y
9775,Y,first,29,22,C,,,,,,,,,,4,1,1,Y
9776,Y,second,21,42,F,,,,,,,,,,2,0,0,Y
9777,N,first,41,83,F,92,2,D,72,F,98,A,B,A,0,23,2,N
9778,Y,second,8,7,F,37,35,C,48,C,61,A,C,C,15,19,8,N
9779,Y,first,19,57,B,52,54,A,66,B,50,C,F,B,17,6,3,N
9780,N,second,73,83,C,63,54,A,56,F,41,C,A,D,10,9,4,N
9781,Y,third,83,80,A,57,24,D,8,D,26,C,F,A,11,3,4,N
9782,Y,first,64,34,B,89,86,A,72,D,78,A,D,D,8,3,1,N
9783,Y,second,15,21,D,35,36,C,66,F,67,A,B,C,19,11,8,N
9784,N,second,25,14,F,,,,,,,,,,1,1,1,Y
9785,Y,third,84,23,B,18,27,B,87,A,35,A,A,F,8,17,4,N
9786,N,third,13,26,F,,,,,,,,,,5,0,0,Y
9787,Y,third,11,17,A,48,28,D,8,A,21,B,D,F,0,4,3,Y
9788,Y,third,50,66,B,30,26,B,4,C,80,F,C,F,7,11,1,N
9789,Y,third,61,51,A,71,78,A,30,F,97,A,A,F,14,9,2,N
9790,Y,first,8,16,B,14,95,B,1,D,22,C,B,D,11,0,1,Y
9791,Y,first,58,51,B,68,11,F,,,,,,,1,1,1,Y
9792,Y,third,44,64,A,80,53,A,28,C,77,A,D,A,7,8,4,N
9793,N,first,14,26,F,54,48,D,46,C,96,A,B,D,25,3,8,N
9794,N,third,80,74,C,67,26,A,64,C,88,F,A,D,11,6,2,N
9795,Y,second,66,21,B,58,28,B,99,F,79,F,B,A,7,9,2,N
9796,Y,first,29,37,C,,,,,,,,,,1,2,0,Y
9797,Y,second,45,37,D,60,28,B,35,F,,,,,8,1,1,Y
9798,N,second,10,10,F,48,30,D,68,B,31,C,A,C,10,17,7,N
9799,Y,second,82,95,C,87,63,B,5,B,24,A,A,D,13,11,1,N
9800,N,third,2,3,A,4,36,A,35,D,21,C,B,A,1,1,2,N
9801,Y,third,93,22,D,95,41,A,61,D,74,C,F,F,7,22,4,N
9802,N,second,11,31,F,,,,,,,,,,7,1,0,Y
9803,Y,third,5,7,A,2,43,D,47,A,29,B,A,C,3,3,2,N
9804,Y,second,56,44,B,38,6,F,,,,,,,0,1,0,Y
9805,Y,third,5,9,A,12,24,A,34,A,26,A,B,A,4,1,2,N
9806,Y,first,13,11,F,56,46,A,72,A,16,D,D,D,11,3,4,N
9807,Y,third,72,77,A,97,27,A,95,F,98,D,F,A,8,7,4,N
9808,Y,second,39,53,A,26,8,D,,,,,,,3,1,0,Y
9809,Y,third,4,5,A,5,33,A,33,A,24,A,D,C,3,2,2,N
9810,Y,first,75,53,A,50,37,B,17,B,94,C,C,A,8,7,2,N
9811,Y,second,65,37,A,73,65,C,36,A,84,A,A,D,17,5,4,N
9812,N,second,6,1,A,10,54,B,47,B,29,A,D,C,0,3,2,N
9813,Y,third,59,79,A,86,38,B,24,C,81,A,F,F,6,8,5,N
9814,Y,second,71,55,A,43,54,F,13,C,89,A,F,D,14,7,2,N
9815,Y,third,70,69,A,75,41,F,71,F,53,F,C,B,12,8,2,N
9816,Y,third,23,61,B,68,27,C,65,F,52,A,F,A,6,9,5,N
9817,Y,first,72,7,A,84,51,A,47,A,29,B,F,F,5,8,2,Y
9818,N,third,96,58,B,86,53,D,67,F,27,F,C,A,17,3,1,N
9819,Y,third,56,44,D,50,22,F,,,,,,,0,2,1,Y
9820,N,second,66,53,A,85,95,B,73,A,68,F,B,A,7,8,1,N
9821,N,third,4,1,B,13,23,A,25,D,28,F,B,A,0,1,1,N
9822,N,first,13,18,D,38,52,D,97,B,83,C,B,B,3,8,8,N
9823,Y,second,83,70,D,18,3,F,89,D,,,,,0,3,0,Y
9824,N,first,12,12,F,38,31,F,76,B,46,B,B,B,24,10,4,N
9825,Y,third,8,13,F,7,35,D,45,A,24,A,B,A,2,2,2,N
9826,Y,third,77,65,C,70,33,F,56,D,,,,,4,2,0,Y
9827,Y,first,12,15,D,55,47,C,53,C,83,A,B,B,6,18,7,N
9828,N,second,96,31,A,89,29,C,12,B,91,A,A,D,4,11,5,N
9829,N,third,49,58,A,23,85,F,,,,,,,3,0,0,Y
9830,N,third,1,3,B,7,17,A,47,A,22,D,A,A,2,1,1,N
9831,Y,first,20,31,D,,,,,,,,,,2,0,1,Y
9832,Y,second,69,57,A,65,66,C,53,F,69,C,C,F,16,9,2,N
9833,Y,first,23,46,D,,,,,,,,,,3,1,0,Y
9834,N,second,8,22,F,35,44,D,61,C,27,C,B,B,11,10,8,N
9835,N,second,10,89,B,73,26,A,3,F,85,A,A,B,7,2,9,N
9836,Y,third,74,9,D,18,99,F,8,A,0,F,B,D,14,0,2,Y
9837,N,third,8,16,F,10,11,B,36,A,20,C,D,A,2,2,1,N
9838,N,second,35,79,B,7,86,F,91,D,40,C,A,C,9,15,3,N
9839,N,third,6,5,F,3,28,D,38,F,20,C,A,C,1,1,1,N
9840,N,first,18,19,C,39,15,A,37,B,89,A,D,A,4,4,4,N
9841,Y,first,51,51,A,84,43,D,18,F,67,F,A,A,7,5,3,N
9842,Y,third,9,8,A,2,50,D,29,F,26,A,D,D,3,2,2,N
9843,N,second,8,1,D,26,30,D,72,C,51,A,C,D,14,12,6,N
9844,Y,second,5,12,A,2,55,C,27,B,26,A,D,A,4,1,1,N
9845,Y,first,20,31,D,,,,,,,,,,1,2,1,Y
9846,Y,third,69,23,A,25,46,A,0,B,19,C,F,F,5,2,3,Y
9847,Y,first,2,78,A,63,61,F,92,D,13,F,C,F,1,16,8,N
9848,N,third,1,9,F,11,56,C,36,B,27,B,D,A,4,2,1,N
9849,Y,second,72,93,C,63,95,A,29,A,36,A,C,A,9,6,1,N
9850,N,first,20,36,D,76,31,A,66,F,45,B,C,D,7,24,4,N
9851,Y,third,12,70,F,7,18,F,84,F,75,A,A,B,10,20,3,N
9852,Y,third,24,8,F,,,,,,,,,,4,2,1,Y
9853,Y,first,62,96,D,83,82,B,6,C,10,F,C,F,10,5,3,Y
9854,N,second,7,8,F,27,47,C,97,C,22,F,D,C,17,7,6,N
9855,N,first,24,54,B,12,26,F,26,C,75,A,A,F,8,21,6,N
9856,Y,third,25,72,C,68,26,C,58,F,86,B,F,D,5,5,3,N
9857,Y,third,35,38,C,58,5,D,54,D,,,,,2,0,0,Y
9858,N,first,81,17,D,60,55,B,26,B,39,A,A,A,2,24,4,N
9859,Y,third,81,88,B,52,54,A,76,A,55,A,F,A,19,11,3,N
9860,N,third,21,50,C,39,51,C,,,,,,,7,3,0,Y
9861,Y,third,77,55,C,87,88,C,59,F,4,D,D,F,4,8,3,Y
9862,Y,third,19,5,D,55,50,C,70,A,64,F,D,B,19,6,7,N
9863,N,third,7,5,A,2,24,A,26,B,27,C,A,C,3,3,1,N
9864,Y,third,26,59,D,31,23,F,,,,,,,3,1,0,Y
9865,N,third,8,2,F,,,,,,,,,,6,1,0,Y
9866,Y,first,21,38,A,17,59,D,,,,,,,2,0,1,Y
9867,N,third,85,83,F,76,46,F,,,,,,,3,4,2,Y
9868,Y,third,17,44,C,1,34,F,33,F,,,,,7,0,0,Y
9869,Y,third,36,52,B,72,41,A,24,C,56,A,A,B,8,5,3,N
9870,Y,third,46,67,F,84,33,B,53,D,71,F,C,A,8,5,2,N
9871,Y,third,82,59,A,30,60,B,61,D,37,F,A,F,3,3,1,Y
9872,Y,third,50,66,B,71,56,C,21,F,83,A,C,B,12,5,4,N
9873,N,second,81,78,B,33,84,F,38,D,61,F,A,F,8,17,1,N
9874,N,first,2,2,D,27,36,D,89,A,93,C,D,C,28,6,6,N
9875,Y,second,51,48,C,59,2,F,,,,,,,1,1,1,Y
9876,N,first,60,96,F,43,65,F,,,,,,,6,0,2,Y
9877,N,second,61,34,B,60,96,A,27,A,97,F,B,C,7,11,4,N
9878,Y,second,6,12,B,12,37,A,40,A,20,B,F,B,3,1,2,N
9879,Y,third,8,11,B,12,23,A,44,D,28,B,C,D,0,3,2,N
9880,Y,second,28,45,C,24,68,C,47,C,39,A,B,D,0,15,9,N
9881,N,first,16,9,F,42,51,D,73,C,22,A,A,C,13,15,7,N
9882,N,second,61,85,C,43,38,A,62,B,79,A,A,A,8,4,2,N
9883,Y,third,68,71,A,79,25,B,67,F,54,D,D,A,7,8,3,N
9884,Y,third,11,24,B,,,,,,,,,,4,1,0,Y
9885,Y,first,51,44,B,46,3,F,,,,,,,0,1,0,Y
9886,Y,third,60,60,C,92,26,A,44,D,43,A,C,C,17,1,3,N
9887,N,second,16,20,F,59,51,D,74,B,39,A,B,C,28,7,6,N
9888,N,third,75,75,A,88,13,D,18,F,48,D,F,F,18,10,1,N
9889,Y,first,72,48,A,77,87,A,44,D,32,F,D,C,6,4,2,Y
9890,Y,third,59,66,B,76,32,B,94,F,92,D,F,A,13,7,3,N
9891,Y,third,6,4,A,10,44,C,40,A,21,A,C,C,2,3,1,N
9892,N,third,5,4,F,3,28,B,40,F,24,F,C,B,4,1,1,N
9893,Y,second,21,3,D,62,6,D,34,C,22,C,C,A,9,10,9,N
9894,N,third,14,1,F,,,,,,,,,,3,2,0,Y
9895,Y,third,94,95,A,64,80,A,51,B,89,C,A,C,7,7,4,N
9896,Y,second,17,11,F,,,,,,,,,,0,1,0,Y
9897,Y,first,64,51,D,84,79,F,60,F,89,C,F,D,12,9,5,N
9898,Y,second,26,51,A,81,59,A,51,A,58,C,F,A,11,6,4,N
9899,N,second,4,12,D,24,37,D,45,C,30,C,B,D,29,18,4,N
9900,N,third,9,14,D,56,40,C,70,C,31,A,B,C,19,3,8,N
9901,Y,third,21,79,F,53,73,A,33,B,97,F,A,A,8,6,2,N
9902,Y,third,78,50,D,57,43,C,51,F,86,C,F,B,10,6,4,N
9903,N,first,63,63,B,47,70,F,83,B,66,B,C,A,11,17,1,N
9904,N,second,59,61,D,30,73,D,,,,,,,3,4,0,Y
9905,N,second,67,80,F,77,18,C,17,B,11,F,A,A,18,24,2,N
9906,Y,third,36,86,B,69,66,B,57,F,14,A,D,B,11,4,4,N
9907,Y,second,2,6,A,10,9,C,37,A,25,F,A,C,4,3,2,N
9908,N,third,34,28,D,50,9,A,75,C,,,,,0,3,1,Y
9909,Y,third,33,71,D,79,29,A,95,D,82,B,A,A,17,7,4,N
9910,N,first,3,10,C,66,95,F,51,D,87,F,A,A,15,23,4,N
9911,Y,second,30,59,A,25,6,F,,,,,,,0,0,0,Y
9912,Y,third,53,67,F,68,53,C,23,F,55,C,F,F,7,7,5,N
9913,N,second,6,15,F,8,34,C,38,A,21,A,F,B,2,1,2,N
9914,N,second,9,10,A,6,22,A,40,F,23,A,D,D,4,3,2,N
9915,Y,first,64,71,F,72,3,D,31,C,,,,,5,0,0,Y
9916,N,first,78,95,D,48,65,D,,,,,,,7,4,2,Y
9917,Y,third,20,43,B,35,29,F,,,,,,,3,0,0,Y
9918,N,second,11,21,D,40,35,B,49,B,35,D,A,B,9,9,6,N
9919,Y,first,9,9,D,43,49,D,48,C,73,A,A,D,28,17,5,N
9920,Y,third,70,8,F,89,83,A,43,A,30,A,A,A,16,9,1,N
9921,Y,third,9,9,A,6,38,B,49,A,27,A,A,A,4,3,2,N
9922,N,first,6,7,F,21,31,D,85,C,63,D,B,A,16,6,4,N
9923,Y,second,94,69,A,80,69,F,,,,,,,1,2,2,Y
9924,N,first,7,15,D,51,50,B,80,B,56,B,C,C,8,9,8,N
9925,N,third,72,25,C,51,42,B,20,A,18,C,D,B,6,24,8,N
9926,Y,first,30,17,D,20,44,F,15,F,,,,,0,0,1,Y
9927,N,third,8,17,F,36,34,D,48,C,47,A,B,C,27,9,7,N
9928,N,second,5,4,D,32,47,D,54,F,37,F,B,D,4,3,5,N
9929,Y,first,74,89,A,86,1,C,8,A,52,D,F,D,15,8,2,N
9930,N,second,70,45,F,56,85,A,20,F,93,C,B,D,16,7,4,N
9931,Y,second,10,4,F,,,,,,,,,,3,0,0,Y
9932,N,second,50,55,C,74,3,C,62,F,,,,,11,4,2,Y
9933,Y,second,5,33,D,71,85,D,21,C,25,A,A,D,6,8,8,N
9934,Y,first,9,2,A,61,30,C,20,C,12,B,B,C,9,4,0,Y
9935,Y,first,95,40,F,62,83,A,37,D,39,D,D,C,2,4,1,Y
9936,Y,second,93,1,B,13,78,A,38,F,7,F,F,F,9,5,2,Y
9937,Y,third,55,33,B,26,5,F,,,,,,,0,2,1,Y
9938,Y,first,21,44,D,0,26,F,,,,,,,3,0,0,Y
9939,Y,third,60,7,B,91,46,B,34,F,86,D,F,B,14,7,3,N
9940,Y,third,4,14,B,4,21,A,49,B,29,F,A,A,1,1,1,N
9941,N,second,16,27,F,45,46,B,86,D,48,F,F,B,29,7,4,N
9942,N,third,15,27,D,46,53,F,69,B,80,A,B,D,25,6,7,N
9943,N,second,7,11,A,10,14,A,37,D,25,A,A,D,4,1,1,N
9944,Y,first,20,19,A,25,69,A,19,B,38,F,D,F,4,6,2,Y
9945,Y,first,33,54,B,75,16,F,26,F,,,,,6,2,0,Y
9946,N,second,29,0,C,42,73,A,84,F,,,,,3,3,0,Y
9947,Y,third,89,0,A,63,40,A,84,F,72,A,F,B,14,5,3,N
9948,Y,second,20,52,D,78,79,C,19,F,39,F,F,F,12,8,1,Y
9949,N,second,62,56,B,47,19,A,15,D,34,F,A,B,4,10,5,N
9950,N,second,6,14,A,6,40,C,24,B,21,C,B,C,4,1,1,N
9951,Y,third,10,44,B,,,,,,,,,,1,2,0,Y
9952,Y,second,73,53,F,74,32,A,38,F,52,A,C,D,5,5,5,N
9953,N,first,71,99,D,28,98,D,56,C,42,D,C,B,4,10,7,N
9954,Y,second,10,51,B,42,50,B,30,F,,,,,7,3,0,Y
9955,Y,first,60,50,B,57,81,A,43,D,63,A,B,A,10,5,3,N
9956,Y,second,81,8,A,11,58,A,6,D,8,C,B,F,13,6,0,Y
9957,Y,second,79,87,A,55,45,F,,,,,,,5,2,0,Y
9958,Y,third,44,52,D,64,53,A,93,D,79,B,F,A,16,8,4,N
9959,N,second,3,11,F,40,51,D,88,B,49,B,A,C,19,15,8,N
9960,Y,second,25,44,C,,,,,,,,,,3,0,0,Y
9961,Y,second,64,50,B,52,25,A,41,A,25,C,A,D,12,10,1,N
9962,N,first,9,78,F,42,71,A,27,A,83,A,F,C,4,22,8,N
9963,Y,second,19,86,C,11,47,A,42,F,1,D,A,A,8,22,8,N
9964,N,third,68,83,A,43,34,A,17,F,34,A,F,D,6,6,3,N
9965,N,third,4,15,A,11,46,A,38,D,20,B,C,C,4,1,1,N
9966,N,third,9,4,F,2,26,A,39,D,25,C,F,A,0,1,1,N
9967,N,first,91,85,A,58,78,F,,,,,,,0,1,2,Y
9968,Y,third,30,20,D,50,32,C,54,D,,,,,7,3,0,Y
9969,N,third,1,9,C,26,27,C,43,B,97,D,D,D,7,4,3,N
9970,N,third,14,10,D,43,34,D,55,D,83,C,B,B,8,11,4,N
9971,N,third,81,53,B,78,43,C,55,F,,,,,9,3,3,Y
9972,N,third,8,11,F,4,42,B,37,F,22,B,C,C,3,2,1,N
9973,Y,second,91,62,D,52,68,D,98,A,9,C,D,A,18,9,2,N
9974,N,second,1,14,D,51,38,D,47,D,45,A,C,B,18,7,8,N
9975,Y,first,35,37,D,8,20,C,,,,,,,3,0,0,Y
9976,Y,third,9,95,F,7,32,A,42,D,22,C,F,F,1,3,0,Y
9977,N,third,48,8,D,86,13,C,6,A,1,C,A,A,6,19,3,N
9978,Y,second,78,88,A,45,52,F,72,B,85,C,C,D,18,8,3,N
9979,Y,second,27,7,B,,,,,,,,,,1,1,0,Y
9980,Y,second,3,5,A,7,37,C,31,B,27,F,A,A,0,3,1,N
9981,Y,third,22,73,D,63,36,B,43,C,,,,,2,1,0,Y
9982,N,third,8,13,B,1,10,B,48,F,21,A,A,D,1,2,2,N
9983,N,third,7,5,F,2,25,A,24,A,21,D,A,B,2,2,2,N
9984,N,second,16,76,F,29,92,C,98,D,22,C,D,A,4,10,1,N
9985,Y,first,30,42,F,11,33,B,68,D,25,B,D,D,9,7,0,Y
9986,N,third,6,29,F,25,52,D,48,C,82,C,A,C,9,18,6,N
9987,Y,first,5,2,F,,,,,,,,,,2,1,1,Y
9988,Y,second,64,62,A,74,41,A,74,F,75,C,F,C,4,6,4,N
9989,N,first,1,45,F,98,61,A,72,D,99,F,B,A,3,19,9,N
9990,Y,first,59,24,C,32,19,F,,,,,,,0,0,1,Y
9991,N,third,64,83,B,72,3,A,10,F,52,A,B,D,3,11,1,N
9992,Y,first,28,26,F,66,25,B,14,F,,,,,9,1,0,Y
9993,N,second,88,95,C,66,15,D,38,A,92,A,A,A,3,11,4,N
9994,Y,third,11,74,A,48,77,C,30,C,29,A,D,D,2,5,3,Y
9995,Y,third,56,8,F,54,35,F,31,F,,,,,2,3,0,Y
9996,N,first,15,34,F,44,49,D,5,F,10,B,D,A,7,24,9,N
9997,Y,third,39,72,D,50,63,D,45,B,71,A,F,A,15,7,3,N
9998,Y,first,24,7,C,80,68,A,74,D,,,,,9,2,1,Y
9999,Y,third,17,52,C,64,79,A,36,F,70,C,F,F,10,7,2,N
10000,Y,first,64,68,B,89,15,B,75,C,,,,,4,4,1,Y
10001,Y,third,9,2,A,3,32,C,30,B,26,A,B,C,0,1,2,N
10002,N,third,61,75,B,80,44,A,55,B,86,B,B,D,9,7,3,N
10003,Y,second,67,60,B,66,20,A,56,F,60,A,C,A,6,6,2,N
10004,Y,first,63,80,F,83,92,D,46,A,89,A,C,B,6,22,8,N
10005,Y,first,26,56,D,11,14,C,,,,,,,1,0,0,Y
10006,Y,third,11,1,D,49,38,D,45,B,68,F,A,A,15,17,6,N
10007,Y,second,5,13,F,28,51,D,72,D,23,A,A,B,26,15,5,N
10008,N,third,9,7,F,2,52,F,35,A,25,D,F,D,4,1,1,N
10009,N,third,1,6,A,10,56,F,35,A,22,C,F,A,3,3,2,N
10010,Y,third,83,21,B,56,6,B,95,A,83,D,D,D,13,22,1,N
10011,Y,first,9,13,D,26,52,D,56,C,47,B,B,B,28,3,7,N
10012,N,first,8,5,F,42,34,F,76,C,91,A,F,B,21,4,5,N
10013,Y,third,29,38,D,24,14,C,,,,,,,2,0,1,Y
10014,Y,first,3,1,B,,,,,,,,,,3,1,1,Y
10015,Y,second,25,36,B,,,,,,,,,,0,1,0,Y
10016,N,third,59,93,C,54,18,A,94,D,29,A,C,F,13,5,9,N
10017,Y,first,10,4,F,,,,,,,,,,3,0,0,Y
10018,N,second,60,54,C,67,25,F,69,C,,,,,10,1,3,Y
10019,Y,third,54,63,A,42,71,A,,,,,,,4,0,0,Y
10020,Y,first,10,50,D,,,,,,,,,,2,2,1,Y
10021,Y,third,98,68,A,67,46,A,1,A,88,A,C,A,19,10,5,N
10022,Y,third,64,74,A,68,27,F,98,F,75,F,F,A,12,9,4,N
10023,Y,second,98,60,A,11,2,D,18,F,46,B,C,B,14,11,7,N
10024,Y,third,5,1,B,6,23,C,46,D,23,A,D,C,1,2,2,N
10025,Y,first,69,65,C,59,34,C,11,D,8,F,F,F,8,1,2,Y
10026,N,third,95,96,B,69,75,C,35,F,39,D,C,A,11,5,1,N
10027,N,third,7,14,A,9,42,D,45,F,28,A,B,A,2,3,2,N
10028,Y,second,38,75,F,25,53,D,45,F,15,B,A,D,18,22,4,N
10029,N,third,9,5,F,13,27,A,48,B,24,A,A,C,0,1,2,N
10030,Y,third,18,4,F,,,,,,,,,,3,0,0,Y
10031,Y,first,44,66,D,4,29,B,12,F,,,,,5,3,1,Y
10032,Y,third,5,21,F,49,42,B,98,C,95,D,A,A,15,3,5,N
10033,N,second,77,71,A,60,1,D,58,A,94,A,F,A,7,10,3,N
10034,Y,second,12,21,F,26,49,F,87,C,56,D,B,B,18,11,5,N
10035,Y,second,88,58,B,41,90,A,16,A,48,A,F,F,15,5,3,N
10036,Y,second,71,31,F,34,65,B,59,D,,,,,2,3,0,Y
10037,Y,third,55,97,A,64,77,D,,,,,,,3,4,2,Y
10038,N,first,73,10,C,44,61,D,84,D,79,D,F,D,10,21,5,N
10039,N,second,50,80,D,32,49,D,21,C,17,C,B,A,10,19,3,N
10040,Y,second,25,45,B,97,72,C,33,F,4,C,A,D,11,3,3,Y
10041,N,third,35,55,B,35,65,F,,,,,,,4,3,0,Y
10042,Y,third,19,71,F,70,45,C,37,B,67,C,F,A,7,6,2,N
10043,Y,second,40,88,A,62,75,D,46,C,12,D,F,F,2,6,1,Y
10044,Y,first,64,61,A,47,50,C,7,C,34,B,F,C,0,2,2,Y
10045,Y,first,86,57,A,78,82,F,21,B,5,F,D,C,1,2,2,Y
10046,Y,third,21,66,C,55,73,A,49,D,63,C,F,F,10,7,2,N
10047,Y,third,41,61,A,88,29,A,25,F,71,A,B,D,14,4,2,N
