,External,Year,session 1,session 2,test 1
9313,N,third,5,16,A
9314,Y,third,29,41,B
9315,Y,first,27,41,D
9316,Y,first,81,67,B
9317,Y,third,57,51,B
9318,Y,third,7,8,A
9319,N,third,87,18,B
9320,Y,second,20,79,A
9321,Y,third,27,15,D
9322,Y,first,9,48,A
9323,Y,third,22,53,F
9324,Y,third,2,2,A
9325,Y,second,46,84,D
9326,Y,first,10,38,D
9327,N,third,76,95,A
9328,Y,second,60,28,D
9329,Y,third,33,68,C
9330,Y,first,17,36,A
9331,Y,third,40,56,C
9332,Y,first,80,98,A
9333,Y,third,3,5,F
9334,Y,second,96,52,A
9335,Y,first,30,51,C
9336,N,second,71,10,B
9337,Y,third,74,52,F
9338,Y,second,7,9,F
9339,Y,third,51,59,C
9340,Y,second,72,63,A
9341,Y,second,29,76,D
9342,Y,third,62,73,A
9343,N,second,6,16,B
9344,Y,third,59,46,B
9345,Y,first,25,55,D
9346,Y,second,9,64,F
9347,Y,first,21,50,D
9348,Y,first,51,40,B
9349,Y,first,13,20,F
9350,Y,third,66,46,D
9351,Y,second,95,3,A
9352,Y,second,57,50,A
9353,Y,first,49,92,B
9354,Y,third,47,51,B
9355,Y,first,22,71,B
9356,Y,first,1,88,D
9357,Y,third,33,59,F
9358,N,second,25,54,D
9359,Y,third,37,14,A
9360,N,second,8,6,F
9361,Y,second,47,61,B
9362,Y,third,44,12,A
9363,Y,first,50,45,D
9364,N,third,86,35,A
9365,Y,third,94,66,B
9366,Y,second,62,88,C
9367,Y,third,51,43,D
9368,N,third,3,7,A
9369,N,third,1,26,F
9370,Y,first,5,16,F
9371,Y,third,84,87,F
9372,Y,first,5,13,B
9373,Y,third,26,2,D
9374,Y,first,79,16,D
9375,Y,third,53,70,B
9376,Y,third,19,16,B
9377,N,second,3,5,A
9378,Y,third,48,67,F
9379,N,third,58,83,A
9380,Y,third,18,14,F
9381,Y,second,46,5,F
9382,Y,first,14,67,F
9383,N,first,4,28,F
9384,Y,third,6,16,A
9385,Y,third,12,41,D
9386,Y,third,11,44,D
9387,Y,first,28,36,B
9388,N,third,18,29,A
9389,N,third,8,8,B
9390,N,third,6,5,F
9391,N,first,5,7,D
9392,Y,first,14,13,A
9393,N,second,6,7,F
9394,Y,third,15,15,F
9395,Y,first,6,9,F
9396,Y,first,43,62,A
9397,Y,first,10,13,F
9398,N,third,70,35,A
9399,Y,third,3,10,A
9400,N,first,18,20,D
9401,N,third,8,10,D
9402,Y,first,48,14,A
9403,Y,third,7,1,F
9404,Y,second,19,2,F
9405,Y,first,85,76,A
9406,N,third,1,8,A
9407,N,third,62,94,C
9408,Y,second,3,93,B
9409,Y,second,81,21,B
9410,Y,third,14,63,B
9411,Y,third,70,60,A
9412,Y,third,65,76,D
9413,Y,third,35,68,A
9414,Y,first,91,53,B
9415,Y,third,65,53,B
9416,N,second,18,13,D
9417,Y,second,24,63,A
9418,N,first,7,28,F
9419,Y,third,29,74,A
9420,N,second,81,50,C
9421,N,third,83,2,F
9422,N,third,95,95,B
9423,N,third,89,69,C
9424,N,third,1,7,A
9425,N,third,9,7,B
9426,N,second,99,96,A
9427,Y,second,6,14,A
9428,Y,third,53,19,A
9429,Y,third,22,72,D
9430,N,second,86,10,F
9431,N,first,68,51,A
9432,Y,third,77,84,B
9433,Y,first,32,97,D
9434,Y,first,7,4,D
9435,N,second,13,26,F
9436,N,third,1,3,F
9437,Y,third,13,58,F
9438,Y,third,12,31,F
9439,Y,second,88,17,A
9440,N,third,95,73,F
9441,N,third,5,14,B
9442,Y,third,33,13,B
9443,N,second,86,42,C
9444,N,first,67,81,B
9445,N,second,60,20,A
9446,Y,first,75,22,B
9447,N,second,28,8,B
9448,Y,second,1,7,F
9449,Y,third,75,93,A
9450,Y,third,63,66,A
9451,Y,third,11,67,B
9452,Y,second,10,50,D
9453,N,third,1,5,B
9454,Y,second,57,68,B
9455,Y,third,15,64,F
9456,Y,third,90,4,F
9457,N,second,2,4,F
9458,N,third,57,15,A
9459,Y,first,67,84,A
9460,Y,third,9,24,D
9461,Y,third,20,52,B
9462,N,second,1,5,A
9463,Y,third,30,50,A
9464,Y,third,20,23,A
9465,Y,first,14,6,F
9466,Y,third,86,30,D
9467,Y,third,72,4,A
9468,N,first,11,13,F
9469,Y,first,6,27,D
9470,N,first,18,28,D
9471,Y,third,22,72,A
9472,N,third,9,14,F
9473,Y,third,9,67,B
9474,Y,third,44,54,C
9475,Y,first,53,30,C
9476,Y,second,56,27,C
9477,N,first,79,62,A
9478,N,first,10,27,D
9479,N,third,25,20,F
9480,N,first,13,15,D
9481,N,third,50,53,C
9482,Y,first,62,74,F
9483,Y,second,17,14,F
9484,N,second,64,74,A
9485,Y,first,61,59,B
9486,N,second,3,24,F
9487,N,first,13,1,F
9488,N,second,5,15,F
9489,N,second,8,4,B
9490,Y,first,10,47,D
9491,Y,third,66,61,F
9492,N,third,7,10,F
9493,Y,first,19,18,D
9494,Y,second,48,70,B
9495,Y,second,60,79,D
9496,Y,third,79,29,A
9497,N,third,4,2,B
9498,N,third,35,67,C
9499,Y,second,5,6,B
9500,N,third,4,9,A
9501,Y,third,41,76,D
9502,Y,second,1,1,F
9503,Y,third,19,63,B
9504,Y,third,8,10,A
9505,Y,third,48,4,C
9506,Y,third,52,47,B
9507,Y,second,19,2,D
9508,Y,first,51,47,B
9509,Y,third,29,7,C
9510,N,second,3,16,D
9511,N,third,5,16,A
9512,Y,third,6,11,A
9513,N,third,7,2,F
9514,Y,first,48,41,D
9515,N,second,28,71,C
9516,Y,second,72,24,D
9517,N,first,2,19,F
9518,Y,third,64,47,F
9519,Y,third,60,68,B
9520,Y,third,62,57,F
9521,N,third,18,10,F
9522,N,third,17,25,F
9523,Y,second,30,30,D
9524,Y,first,85,52,C
9525,N,first,62,79,B
9526,Y,third,53,71,A
9527,Y,third,74,30,A
9528,Y,first,65,54,D
9529,N,third,6,5,A
9530,Y,third,54,55,C
9531,N,third,4,10,A
9532,N,first,92,35,A
9533,N,third,64,67,B
9534,N,second,8,3,F
9535,Y,third,19,75,C
9536,Y,first,58,24,C
9537,Y,third,48,49,D
9538,Y,second,54,51,D
9539,Y,first,31,90,D
9540,N,second,13,15,D
9541,Y,second,3,17,F
9542,Y,third,88,96,F
9543,N,second,2,2,A
9544,Y,first,13,1,D
9545,N,first,18,54,B
9546,Y,third,44,68,A
9547,N,first,63,88,C
9548,N,third,26,59,B
9549,N,second,12,25,F
9550,Y,third,71,79,F
9551,N,first,56,43,B
9552,N,third,15,11,D
9553,Y,third,33,51,B
9554,N,third,10,7,F
9555,Y,second,51,53,C
9556,Y,third,41,14,C
9557,Y,third,32,58,D
9558,Y,first,60,34,A
9559,N,first,5,3,D
9560,N,second,19,13,F
9561,Y,first,75,79,B
9562,N,third,6,1,B
9563,Y,third,61,88,A
9564,N,third,18,10,D
9565,Y,first,57,49,C
9566,N,second,91,71,C
9567,Y,first,32,76,C
9568,N,third,6,11,F
9569,N,third,3,4,A
9570,Y,third,32,61,B
9571,Y,third,49,40,A
9572,Y,first,92,49,C
9573,N,first,5,12,D
9574,Y,third,40,37,A
9575,N,third,15,22,F
9576,N,first,78,91,A
9577,Y,second,93,69,A
9578,N,third,14,17,F
9579,N,second,44,49,D
9580,Y,third,1,4,A
9581,Y,third,3,15,A
9582,Y,first,76,15,F
9583,N,first,8,93,F
9584,Y,second,7,52,A
9585,N,second,81,39,A
9586,Y,second,61,34,D
9587,N,third,99,66,A
9588,N,first,7,2,F
9589,N,third,94,34,A
9590,N,second,90,93,B
9591,Y,third,78,55,F
9592,N,second,73,96,A
9593,Y,third,9,8,F
9594,Y,third,49,60,A
9595,Y,second,7,9,F
9596,Y,third,55,63,A
9597,Y,first,21,33,D
9598,N,third,17,3,F
9599,Y,third,5,12,F
9600,Y,third,37,53,F
9601,N,third,9,9,A
9602,Y,third,29,45,C
9603,Y,third,69,74,A
9604,Y,third,24,60,D
9605,Y,first,44,81,B
9606,Y,second,56,6,D
9607,Y,first,99,54,D
9608,Y,first,23,42,D
9609,Y,second,61,76,B
9610,N,third,61,69,A
9611,N,first,18,7,D
9612,N,second,6,5,F
9613,Y,third,1,11,F
9614,Y,third,51,26,C
9615,N,second,11,20,F
9616,N,first,5,20,D
9617,Y,third,85,6,F
9618,Y,second,41,20,D
9619,Y,third,38,69,A
9620,N,second,20,39,A
9621,Y,third,36,37,D
9622,N,third,73,53,B
9623,N,third,7,15,B
9624,Y,third,54,78,F
9625,N,second,20,16,D
9626,Y,third,4,9,A
9627,N,second,18,22,F
9628,Y,third,6,10,F
9629,N,third,47,68,A
9630,Y,third,96,69,F
9631,Y,third,2,16,F
9632,Y,second,42,43,C
9633,Y,third,83,86,A
9634,N,third,10,28,B
9635,Y,first,61,53,B
9636,Y,first,16,13,B
9637,Y,third,74,77,A
9638,Y,first,16,9,F
9639,Y,third,12,39,B
9640,Y,first,15,50,B
9641,N,third,6,3,A
9642,N,second,19,1,D
9643,N,first,2,9,D
9644,N,second,11,15,D
9645,Y,third,25,98,D
9646,Y,third,73,20,A
9647,Y,third,35,37,D
9648,Y,first,95,1,D
9649,Y,second,86,11,A
9650,N,second,24,7,F
9651,Y,third,29,77,A
9652,N,second,2,18,D
9653,Y,second,65,64,A
9654,Y,third,31,45,A
9655,Y,second,86,79,F
9656,Y,first,14,2,F
9657,Y,second,48,37,F
9658,Y,third,23,53,D
9659,Y,first,17,9,A
9660,Y,third,3,18,F
9661,Y,first,97,67,B
9662,Y,first,34,51,F
9663,Y,first,66,35,B
9664,Y,third,67,58,D
9665,Y,first,83,64,C
9666,N,third,9,15,F
9667,N,first,6,25,F
9668,Y,third,35,71,A
9669,Y,first,23,26,B
9670,Y,second,5,16,A
9671,Y,first,9,26,D
9672,Y,first,27,45,F
9673,Y,first,37,65,D
9674,N,third,8,5,A
9675,Y,third,55,89,F
9676,Y,first,69,88,D
9677,Y,third,27,33,A
9678,N,second,2,13,D
9679,Y,third,45,48,A
9680,Y,second,12,6,D
9681,N,third,3,2,B
9682,N,first,5,22,F
9683,N,first,16,39,B
9684,Y,first,20,50,A
9685,Y,third,54,26,B
9686,N,second,13,26,F
9687,N,third,7,7,F
9688,Y,first,25,46,D
9689,Y,third,89,39,F
9690,Y,second,21,50,F
9691,Y,third,42,89,B
9692,Y,second,92,39,D
9693,N,second,19,12,F
9694,Y,third,41,55,F
9695,N,third,34,56,C
9696,Y,third,64,77,B
9697,Y,third,20,67,D
9698,N,third,13,47,B
9699,Y,first,65,69,A
9700,Y,third,21,12,D
9701,Y,first,42,50,A
9702,Y,first,33,38,A
9703,Y,third,24,41,D
9704,Y,first,70,76,B
9705,Y,first,43,58,B
9706,N,third,16,3,D
9707,Y,second,1,1,D
9708,Y,second,9,61,D
9709,N,second,45,66,C
9710,Y,third,51,11,C
9711,Y,first,62,41,B
9712,Y,second,22,44,D
9713,Y,second,8,13,F
9714,N,second,71,46,D
9715,N,first,11,3,D
9716,Y,third,6,3,F
9717,Y,third,38,92,C
9718,N,third,9,16,A
9719,Y,first,2,2,D
9720,N,third,33,66,B
9721,Y,third,94,97,C
9722,Y,first,93,80,F
9723,Y,second,55,59,B
9724,N,third,2,14,A
9725,Y,third,28,73,B
9726,N,second,7,80,D
9727,Y,first,45,74,A
9728,Y,third,67,30,C
9729,Y,first,22,55,D
9730,N,second,22,98,A
9731,N,third,6,6,A
9732,N,third,9,2,A
9733,Y,second,41,59,C
9734,Y,first,2,11,D
9735,Y,third,21,47,D
9736,Y,first,86,87,B
9737,N,first,15,3,D
9738,N,third,27,57,B
9739,Y,second,3,26,D
9740,Y,third,68,68,B
9741,N,third,48,47,A
9742,Y,first,87,15,D
9743,Y,third,48,71,A
9744,Y,second,61,67,B
9745,Y,first,88,73,A
9746,N,second,98,60,A
9747,Y,second,55,87,A
9748,N,third,12,62,B
9749,N,second,9,13,F
9750,N,second,11,26,D
9751,Y,first,32,27,B
9752,Y,third,78,78,D
9753,N,third,8,10,A
9754,Y,third,50,92,A
9755,Y,second,0,19,B
9756,N,second,12,42,A
9757,N,third,58,51,C
9758,Y,second,76,69,A
9759,Y,second,11,7,D
9760,Y,first,20,98,A
9761,N,first,11,16,F
9762,Y,third,33,44,F
9763,N,third,7,8,A
9764,N,second,3,19,F
9765,N,third,11,69,A
9766,Y,first,3,9,F
9767,N,third,9,12,A
9768,N,third,3,20,F
9769,N,second,17,41,C
9770,N,third,1,15,A
9771,Y,second,86,53,A
9772,Y,first,7,3,D
9773,Y,second,16,29,D
9774,N,second,33,63,D
9775,Y,first,29,22,C
9776,Y,second,21,42,F
9777,N,first,41,83,F
9778,Y,second,8,7,F
9779,Y,first,19,57,B
9780,N,second,73,83,C
9781,Y,third,83,80,A
9782,Y,first,64,34,B
9783,Y,second,15,21,D
9784,N,second,25,14,F
9785,Y,third,84,23,B
9786,N,third,13,26,F
9787,Y,third,11,17,A
9788,Y,third,50,66,B
9789,Y,third,61,51,A
9790,Y,first,8,16,B
9791,Y,first,58,51,B
9792,Y,third,44,64,A
9793,N,first,14,26,F
9794,N,third,80,74,C
9795,Y,second,66,21,B
9796,Y,first,29,37,C
9797,Y,second,45,37,D
9798,N,second,10,10,F
9799,Y,second,82,95,C
9800,N,third,2,3,A
9801,Y,third,93,22,D
9802,N,second,11,31,F
9803,Y,third,5,7,A
9804,Y,second,56,44,B
9805,Y,third,5,9,A
9806,Y,first,13,11,F
9807,Y,third,72,77,A
9808,Y,second,39,53,A
9809,Y,third,4,5,A
9810,Y,first,75,53,A
9811,Y,second,65,37,A
9812,N,second,6,1,A
9813,Y,third,59,79,A
9814,Y,second,71,55,A
9815,Y,third,70,69,A
9816,Y,third,23,61,B
9817,Y,first,72,7,A
9818,N,third,96,58,B
9819,Y,third,56,44,D
9820,N,second,66,53,A
9821,N,third,4,1,B
9822,N,first,13,18,D
9823,Y,second,83,70,D
9824,N,first,12,12,F
9825,Y,third,8,13,F
9826,Y,third,77,65,C
9827,Y,first,12,15,D
9828,N,second,96,31,A
9829,N,third,49,58,A
9830,N,third,1,3,B
9831,Y,first,20,31,D
9832,Y,second,69,57,A
9833,Y,first,23,46,D
9834,N,second,8,22,F
9835,N,second,10,89,B
9836,Y,third,74,9,D
9837,N,third,8,16,F
9838,N,second,35,79,B
9839,N,third,6,5,F
9840,N,first,18,19,C
9841,Y,first,51,51,A
9842,Y,third,9,8,A
9843,N,second,8,1,D
9844,Y,second,5,12,A
9845,Y,first,20,31,D
9846,Y,third,69,23,A
9847,Y,first,2,78,A
9848,N,third,1,9,F
9849,Y,second,72,93,C
9850,N,first,20,36,D
9851,Y,third,12,70,F
9852,Y,third,24,8,F
9853,Y,first,62,96,D
9854,N,second,7,8,F
9855,N,first,24,54,B
9856,Y,third,25,72,C
9857,Y,third,35,38,C
9858,N,first,81,17,D
9859,Y,third,81,88,B
9860,N,third,21,50,C
9861,Y,third,77,55,C
9862,Y,third,19,5,D
9863,N,third,7,5,A
9864,Y,third,26,59,D
9865,N,third,8,2,F
9866,Y,first,21,38,A
9867,N,third,85,83,F
9868,Y,third,17,44,C
9869,Y,third,36,52,B
9870,Y,third,46,67,F
9871,Y,third,82,59,A
9872,Y,third,50,66,B
9873,N,second,81,78,B
9874,N,first,2,2,D
9875,Y,second,51,48,C
9876,N,first,60,96,F
9877,N,second,61,34,B
9878,Y,second,6,12,B
9879,Y,third,8,11,B
9880,Y,second,28,45,C
9881,N,first,16,9,F
9882,N,second,61,85,C
9883,Y,third,68,71,A
9884,Y,third,11,24,B
9885,Y,first,51,44,B
9886,Y,third,60,60,C
9887,N,second,16,20,F
9888,N,third,75,75,A
9889,Y,first,72,48,A
9890,Y,third,59,66,B
9891,Y,third,6,4,A
9892,N,third,5,4,F
9893,Y,second,21,3,D
9894,N,third,14,1,F
9895,Y,third,94,95,A
9896,Y,second,17,11,F
9897,Y,first,64,51,D
9898,Y,second,26,51,A
9899,N,second,4,12,D
9900,N,third,9,14,D
9901,Y,third,21,79,F
9902,Y,third,78,50,D
9903,N,first,63,63,B
9904,N,second,59,61,D
9905,N,second,67,80,F
9906,Y,third,36,86,B
9907,Y,second,2,6,A
9908,N,third,34,28,D
9909,Y,third,33,71,D
9910,N,first,3,10,C
9911,Y,second,30,59,A
9912,Y,third,53,67,F
9913,N,second,6,15,F
9914,N,second,9,10,A
9915,Y,first,64,71,F
9916,N,first,78,95,D
9917,Y,third,20,43,B
9918,N,second,11,21,D
9919,Y,first,9,9,D
9920,Y,third,70,8,F
9921,Y,third,9,9,A
9922,N,first,6,7,F
9923,Y,second,94,69,A
9924,N,first,7,15,D
9925,N,third,72,25,C
9926,Y,first,30,17,D
9927,N,third,8,17,F
9928,N,second,5,4,D
9929,Y,first,74,89,A
9930,N,second,70,45,F
9931,Y,second,10,4,F
9932,N,second,50,55,C
9933,Y,second,5,33,D
9934,Y,first,9,2,A
9935,Y,first,95,40,F
9936,Y,second,93,1,B
9937,Y,third,55,33,B
9938,Y,first,21,44,D
9939,Y,third,60,7,B
9940,Y,third,4,14,B
9941,N,second,16,27,F
9942,N,third,15,27,D
9943,N,second,7,11,A
9944,Y,first,20,19,A
9945,Y,first,33,54,B
9946,N,second,29,0,C
9947,Y,third,89,0,A
9948,Y,second,20,52,D
9949,N,second,62,56,B
9950,N,second,6,14,A
9951,Y,third,10,44,B
9952,Y,second,73,53,F
9953,N,first,71,99,D
9954,Y,second,10,51,B
9955,Y,first,60,50,B
9956,Y,second,81,8,A
9957,Y,second,79,87,A
9958,Y,third,44,52,D
9959,N,second,3,11,F
9960,Y,second,25,44,C
9961,Y,second,64,50,B
9962,N,first,9,78,F
9963,Y,second,19,86,C
9964,N,third,68,83,A
9965,N,third,4,15,A
9966,N,third,9,4,F
9967,N,first,91,85,A
9968,Y,third,30,20,D
9969,N,third,1,9,C
9970,N,third,14,10,D
9971,N,third,81,53,B
9972,N,third,8,11,F
9973,Y,second,91,62,D
9974,N,second,1,14,D
9975,Y,first,35,37,D
9976,Y,third,9,95,F
9977,N,third,48,8,D
9978,Y,second,78,88,A
9979,Y,second,27,7,B
9980,Y,second,3,5,A
9981,Y,third,22,73,D
9982,N,third,8,13,B
9983,N,third,7,5,F
9984,N,second,16,76,F
9985,Y,first,30,42,F
9986,N,third,6,29,F
9987,Y,first,5,2,F
9988,Y,second,64,62,A
9989,N,first,1,45,F
9990,Y,first,59,24,C
9991,N,third,64,83,B
9992,Y,first,28,26,F
9993,N,second,88,95,C
9994,Y,third,11,74,A
9995,Y,third,56,8,F
9996,N,first,15,34,F
9997,Y,third,39,72,D
9998,Y,first,24,7,C
9999,Y,third,17,52,C
10000,Y,first,64,68,B
10001,Y,third,9,2,A
10002,N,third,61,75,B
10003,Y,second,67,60,B
10004,Y,first,63,80,F
10005,Y,first,26,56,D
10006,Y,third,11,1,D
10007,Y,second,5,13,F
10008,N,third,9,7,F
10009,N,third,1,6,A
10010,Y,third,83,21,B
10011,Y,first,9,13,D
10012,N,first,8,5,F
10013,Y,third,29,38,D
10014,Y,first,3,1,B
10015,Y,second,25,36,B
10016,N,third,59,93,C
10017,Y,first,10,4,F
10018,N,second,60,54,C
10019,Y,third,54,63,A
10020,Y,first,10,50,D
10021,Y,third,98,68,A
10022,Y,third,64,74,A
10023,Y,second,98,60,A
10024,Y,third,5,1,B
10025,Y,first,69,65,C
10026,N,third,95,96,B
10027,N,third,7,14,A
10028,Y,second,38,75,F
10029,N,third,9,5,F
10030,Y,third,18,4,F
10031,Y,first,44,66,D
10032,Y,third,5,21,F
10033,N,second,77,71,A
10034,Y,second,12,21,F
10035,Y,second,88,58,B
10036,Y,second,71,31,F
10037,Y,third,55,97,A
10038,N,first,73,10,C
10039,N,second,50,80,D
10040,Y,second,25,45,B
10041,N,third,35,55,B
10042,Y,third,19,71,F
10043,Y,second,40,88,A
10044,Y,first,64,61,A
10045,Y,first,86,57,A
10046,Y,third,21,66,C
10047,Y,third,41,61,A
10048,Y,third,54,53,F
10049,Y,first,51,34,C
10050,N,third,99,88,D
10051,Y,third,27,34,C
10052,Y,first,79,72,B
10053,Y,third,25,56,A
10054,N,second,15,0,F
10055,Y,first,93,10,D
10056,N,second,4,8,F
10057,Y,third,46,84,F
10058,Y,second,18,16,D
10059,Y,third,44,36,F
10060,Y,first,79,43,C
10061,N,second,3,29,F
10062,N,third,90,70,A
10063,N,third,61,54,C
10064,Y,third,84,79,A
10065,Y,third,94,82,A
10066,N,second,79,84,F
10067,N,third,2,5,A
10068,Y,third,73,63,B
10069,N,third,2,12,F
10070,Y,third,43,25,A
10071,Y,third,16,43,B
10072,Y,third,18,52,F
10073,N,second,63,53,F
10074,Y,second,72,43,F
10075,N,third,6,10,A
10076,Y,third,80,20,D
10077,N,first,20,63,A
10078,N,second,99,35,F
10079,Y,second,51,36,A
10080,Y,first,14,51,D
10081,Y,third,42,50,A
10082,N,third,2,1,B
10083,Y,second,70,14,B
10084,N,second,92,33,A
10085,Y,first,34,98,B
10086,Y,third,10,65,D
10087,Y,third,12,54,B
10088,Y,third,6,11,A
10089,Y,first,78,79,F
10090,N,third,47,46,B
10091,Y,first,38,47,A
10092,N,first,7,16,D
10093,N,third,7,1,A
10094,Y,first,14,9,D
10095,N,second,96,31,A
10096,Y,first,17,9,F
10097,N,third,15,38,B
10098,Y,first,23,6,B
10099,N,second,6,92,F
10100,N,third,6,7,F
10101,N,first,18,27,F
10102,N,third,2,9,B
10103,N,third,7,10,F
10104,N,second,76,70,B
10105,N,third,78,94,C
10106,Y,third,63,81,C
10107,N,third,16,1,D
10108,Y,third,78,40,D
10109,Y,first,11,28,F
10110,N,second,2,2,D
10111,Y,third,55,52,A
10112,Y,first,59,31,D
10113,Y,first,29,40,D
10114,Y,first,42,36,C
10115,Y,third,3,13,A
10116,Y,third,5,5,A
10117,N,third,43,70,B
10118,N,second,18,4,F
10119,N,second,77,50,A
10120,Y,second,72,16,A
10121,Y,first,36,54,B
10122,N,third,32,50,A
10123,Y,third,22,63,C
10124,Y,second,87,87,F
10125,Y,third,32,63,F
10126,N,second,6,16,A
10127,Y,second,16,56,D
10128,N,third,10,18,F
10129,Y,third,56,33,A
10130,Y,third,74,58,A
10131,Y,third,49,91,D
10132,N,third,14,16,F
10133,N,third,3,4,A
10134,Y,third,76,29,A
10135,Y,first,99,59,A
10136,Y,first,83,71,B
10137,N,third,88,32,A
10138,N,third,90,77,A
10139,Y,first,11,12,D
10140,N,third,2,6,F
10141,N,first,9,26,D
10142,Y,third,13,37,D
10143,N,second,2,23,D
10144,N,second,5,10,B
10145,Y,third,52,70,F
10146,Y,third,6,2,B
10147,Y,first,9,17,D
10148,N,third,12,6,F
10149,N,third,54,59,F
10150,Y,first,96,50,C
10151,Y,first,58,95,F
10152,N,third,1,5,A
10153,N,first,33,43,F
10154,Y,first,56,57,A
10155,Y,first,45,58,D
10156,N,third,8,6,A
10157,N,second,3,9,F
10158,Y,second,37,73,F
10159,Y,third,63,43,B
10160,N,first,87,37,A
10161,Y,third,79,70,D
10162,N,first,17,1,D
10163,Y,third,56,0,A
10164,N,third,1,5,A
10165,N,second,39,96,D
10166,Y,third,88,53,D
10167,N,first,12,56,D
10168,N,third,2,6,F
10169,Y,second,81,57,A
10170,Y,first,63,52,D
10171,Y,third,2,1,A
10172,N,third,2,10,F
10173,Y,second,80,17,B
10174,Y,second,58,28,F
10175,Y,third,8,9,A
10176,N,second,78,12,F
10177,N,third,96,75,A
10178,N,third,1,1,B
10179,N,first,2,4,F
10180,Y,second,79,64,F
10181,Y,first,25,61,B
10182,N,second,83,52,A
10183,N,first,9,20,D
10184,Y,third,55,15,A
10185,N,third,1,4,B
10186,N,second,29,61,C
10187,N,first,66,42,C
10188,N,second,6,29,F
10189,Y,third,89,1,C
10190,N,first,13,28,F
10191,N,third,63,52,B
10192,N,first,17,20,D
10193,Y,second,32,72,F
10194,Y,third,49,75,D
10195,Y,first,71,87,F
10196,N,second,4,14,A
10197,N,first,39,5,D
10198,Y,third,88,95,D
10199,N,third,1,7,F
10200,N,third,5,14,A
10201,Y,second,56,41,C
10202,Y,first,0,11,F
10203,Y,second,76,67,A
10204,N,first,18,7,F
10205,Y,third,16,27,D
10206,Y,third,17,62,A
10207,N,third,54,55,A
10208,N,first,11,16,F
10209,N,second,2,24,D
10210,Y,first,22,68,A
10211,Y,second,50,56,B
10212,N,third,92,22,B
10213,N,third,3,6,A
10214,Y,third,82,19,F
10215,Y,third,82,84,D
10216,N,third,11,1,F
10217,Y,second,29,72,F
10218,Y,first,49,82,A
10219,N,third,56,52,D
10220,Y,first,73,75,C
10221,Y,third,15,47,F
10222,Y,third,16,74,A
10223,N,third,4,19,F
10224,N,third,81,65,F
10225,Y,second,47,61,D
10226,N,third,4,4,A
10227,N,third,10,24,F
10228,N,first,42,39,B
10229,Y,first,16,18,B
10230,N,third,17,10,D
10231,Y,second,13,25,D
10232,N,second,90,38,A
10233,N,third,6,25,B
10234,Y,second,43,96,C
10235,N,third,17,80,B
10236,Y,first,57,59,A
10237,Y,first,29,70,F
10238,Y,first,36,37,D
10239,N,second,16,6,F
10240,Y,second,58,21,B
10241,Y,first,52,52,D
10242,N,first,4,3,D
10243,Y,third,56,56,B
10244,N,third,33,86,B
10245,N,second,2,5,F
10246,Y,third,90,54,B
10247,Y,third,90,76,A
10248,Y,first,23,46,F
10249,Y,third,21,15,D
10250,Y,third,6,9,A
10251,N,second,96,34,F
10252,N,second,3,13,D
10253,Y,third,15,39,B
10254,Y,third,10,28,F
10255,N,second,16,21,F
10256,Y,first,12,14,F
10257,Y,second,65,34,A
10258,Y,third,15,48,A
10259,N,second,96,58,A
10260,Y,third,60,90,C
10261,Y,third,9,12,F
10262,Y,first,96,42,A
10263,Y,first,27,19,F
10264,Y,third,22,56,F
10265,Y,second,52,34,A
10266,N,second,41,3,A
10267,Y,third,34,65,B
10268,N,third,5,20,F
10269,N,third,53,65,D
10270,Y,second,70,54,A
10271,Y,third,4,3,B
10272,Y,second,83,99,B
10273,N,third,5,1,A
10274,Y,first,15,97,D
10275,N,second,1,9,A
10276,Y,first,15,41,C
10277,N,second,21,44,B
10278,Y,second,50,25,A
10279,Y,third,66,71,A
10280,N,second,12,21,F
10281,Y,first,51,40,A
10282,N,third,27,58,A
10283,Y,third,88,14,F
10284,Y,third,23,73,B
10285,Y,third,64,54,A
10286,N,third,4,24,F
10287,Y,second,1,7,F
10288,Y,third,33,48,A
10289,Y,second,53,38,B
10290,Y,second,57,43,B
10291,Y,first,16,4,D
10292,Y,third,29,75,B
10293,Y,third,19,40,A
10294,Y,first,16,3,F
10295,N,third,4,13,B
10296,Y,second,53,70,C
10297,N,first,5,25,D
10298,Y,third,96,29,B
10299,N,second,65,62,A
10300,N,second,95,54,A
10301,Y,third,86,26,B
10302,Y,third,66,64,C
10303,N,second,80,40,D
10304,Y,third,35,60,B
10305,N,first,13,3,D
10306,Y,first,92,95,B
10307,N,first,16,6,D
10308,N,first,72,88,A
10309,N,third,4,10,A
10310,N,third,89,76,F
10311,Y,third,10,21,F
10312,Y,second,2,3,A
10313,N,second,16,17,F
10314,N,third,2,1,F
10315,N,second,9,15,A
10316,Y,third,90,64,D
10317,N,third,95,81,C
10318,N,second,3,16,F
10319,N,second,4,7,F
10320,Y,third,2,6,A
10321,Y,second,98,0,C
10322,N,third,1,3,A
10323,Y,second,6,25,D
10324,Y,second,9,3,A
10325,N,third,2,9,F
10326,N,second,84,42,A
10327,Y,third,97,78,D
10328,N,third,31,90,D
10329,Y,first,14,29,F
10330,Y,second,38,51,D
10331,Y,third,63,59,C
10332,Y,first,49,40,A
10333,Y,second,47,74,A
10334,N,third,28,9,F
10335,N,first,12,15,F
10336,Y,second,13,5,D
10337,Y,first,2,44,C
10338,Y,second,26,17,F
10339,Y,second,4,10,A
