,session 5,test 3,dropout
9357,50.0,A,N
9358,,,Y
9359,82.0,D,Y
9360,41.0,D,N
9361,23.0,F,N
9362,33.0,D,Y
9363,,,Y
9364,29.0,D,N
9365,30.0,F,N
9366,95.0,C,N
9367,25.0,D,Y
9368,48.0,D,N
9369,,,Y
9370,85.0,B,N
9371,89.0,C,N
9372,15.0,F,Y
9373,24.0,F,N
9374,18.0,C,Y
9375,23.0,F,N
9376,,,Y
9377,38.0,F,N
9378,27.0,B,N
9379,,,Y
9380,60.0,C,N
9381,24.0,F,N
9382,40.0,B,N
9383,91.0,B,N
9384,36.0,A,N
9385,,,Y
9386,22.0,D,Y
9387,,,Y
9388,87.0,D,Y
9389,46.0,D,N
9390,36.0,B,N
9391,89.0,F,N
9392,18.0,F,Y
9393,76.0,C,N
9394,,,Y
9395,54.0,B,N
9396,86.0,C,N
9397,,,Y
9398,73.0,C,N
9399,27.0,B,N
9400,55.0,A,N
9401,66.0,B,N
9402,42.0,D,Y
9403,89.0,C,N
9404,74.0,D,N
9405,42.0,B,Y
9406,33.0,D,N
9407,,,Y
9408,19.0,B,N
9409,85.0,A,N
9410,76.0,D,N
9411,46.0,C,N
9412,44.0,F,N
9413,81.0,F,N
9414,4.0,A,Y
9415,86.0,D,N
9416,58.0,C,N
9417,40.0,C,N
9418,65.0,B,N
9419,24.0,A,N
9420,61.0,B,N
9421,65.0,F,Y
9422,76.0,A,N
9423,76.0,C,N
9424,43.0,A,N
9425,47.0,B,N
9426,63.0,B,N
9427,31.0,A,N
9428,31.0,D,Y
9429,33.0,D,N
9430,58.0,F,Y
9431,38.0,A,N
9432,78.0,F,N
9433,83.0,D,Y
9434,94.0,C,N
9435,24.0,B,N
9436,38.0,D,N
9437,53.0,D,N
9438,,,Y
9439,40.0,C,Y
9440,23.0,A,N
9441,41.0,F,N
9442,50.0,D,N
9443,2.0,A,N
9444,76.0,C,N
9445,55.0,D,Y
9446,45.0,A,N
9447,81.0,B,Y
9448,47.0,B,N
9449,52.0,A,N
9450,41.0,D,N
9451,40.0,B,N
9452,,,Y
9453,43.0,B,N
9454,39.0,F,N
9455,82.0,C,N
9456,58.0,F,N
9457,70.0,A,N
9458,36.0,B,N
9459,25.0,B,N
9460,95.0,B,N
9461,,,Y
9462,43.0,D,N
9463,58.0,A,N
9464,56.0,D,Y
9465,,,Y
9466,52.0,B,N
9467,11.0,D,Y
9468,87.0,C,N
9469,64.0,C,N
9470,57.0,C,N
9471,42.0,D,Y
9472,37.0,A,N
9473,22.0,B,Y
9474,62.0,C,N
9475,,,Y
9476,,,Y
9477,58.0,D,N
9478,83.0,B,N
9479,,,Y
9480,65.0,B,N
9481,,,Y
9482,35.0,F,Y
9483,,,Y
9484,35.0,F,N
9485,65.0,C,N
9486,75.0,B,N
9487,61.0,C,N
9488,31.0,A,N
9489,47.0,B,N
9490,50.0,D,Y
9491,42.0,C,N
9492,26.0,A,N
9493,,,Y
9494,63.0,F,N
9495,28.0,F,N
9496,55.0,F,Y
9497,47.0,D,N
9498,,,Y
9499,43.0,A,N
9500,45.0,D,N
9501,21.0,C,Y
9502,63.0,B,N
9503,41.0,B,N
9504,28.0,A,N
9505,61.0,B,N
9506,,,Y
9507,81.0,F,N
9508,,,Y
9509,88.0,D,Y
9510,67.0,D,N
9511,44.0,B,N
9512,33.0,B,N
9513,95.0,C,N
9514,,,Y
9515,92.0,A,N
9516,72.0,A,N
9517,51.0,A,N
9518,19.0,B,N
9519,86.0,F,N
9520,23.0,F,N
9521,69.0,D,N
9522,89.0,D,N
9523,44.0,D,Y
9524,16.0,F,N
9525,12.0,A,N
9526,99.0,F,N
9527,69.0,A,N
9528,98.0,C,N
9529,49.0,F,N
9530,,,Y
9531,39.0,D,N
9532,45.0,B,N
9533,46.0,C,N
9534,81.0,F,N
9535,54.0,D,N
9536,,,Y
9537,,,Y
9538,,,Y
9539,44.0,D,Y
9540,74.0,B,N
9541,,,Y
9542,20.0,B,N
9543,37.0,B,N
9544,63.0,F,N
9545,43.0,B,N
9546,14.0,B,N
9547,,,Y
9548,,,Y
9549,57.0,D,N
9550,,,Y
9551,54.0,A,N
9552,87.0,D,N
9553,31.0,C,N
9554,52.0,C,N
9555,,,Y
9556,82.0,C,N
9557,,,Y
9558,37.0,D,Y
9559,79.0,B,N
9560,51.0,B,N
9561,53.0,B,N
9562,32.0,A,N
9563,6.0,B,Y
9564,86.0,B,N
9565,,,Y
9566,,,Y
9567,48.0,F,N
9568,33.0,A,N
9569,46.0,A,N
9570,3.0,C,N
9571,80.0,D,N
9572,61.0,A,N
9573,78.0,B,N
9574,38.0,D,Y
9575,68.0,B,N
9576,3.0,F,N
9577,10.0,C,Y
9578,,,Y
9579,39.0,A,N
9580,55.0,D,Y
9581,29.0,B,N
9582,96.0,F,N
9583,86.0,C,N
9584,16.0,F,N
9585,26.0,A,N
9586,56.0,B,N
9587,,,Y
9588,48.0,C,N
9589,33.0,B,N
9590,22.0,F,N
9591,17.0,A,N
9592,14.0,A,N
9593,31.0,D,N
9594,66.0,B,N
9595,45.0,D,N
9596,71.0,B,N
9597,,,Y
9598,64.0,D,N
9599,41.0,F,N
9600,26.0,C,N
9601,24.0,B,N
9602,,,Y
9603,67.0,F,N
9604,22.0,F,N
9605,69.0,A,Y
9606,3.0,F,N
9607,19.0,A,N
9608,,,Y
9609,98.0,F,N
9610,44.0,F,N
9611,57.0,A,N
9612,35.0,B,N
9613,49.0,D,N
9614,,,Y
9615,96.0,C,N
9616,87.0,A,N
9617,4.0,F,N
9618,71.0,B,N
9619,89.0,B,N
9620,77.0,C,Y
9621,,,Y
9622,18.0,D,N
9623,36.0,F,N
9624,9.0,B,N
9625,16.0,B,N
9626,28.0,F,N
9627,93.0,A,N
9628,34.0,A,N
9629,,,Y
9630,,,Y
9631,42.0,F,N
9632,31.0,F,Y
9633,26.0,F,N
9634,,,Y
9635,99.0,F,N
9636,,,Y
9637,47.0,F,N
9638,,,Y
9639,,,Y
9640,7.0,F,N
9641,24.0,F,N
9642,98.0,F,N
9643,62.0,C,N
9644,60.0,C,N
9645,77.0,F,N
9646,49.0,D,Y
9647,,,Y
9648,9.0,B,N
9649,48.0,A,Y
9650,,,Y
9651,70.0,F,N
9652,73.0,B,N
9653,1.0,D,N
9654,29.0,F,N
9655,31.0,F,Y
9656,98.0,F,N
9657,58.0,F,Y
9658,,,Y
9659,28.0,D,Y
9660,,,Y
9661,13.0,A,Y
9662,,,Y
9663,85.0,A,N
9664,64.0,D,N
9665,13.0,B,N
9666,42.0,B,N
9667,76.0,F,N
9668,95.0,F,N
9669,13.0,F,Y
9670,28.0,B,N
9671,3.0,F,N
9672,,,Y
9673,46.0,C,Y
9674,41.0,B,N
9675,49.0,D,N
9676,17.0,F,N
9677,86.0,C,Y
9678,70.0,D,N
9679,46.0,B,N
9680,74.0,F,N
9681,29.0,B,N
9682,90.0,B,N
9683,17.0,D,N
9684,78.0,D,N
9685,47.0,A,N
9686,94.0,C,N
9687,46.0,D,N
9688,,,Y
9689,18.0,D,Y
9690,,,Y
9691,29.0,F,N
9692,35.0,F,N
9693,65.0,B,N
9694,18.0,D,N
9695,,,Y
9696,16.0,F,N
9697,58.0,F,N
9698,88.0,F,N
9699,43.0,F,N
9700,,,Y
9701,15.0,F,N
9702,,,Y
9703,,,Y
9704,4.0,D,N
9705,,,Y
9706,66.0,B,N
9707,51.0,F,N
9708,66.0,D,Y
9709,,,Y
9710,78.0,F,N
9711,59.0,F,Y
9712,,,Y
9713,48.0,A,N
9714,78.0,F,N
9715,76.0,B,N
9716,,,Y
9717,30.0,D,Y
9718,44.0,A,N
9719,,,Y
9720,,,Y
9721,38.0,D,Y
9722,,,Y
9723,90.0,B,N
9724,26.0,D,N
9725,68.0,A,N
9726,82.0,D,N
9727,0.0,D,Y
9728,36.0,F,N
9729,88.0,B,Y
9730,98.0,D,N
9731,40.0,F,N
9732,30.0,A,N
9733,79.0,A,N
9734,,,Y
9735,,,Y
9736,62.0,B,N
9737,61.0,C,N
9738,,,Y
9739,47.0,C,N
9740,34.0,D,Y
9741,87.0,D,Y
9742,91.0,C,N
9743,43.0,F,N
9744,19.0,B,N
9745,44.0,A,N
9746,26.0,C,N
9747,55.0,F,N
9748,77.0,B,N
9749,64.0,B,N
9750,79.0,B,N
9751,30.0,C,N
9752,,,Y
9753,44.0,F,N
9754,11.0,D,Y
9755,38.0,F,Y
9756,91.0,A,N
9757,,,Y
9758,24.0,D,Y
9759,49.0,B,N
9760,41.0,A,Y
9761,66.0,C,N
9762,12.0,F,N
9763,44.0,A,N
9764,76.0,D,N
9765,60.0,B,Y
9766,,,Y
9767,35.0,A,N
9768,95.0,A,N
9769,83.0,F,N
9770,42.0,A,N
9771,73.0,F,N
9772,,,Y
9773,59.0,B,N
9774,,,Y
9775,,,Y
9776,,,Y
9777,72.0,F,N
9778,48.0,C,N
9779,66.0,B,N
9780,56.0,F,N
9781,8.0,D,N
9782,72.0,D,N
9783,66.0,F,N
9784,,,Y
9785,87.0,A,N
9786,,,Y
9787,8.0,A,Y
9788,4.0,C,N
9789,30.0,F,N
9790,1.0,D,Y
9791,,,Y
9792,28.0,C,N
9793,46.0,C,N
9794,64.0,C,N
9795,99.0,F,N
9796,,,Y
9797,35.0,F,Y
9798,68.0,B,N
9799,5.0,B,N
9800,35.0,D,N
9801,61.0,D,N
9802,,,Y
9803,47.0,A,N
9804,,,Y
9805,34.0,A,N
9806,72.0,A,N
9807,95.0,F,N
9808,,,Y
9809,33.0,A,N
9810,17.0,B,N
9811,36.0,A,N
9812,47.0,B,N
9813,24.0,C,N
9814,13.0,C,N
9815,71.0,F,N
9816,65.0,F,N
9817,47.0,A,Y
9818,67.0,F,N
9819,,,Y
9820,73.0,A,N
9821,25.0,D,N
9822,97.0,B,N
9823,89.0,D,Y
9824,76.0,B,N
9825,45.0,A,N
9826,56.0,D,Y
9827,53.0,C,N
9828,12.0,B,N
9829,,,Y
9830,47.0,A,N
9831,,,Y
9832,53.0,F,N
9833,,,Y
9834,61.0,C,N
9835,3.0,F,N
9836,8.0,A,Y
9837,36.0,A,N
9838,91.0,D,N
9839,38.0,F,N
9840,37.0,B,N
9841,18.0,F,N
9842,29.0,F,N
9843,72.0,C,N
9844,27.0,B,N
9845,,,Y
9846,0.0,B,Y
9847,92.0,D,N
9848,36.0,B,N
9849,29.0,A,N
9850,66.0,F,N
9851,84.0,F,N
9852,,,Y
9853,6.0,C,Y
9854,97.0,C,N
9855,26.0,C,N
9856,58.0,F,N
9857,54.0,D,Y
9858,26.0,B,N
9859,76.0,A,N
9860,,,Y
9861,59.0,F,Y
9862,70.0,A,N
9863,26.0,B,N
9864,,,Y
9865,,,Y
9866,,,Y
9867,,,Y
9868,33.0,F,Y
9869,24.0,C,N
9870,53.0,D,N
9871,61.0,D,Y
9872,21.0,F,N
9873,38.0,D,N
9874,89.0,A,N
9875,,,Y
9876,,,Y
9877,27.0,A,N
9878,40.0,A,N
9879,44.0,D,N
9880,47.0,C,N
9881,73.0,C,N
9882,62.0,B,N
9883,67.0,F,N
9884,,,Y
9885,,,Y
9886,44.0,D,N
9887,74.0,B,N
9888,18.0,F,N
9889,44.0,D,Y
9890,94.0,F,N
9891,40.0,A,N
9892,40.0,F,N
9893,34.0,C,N
9894,,,Y
9895,51.0,B,N
9896,,,Y
9897,60.0,F,N
9898,51.0,A,N
9899,45.0,C,N
9900,70.0,C,N
9901,33.0,B,N
9902,51.0,F,N
9903,83.0,B,N
9904,,,Y
9905,17.0,B,N
9906,57.0,F,N
9907,37.0,A,N
9908,75.0,C,Y
9909,95.0,D,N
9910,51.0,D,N
9911,,,Y
9912,23.0,F,N
9913,38.0,A,N
9914,40.0,F,N
9915,31.0,C,Y
9916,,,Y
9917,,,Y
9918,49.0,B,N
9919,48.0,C,N
9920,43.0,A,N
9921,49.0,A,N
9922,85.0,C,N
9923,,,Y
9924,80.0,B,N
9925,20.0,A,N
9926,15.0,F,Y
9927,48.0,C,N
9928,54.0,F,N
9929,8.0,A,N
9930,20.0,F,N
9931,,,Y
9932,62.0,F,Y
9933,21.0,C,N
9934,20.0,C,Y
9935,37.0,D,Y
9936,38.0,F,Y
9937,,,Y
9938,,,Y
9939,34.0,F,N
9940,49.0,B,N
9941,86.0,D,N
9942,69.0,B,N
9943,37.0,D,N
9944,19.0,B,Y
9945,26.0,F,Y
9946,84.0,F,Y
9947,84.0,F,N
9948,19.0,F,Y
9949,15.0,D,N
9950,24.0,B,N
9951,,,Y
9952,38.0,F,N
9953,56.0,C,N
9954,30.0,F,Y
9955,43.0,D,N
9956,6.0,D,Y
9957,,,Y
9958,93.0,D,N
9959,88.0,B,N
9960,,,Y
9961,41.0,A,N
9962,27.0,A,N
9963,42.0,F,N
9964,17.0,F,N
9965,38.0,D,N
9966,39.0,D,N
9967,,,Y
9968,54.0,D,Y
9969,43.0,B,N
9970,55.0,D,N
9971,55.0,F,Y
9972,37.0,F,N
9973,98.0,A,N
9974,47.0,D,N
9975,,,Y
9976,42.0,D,Y
9977,6.0,A,N
9978,72.0,B,N
9979,,,Y
9980,31.0,B,N
9981,43.0,C,Y
9982,48.0,F,N
9983,24.0,A,N
9984,98.0,D,N
9985,68.0,D,Y
9986,48.0,C,N
9987,,,Y
9988,74.0,F,N
9989,72.0,D,N
9990,,,Y
9991,10.0,F,N
9992,14.0,F,Y
9993,38.0,A,N
9994,30.0,C,Y
9995,31.0,F,Y
9996,5.0,F,N
9997,45.0,B,N
9998,74.0,D,Y
9999,36.0,F,N
10000,75.0,C,Y
10001,30.0,B,N
10002,55.0,B,N
10003,56.0,F,N
10004,46.0,A,N
10005,,,Y
10006,45.0,B,N
10007,72.0,D,N
10008,35.0,A,N
10009,35.0,A,N
10010,95.0,A,N
10011,56.0,C,N
10012,76.0,C,N
10013,,,Y
10014,,,Y
10015,,,Y
10016,94.0,D,N
10017,,,Y
10018,69.0,C,Y
10019,,,Y
10020,,,Y
10021,1.0,A,N
10022,98.0,F,N
10023,18.0,F,N
10024,46.0,D,N
10025,11.0,D,Y
10026,35.0,F,N
10027,45.0,F,N
10028,45.0,F,N
10029,48.0,B,N
10030,,,Y
10031,12.0,F,Y
10032,98.0,C,N
10033,58.0,A,N
10034,87.0,C,N
10035,16.0,A,N
10036,59.0,D,Y
10037,,,Y
10038,84.0,D,N
10039,21.0,C,N
10040,33.0,F,Y
10041,,,Y
10042,37.0,B,N
10043,46.0,C,Y
10044,7.0,C,Y
10045,21.0,B,Y
10046,49.0,D,N
10047,25.0,F,N
10048,80.0,F,N
10049,,,Y
10050,6.0,A,N
10051,,,Y
10052,11.0,B,N
10053,70.0,A,N
10054,,,Y
10055,65.0,D,Y
10056,44.0,B,N
10057,15.0,B,Y
10058,86.0,B,N
10059,,,Y
10060,50.0,D,Y
10061,85.0,F,N
10062,56.0,F,Y
10063,,,Y
10064,42.0,A,N
10065,34.0,A,Y
10066,20.0,A,N
10067,24.0,A,N
10068,21.0,B,N
10069,62.0,B,N
10070,42.0,D,Y
10071,,,Y
10072,19.0,F,N
10073,94.0,B,Y
10074,72.0,C,N
10075,38.0,A,N
10076,35.0,A,Y
10077,92.0,D,N
10078,25.0,C,N
10079,,,Y
10080,,,Y
10081,49.0,C,N
10082,41.0,A,N
10083,33.0,F,N
10084,17.0,F,N
10085,49.0,F,N
10086,4.0,B,N
10087,22.0,F,N
10088,76.0,C,N
10089,26.0,F,Y
10090,39.0,F,N
10091,95.0,A,N
10092,91.0,C,N
10093,38.0,B,N
10094,,,Y
10095,54.0,A,N
10096,77.0,C,N
10097,,,Y
10098,55.0,D,Y
10099,28.0,D,N
10100,32.0,A,N
10101,67.0,B,N
10102,34.0,A,N
10103,31.0,B,N
10104,74.0,B,N
10105,41.0,A,N
10106,2.0,A,N
10107,92.0,C,Y
10108,88.0,B,N
10109,55.0,C,N
10110,50.0,D,N
10111,,,Y
10112,,,Y
10113,,,Y
10114,,,Y
10115,76.0,F,Y
10116,39.0,A,N
10117,51.0,B,N
10118,57.0,F,N
10119,4.0,F,N
10120,74.0,A,N
10121,66.0,D,N
10122,,,Y
10123,34.0,F,Y
10124,39.0,C,N
10125,7.0,F,N
10126,29.0,F,N
10127,94.0,F,N
10128,,,Y
10129,,,Y
10130,98.0,C,N
10131,43.0,F,Y
10132,,,Y
10133,30.0,A,N
10134,72.0,F,N
10135,9.0,F,Y
10136,3.0,B,Y
10137,74.0,B,N
10138,43.0,B,N
10139,52.0,C,N
10140,35.0,B,N
10141,68.0,C,N
10142,,,Y
10143,76.0,A,N
10144,34.0,B,N
10145,68.0,D,N
10146,,,Y
10147,53.0,C,N
10148,85.0,C,N
10149,,,Y
10150,37.0,F,Y
10151,,,Y
10152,28.0,B,N
10153,38.0,F,N
10154,51.0,F,N
10155,,,Y
10156,46.0,A,N
10157,51.0,D,N
10158,92.0,B,N
10159,78.0,B,N
10160,15.0,F,N
10161,81.0,F,N
10162,97.0,F,N
10163,25.0,F,Y
10164,40.0,A,N
10165,68.0,D,N
10166,23.0,A,Y
10167,85.0,D,N
10168,37.0,B,N
10169,9.0,A,N
10170,,,Y
10171,32.0,A,N
10172,26.0,F,N
10173,96.0,B,N
10174,42.0,D,Y
10175,27.0,A,N
10176,88.0,F,N
10177,71.0,A,N
10178,26.0,B,N
10179,81.0,D,N
10180,72.0,A,N
10181,42.0,B,N
10182,72.0,A,N
10183,58.0,C,N
10184,21.0,C,N
10185,47.0,A,N
10186,,,Y
10187,50.0,F,N
10188,85.0,B,N
10189,53.0,F,Y
10190,78.0,F,N
10191,,,Y
10192,75.0,F,N
10193,39.0,C,Y
10194,55.0,F,Y
10195,92.0,B,N
10196,34.0,B,N
10197,46.0,D,N
10198,,,Y
10199,42.0,B,N
10200,30.0,B,N
10201,,,Y
10202,,,Y
10203,36.0,F,N
10204,51.0,B,N
10205,77.0,B,N
10206,87.0,B,N
10207,,,Y
10208,62.0,B,N
10209,55.0,F,N
10210,12.0,C,Y
10211,21.0,F,N
10212,56.0,F,Y
10213,28.0,B,N
10214,79.0,D,N
10215,4.0,B,N
10216,57.0,B,N
10217,18.0,B,N
10218,30.0,A,Y
10219,,,Y
10220,40.0,D,Y
10221,44.0,D,Y
10222,2.0,F,N
10223,,,Y
10224,47.0,F,N
10225,99.0,D,N
10226,32.0,D,N
10227,,,Y
10228,12.0,D,N
10229,,,Y
10230,71.0,A,N
10231,54.0,D,N
10232,73.0,B,N
10233,,,Y
10234,57.0,F,N
10235,30.0,D,N
10236,,,Y
10237,1.0,C,N
10238,9.0,C,Y
10239,79.0,D,N
10240,,,Y
10241,93.0,D,N
10242,55.0,C,N
10243,30.0,F,N
10244,3.0,C,N
10245,78.0,A,N
10246,37.0,A,N
10247,51.0,A,N
10248,,,Y
10249,,,Y
10250,33.0,B,N
10251,82.0,F,Y
10252,61.0,F,N
10253,,,Y
10254,54.0,C,N
10255,46.0,C,N
10256,,,Y
10257,62.0,B,N
10258,25.0,C,Y
10259,25.0,A,N
10260,,,Y
10261,28.0,A,N
10262,22.0,C,N
10263,,,Y
10264,99.0,F,N
10265,,,Y
10266,88.0,B,Y
10267,41.0,F,Y
10268,63.0,A,N
10269,,,Y
10270,43.0,A,N
10271,41.0,B,N
10272,78.0,F,N
10273,39.0,B,N
10274,52.0,D,Y
10275,25.0,B,N
10276,41.0,D,Y
10277,93.0,B,N
10278,27.0,D,Y
10279,,,Y
10280,53.0,C,N
10281,,,Y
10282,,,Y
10283,52.0,D,Y
10284,34.0,B,N
10285,55.0,F,N
10286,48.0,F,N
10287,98.0,C,N
10288,94.0,B,Y
10289,91.0,B,N
10290,,,Y
10291,47.0,B,N
10292,93.0,F,N
10293,72.0,A,Y
10294,73.0,B,N
10295,37.0,A,N
10296,6.0,D,Y
10297,63.0,C,N
10298,70.0,C,N
10299,,,Y
10300,1.0,F,N
10301,27.0,F,N
10302,62.0,A,N
10303,47.0,C,N
10304,26.0,B,N
10305,54.0,C,N
10306,49.0,F,Y
10307,76.0,C,N
10308,16.0,D,N
10309,30.0,A,N
10310,,,Y
10311,48.0,C,Y
10312,47.0,D,N
10313,91.0,B,N
10314,33.0,B,N
10315,31.0,B,N
10316,85.0,F,N
10317,46.0,B,N
10318,63.0,C,N
10319,54.0,D,N
10320,28.0,A,N
10321,4.0,D,Y
10322,27.0,D,N
10323,73.0,C,N
10324,24.0,A,N
10325,37.0,A,N
10326,68.0,D,N
10327,,,Y
10328,11.0,A,N
10329,56.0,B,N
10330,,,Y
10331,83.0,F,N
10332,,,Y
10333,57.0,D,Y
10334,,,Y
10335,80.0,A,N
10336,84.0,B,N
10337,8.0,D,Y
10338,,,Y
10339,47.0,A,N
10340,77.0,F,N
10341,,,Y
10342,,,Y
10343,20.0,B,N
10344,,,Y
10345,29.0,D,N
10346,55.0,F,Y
10347,,,Y
10348,42.0,F,Y
10349,,,Y
10350,15.0,B,N
10351,,,Y
10352,78.0,B,Y
10353,28.0,F,N
10354,69.0,B,N
10355,,,Y
10356,24.0,A,N
10357,52.0,B,N
10358,72.0,C,N
10359,,,Y
10360,82.0,C,Y
10361,60.0,B,N
10362,29.0,F,N
10363,,,Y
10364,65.0,B,N
10365,,,Y
10366,,,Y
10367,97.0,C,N
10368,28.0,A,Y
10369,15.0,C,N
10370,45.0,B,N
10371,,,Y
10372,41.0,B,N
10373,36.0,C,N
10374,53.0,B,N
10375,17.0,A,N
10376,46.0,D,Y
10377,50.0,F,N
10378,23.0,D,Y
10379,36.0,B,N
10380,61.0,F,Y
10381,15.0,C,N
10382,66.0,B,N
10383,54.0,F,N
10384,,,Y
10385,66.0,A,N
10386,21.0,D,N
10387,45.0,A,N
10388,,,Y
10389,49.0,C,Y
10390,32.0,B,N
10391,,,Y
10392,10.0,A,N
10393,71.0,C,N
10394,74.0,A,N
10395,24.0,D,N
10396,78.0,A,N
10397,39.0,C,Y
10398,,,Y
10399,41.0,D,Y
10400,50.0,D,Y
10401,,,Y
10402,,,Y
10403,67.0,F,N
10404,18.0,C,N
10405,43.0,F,N
10406,24.0,D,N
10407,80.0,A,Y
10408,33.0,A,N
10409,41.0,A,N
10410,44.0,D,N
10411,38.0,F,Y
10412,59.0,A,N
10413,92.0,F,Y
10414,99.0,F,N
10415,,,Y
10416,21.0,A,Y
10417,0.0,F,Y
10418,58.0,C,N
10419,43.0,A,N
10420,96.0,B,N
10421,36.0,A,N
10422,69.0,F,Y
10423,76.0,F,Y
10424,89.0,D,N
10425,67.0,B,N
10426,82.0,F,N
10427,97.0,D,N
10428,58.0,A,N
10429,16.0,B,N
10430,4.0,B,N
10431,10.0,F,N
10432,64.0,C,N
10433,37.0,A,N
10434,69.0,C,N
10435,82.0,F,N
10436,,,Y
10437,66.0,B,N
10438,29.0,F,N
10439,65.0,F,N
10440,51.0,B,N
10441,,,Y
10442,89.0,D,Y
10443,36.0,F,N
10444,13.0,F,N
10445,74.0,B,N
10446,59.0,D,N
10447,75.0,B,N
10448,50.0,D,Y
10449,65.0,D,Y
10450,98.0,B,N
10451,20.0,D,Y
10452,,,Y
10453,29.0,D,Y
10454,39.0,A,N
10455,51.0,D,N
10456,65.0,B,Y
10457,30.0,B,Y
10458,9.0,A,N
10459,,,Y
10460,9.0,C,N
10461,,,Y
10462,71.0,B,N
10463,47.0,C,N
10464,88.0,D,Y
10465,66.0,B,N
10466,1.0,B,N
10467,25.0,A,N
10468,73.0,B,N
10469,5.0,B,N
10470,18.0,C,N
10471,94.0,F,N
10472,30.0,A,N
10473,14.0,B,N
10474,,,Y
10475,47.0,A,N
10476,,,Y
10477,,,Y
10478,19.0,B,N
10479,79.0,B,N
10480,53.0,D,N
10481,26.0,C,N
10482,90.0,A,N
10483,35.0,A,N
10484,,,Y
10485,39.0,A,N
10486,18.0,D,N
10487,,,Y
10488,0.0,B,Y
10489,50.0,A,N
10490,,,Y
10491,44.0,A,N
10492,,,Y
10493,,,Y
10494,40.0,B,N
10495,56.0,B,N
10496,71.0,B,N
10497,84.0,B,N
10498,47.0,A,N
10499,52.0,F,N
10500,27.0,F,N
10501,,,Y
10502,2.0,A,N
10503,75.0,B,N
10504,5.0,B,N
10505,61.0,C,N
10506,10.0,A,N
10507,88.0,C,N
10508,23.0,B,N
10509,47.0,F,N
10510,8.0,D,Y
10511,68.0,F,N
10512,42.0,F,N
10513,6.0,B,N
10514,65.0,C,N
10515,49.0,C,Y
10516,46.0,D,N
10517,,,Y
10518,84.0,B,N
10519,66.0,C,N
10520,15.0,F,N
10521,65.0,C,N
10522,98.0,A,N
10523,22.0,D,Y
10524,26.0,D,N
10525,44.0,B,N
10526,35.0,B,N
10527,,,Y
10528,20.0,A,N
10529,79.0,B,N
10530,74.0,A,N
10531,33.0,A,N
10532,47.0,C,N
10533,51.0,D,N
10534,41.0,A,N
10535,69.0,C,N
10536,,,Y
10537,86.0,D,Y
10538,69.0,C,N
10539,43.0,A,Y
10540,53.0,B,Y
10541,29.0,B,N
10542,78.0,C,N
10543,,,Y
10544,67.0,C,N
10545,48.0,B,N
10546,,,Y
10547,92.0,B,Y
10548,69.0,C,N
10549,18.0,F,N
10550,85.0,F,N
10551,59.0,F,N
10552,79.0,F,N
10553,58.0,F,N
10554,54.0,A,N
10555,63.0,C,N
10556,57.0,F,N
10557,46.0,F,Y
10558,,,Y
10559,,,Y
10560,97.0,F,N
10561,56.0,D,N
10562,27.0,A,N
10563,,,Y
10564,,,Y
10565,5.0,A,N
10566,81.0,C,N
10567,92.0,C,N
10568,69.0,B,N
10569,31.0,D,N
10570,53.0,A,N
10571,92.0,B,N
10572,51.0,D,N
10573,13.0,D,Y
10574,96.0,B,N
10575,53.0,C,N
10576,65.0,F,N
10577,17.0,F,Y
10578,53.0,F,N
10579,,,Y
10580,28.0,A,N
10581,62.0,F,Y
10582,28.0,F,Y
10583,35.0,F,N
10584,14.0,F,N
10585,38.0,D,N
10586,30.0,A,N
10587,64.0,F,N
10588,,,Y
10589,33.0,B,N
10590,,,Y
10591,42.0,C,Y
10592,48.0,A,N
10593,22.0,B,Y
10594,45.0,D,N
10595,79.0,D,N
10596,,,Y
10597,,,Y
10598,38.0,B,N
10599,5.0,B,N
10600,31.0,B,N
10601,,,Y
10602,30.0,D,N
10603,84.0,A,N
10604,,,Y
10605,2.0,A,N
10606,13.0,D,N
10607,2.0,B,N
10608,49.0,A,N
10609,36.0,D,Y
10610,,,Y
10611,50.0,C,N
10612,69.0,F,N
10613,81.0,A,N
10614,2.0,A,N
10615,63.0,D,N
10616,50.0,B,N
10617,,,Y
10618,,,Y
10619,49.0,C,N
10620,,,Y
10621,45.0,B,N
10622,89.0,A,N
10623,23.0,B,Y
10624,32.0,D,Y
10625,63.0,B,N
10626,,,Y
10627,47.0,F,N
10628,34.0,B,N
10629,87.0,D,Y
10630,7.0,D,Y
10631,20.0,D,N
10632,,,Y
10633,86.0,B,N
10634,2.0,A,N
10635,,,Y
10636,,,Y
10637,60.0,D,Y
10638,52.0,C,N
10639,70.0,B,N
10640,35.0,F,N
10641,50.0,C,N
10642,46.0,D,N
10643,8.0,F,N
10644,24.0,F,Y
10645,64.0,A,N
10646,,,Y
10647,,,Y
10648,12.0,B,Y
10649,67.0,B,N
10650,44.0,C,N
10651,8.0,F,N
10652,36.0,C,Y
10653,26.0,D,N
10654,85.0,C,N
10655,42.0,D,Y
10656,72.0,F,Y
10657,36.0,D,Y
10658,52.0,B,Y
10659,36.0,A,N
10660,75.0,B,N
10661,93.0,B,N
10662,16.0,D,Y
10663,7.0,A,N
10664,73.0,D,N
10665,,,Y
10666,32.0,B,N
10667,39.0,B,N
10668,21.0,F,N
10669,60.0,C,N
10670,27.0,C,N
10671,62.0,C,N
10672,,,Y
10673,27.0,A,N
10674,35.0,D,N
10675,30.0,A,N
