,session 3,session 4,test 2
9647,35.0,13.0,F
9648,71.0,69.0,F
9649,31.0,6.0,D
9650,,,
9651,85.0,53.0,D
9652,54.0,34.0,D
9653,43.0,78.0,D
9654,57.0,21.0,A
9655,89.0,47.0,A
9656,35.0,30.0,D
9657,36.0,27.0,F
9658,6.0,19.0,F
9659,11.0,59.0,B
9660,,,
9661,38.0,57.0,B
9662,3.0,46.0,D
9663,71.0,20.0,C
9664,88.0,84.0,C
9665,58.0,22.0,F
9666,2.0,57.0,C
9667,41.0,51.0,D
9668,58.0,45.0,C
9669,19.0,67.0,C
9670,7.0,28.0,B
9671,19.0,13.0,B
9672,24.0,7.0,F
9673,51.0,57.0,B
9674,13.0,53.0,C
9675,41.0,13.0,B
9676,4.0,50.0,C
9677,70.0,69.0,B
9678,49.0,50.0,D
9679,49.0,34.0,C
9680,59.0,43.0,C
9681,11.0,31.0,B
9682,21.0,41.0,C
9683,75.0,64.0,D
9684,91.0,66.0,A
9685,61.0,36.0,C
9686,41.0,54.0,D
9687,5.0,18.0,B
9688,,,
9689,19.0,93.0,A
9690,15.0,51.0,F
9691,10.0,60.0,D
9692,48.0,64.0,A
9693,49.0,32.0,D
9694,96.0,66.0,A
9695,58.0,55.0,C
9696,99.0,77.0,A
9697,69.0,46.0,C
9698,18.0,13.0,D
9699,79.0,27.0,A
9700,,,
9701,85.0,52.0,B
9702,49.0,13.0,C
9703,40.0,4.0,C
9704,91.0,64.0,A
9705,22.0,52.0,F
9706,40.0,40.0,D
9707,48.0,30.0,D
9708,44.0,18.0,F
9709,15.0,21.0,D
9710,91.0,55.0,B
9711,7.0,91.0,C
9712,,,
9713,13.0,21.0,D
9714,49.0,47.0,A
9715,43.0,47.0,D
9716,,,
9717,42.0,20.0,F
9718,7.0,32.0,D
9719,,,
9720,18.0,53.0,C
9721,43.0,76.0,C
9722,78.0,82.0,D
9723,99.0,58.0,D
9724,4.0,43.0,A
9725,70.0,36.0,B
9726,25.0,63.0,F
9727,34.0,79.0,C
9728,38.0,31.0,F
9729,44.0,54.0,C
9730,68.0,85.0,A
9731,3.0,17.0,D
9732,8.0,17.0,B
9733,51.0,51.0,B
9734,,,
9735,32.0,45.0,C
9736,74.0,8.0,F
9737,57.0,34.0,D
9738,43.0,77.0,F
9739,46.0,37.0,D
9740,89.0,76.0,D
9741,74.0,20.0,A
9742,76.0,52.0,C
9743,95.0,43.0,A
9744,94.0,38.0,B
9745,16.0,53.0,C
9746,44.0,68.0,B
9747,70.0,33.0,B
9748,52.0,35.0,C
9749,35.0,36.0,D
9750,56.0,37.0,C
9751,56.0,31.0,A
9752,53.0,32.0,F
9753,5.0,45.0,F
9754,48.0,60.0,C
9755,74.0,43.0,B
9756,85.0,66.0,F
9757,62.0,23.0,D
9758,51.0,78.0,D
9759,44.0,50.0,C
9760,8.0,58.0,D
9761,27.0,47.0,D
9762,43.0,11.0,F
9763,7.0,34.0,A
9764,31.0,41.0,C
9765,47.0,64.0,C
9766,,,
9767,8.0,31.0,B
9768,25.0,45.0,D
9769,15.0,76.0,A
9770,9.0,46.0,A
9771,57.0,64.0,A
9772,,,
9773,46.0,42.0,C
9774,23.0,28.0,F
9775,,,
9776,,,
9777,92.0,2.0,D
9778,37.0,35.0,C
9779,52.0,54.0,A
9780,63.0,54.0,A
9781,57.0,24.0,D
9782,89.0,86.0,A
9783,35.0,36.0,C
9784,,,
9785,18.0,27.0,B
9786,,,
9787,48.0,28.0,D
9788,30.0,26.0,B
9789,71.0,78.0,A
9790,14.0,95.0,B
9791,68.0,11.0,F
9792,80.0,53.0,A
9793,54.0,48.0,D
9794,67.0,26.0,A
9795,58.0,28.0,B
9796,,,
9797,60.0,28.0,B
9798,48.0,30.0,D
9799,87.0,63.0,B
9800,4.0,36.0,A
9801,95.0,41.0,A
9802,,,
9803,2.0,43.0,D
9804,38.0,6.0,F
9805,12.0,24.0,A
9806,56.0,46.0,A
9807,97.0,27.0,A
9808,26.0,8.0,D
9809,5.0,33.0,A
9810,50.0,37.0,B
9811,73.0,65.0,C
9812,10.0,54.0,B
9813,86.0,38.0,B
9814,43.0,54.0,F
9815,75.0,41.0,F
9816,68.0,27.0,C
9817,84.0,51.0,A
9818,86.0,53.0,D
9819,50.0,22.0,F
9820,85.0,95.0,B
9821,13.0,23.0,A
9822,38.0,52.0,D
9823,18.0,3.0,F
9824,38.0,31.0,F
9825,7.0,35.0,D
9826,70.0,33.0,F
9827,55.0,47.0,C
9828,89.0,29.0,C
9829,23.0,85.0,F
9830,7.0,17.0,A
9831,,,
9832,65.0,66.0,C
9833,,,
9834,35.0,44.0,D
9835,73.0,26.0,A
9836,18.0,99.0,F
9837,10.0,11.0,B
9838,7.0,86.0,F
9839,3.0,28.0,D
9840,39.0,15.0,A
9841,84.0,43.0,D
9842,2.0,50.0,D
9843,26.0,30.0,D
9844,2.0,55.0,C
9845,,,
9846,25.0,46.0,A
9847,63.0,61.0,F
9848,11.0,56.0,C
9849,63.0,95.0,A
9850,76.0,31.0,A
9851,7.0,18.0,F
9852,,,
9853,83.0,82.0,B
9854,27.0,47.0,C
9855,12.0,26.0,F
9856,68.0,26.0,C
9857,58.0,5.0,D
9858,60.0,55.0,B
9859,52.0,54.0,A
9860,39.0,51.0,C
9861,87.0,88.0,C
9862,55.0,50.0,C
9863,2.0,24.0,A
9864,31.0,23.0,F
9865,,,
9866,17.0,59.0,D
9867,76.0,46.0,F
9868,1.0,34.0,F
9869,72.0,41.0,A
9870,84.0,33.0,B
9871,30.0,60.0,B
9872,71.0,56.0,C
9873,33.0,84.0,F
9874,27.0,36.0,D
9875,59.0,2.0,F
9876,43.0,65.0,F
9877,60.0,96.0,A
9878,12.0,37.0,A
9879,12.0,23.0,A
9880,24.0,68.0,C
9881,42.0,51.0,D
9882,43.0,38.0,A
9883,79.0,25.0,B
9884,,,
9885,46.0,3.0,F
9886,92.0,26.0,A
9887,59.0,51.0,D
9888,88.0,13.0,D
9889,77.0,87.0,A
9890,76.0,32.0,B
9891,10.0,44.0,C
9892,3.0,28.0,B
9893,62.0,6.0,D
9894,,,
9895,64.0,80.0,A
9896,,,
9897,84.0,79.0,F
9898,81.0,59.0,A
9899,24.0,37.0,D
9900,56.0,40.0,C
9901,53.0,73.0,A
9902,57.0,43.0,C
9903,47.0,70.0,F
9904,30.0,73.0,D
9905,77.0,18.0,C
9906,69.0,66.0,B
9907,10.0,9.0,C
9908,50.0,9.0,A
9909,79.0,29.0,A
9910,66.0,95.0,F
9911,25.0,6.0,F
9912,68.0,53.0,C
9913,8.0,34.0,C
9914,6.0,22.0,A
9915,72.0,3.0,D
9916,48.0,65.0,D
9917,35.0,29.0,F
9918,40.0,35.0,B
9919,43.0,49.0,D
9920,89.0,83.0,A
9921,6.0,38.0,B
9922,21.0,31.0,D
9923,80.0,69.0,F
9924,51.0,50.0,B
9925,51.0,42.0,B
9926,20.0,44.0,F
9927,36.0,34.0,D
9928,32.0,47.0,D
9929,86.0,1.0,C
9930,56.0,85.0,A
9931,,,
9932,74.0,3.0,C
9933,71.0,85.0,D
9934,61.0,30.0,C
9935,62.0,83.0,A
9936,13.0,78.0,A
9937,26.0,5.0,F
9938,0.0,26.0,F
9939,91.0,46.0,B
9940,4.0,21.0,A
9941,45.0,46.0,B
9942,46.0,53.0,F
9943,10.0,14.0,A
9944,25.0,69.0,A
9945,75.0,16.0,F
9946,42.0,73.0,A
9947,63.0,40.0,A
9948,78.0,79.0,C
9949,47.0,19.0,A
9950,6.0,40.0,C
9951,,,
9952,74.0,32.0,A
9953,28.0,98.0,D
9954,42.0,50.0,B
9955,57.0,81.0,A
9956,11.0,58.0,A
9957,55.0,45.0,F
9958,64.0,53.0,A
9959,40.0,51.0,D
9960,,,
9961,52.0,25.0,A
9962,42.0,71.0,A
9963,11.0,47.0,A
9964,43.0,34.0,A
9965,11.0,46.0,A
9966,2.0,26.0,A
9967,58.0,78.0,F
9968,50.0,32.0,C
9969,26.0,27.0,C
9970,43.0,34.0,D
9971,78.0,43.0,C
9972,4.0,42.0,B
9973,52.0,68.0,D
9974,51.0,38.0,D
9975,8.0,20.0,C
9976,7.0,32.0,A
9977,86.0,13.0,C
9978,45.0,52.0,F
9979,,,
9980,7.0,37.0,C
9981,63.0,36.0,B
9982,1.0,10.0,B
9983,2.0,25.0,A
9984,29.0,92.0,C
9985,11.0,33.0,B
9986,25.0,52.0,D
9987,,,
9988,74.0,41.0,A
9989,98.0,61.0,A
9990,32.0,19.0,F
9991,72.0,3.0,A
9992,66.0,25.0,B
9993,66.0,15.0,D
9994,48.0,77.0,C
9995,54.0,35.0,F
9996,44.0,49.0,D
9997,50.0,63.0,D
9998,80.0,68.0,A
9999,64.0,79.0,A
10000,89.0,15.0,B
10001,3.0,32.0,C
10002,80.0,44.0,A
10003,66.0,20.0,A
10004,83.0,92.0,D
10005,11.0,14.0,C
10006,49.0,38.0,D
10007,28.0,51.0,D
10008,2.0,52.0,F
10009,10.0,56.0,F
10010,56.0,6.0,B
10011,26.0,52.0,D
10012,42.0,34.0,F
10013,24.0,14.0,C
10014,,,
10015,,,
10016,54.0,18.0,A
10017,,,
10018,67.0,25.0,F
10019,42.0,71.0,A
10020,,,
10021,67.0,46.0,A
10022,68.0,27.0,F
10023,11.0,2.0,D
10024,6.0,23.0,C
10025,59.0,34.0,C
10026,69.0,75.0,C
10027,9.0,42.0,D
10028,25.0,53.0,D
10029,13.0,27.0,A
10030,,,
10031,4.0,29.0,B
10032,49.0,42.0,B
10033,60.0,1.0,D
10034,26.0,49.0,F
10035,41.0,90.0,A
10036,34.0,65.0,B
10037,64.0,77.0,D
10038,44.0,61.0,D
10039,32.0,49.0,D
10040,97.0,72.0,C
10041,35.0,65.0,F
10042,70.0,45.0,C
10043,62.0,75.0,D
10044,47.0,50.0,C
10045,78.0,82.0,F
10046,55.0,73.0,A
10047,88.0,29.0,A
10048,53.0,79.0,C
10049,25.0,14.0,F
10050,45.0,23.0,A
10051,,,
10052,75.0,25.0,B
10053,71.0,79.0,B
10054,,,
10055,40.0,6.0,C
10056,9.0,47.0,C
10057,5.0,7.0,F
10058,27.0,33.0,D
10059,40.0,5.0,F
10060,74.0,37.0,C
10061,38.0,49.0,B
10062,78.0,35.0,B
10063,73.0,52.0,C
10064,86.0,66.0,A
10065,42.0,97.0,A
10066,69.0,56.0,A
10067,12.0,38.0,C
10068,84.0,69.0,F
10069,53.0,32.0,C
10070,34.0,95.0,A
10071,,,
10072,89.0,56.0,C
10073,62.0,28.0,A
10074,78.0,82.0,B
10075,10.0,52.0,D
10076,3.0,42.0,A
10077,78.0,53.0,D
10078,43.0,39.0,C
10079,66.0,19.0,D
10080,,,
10081,94.0,39.0,C
10082,9.0,25.0,B
10083,80.0,64.0,A
10084,59.0,61.0,F
10085,75.0,43.0,D
10086,75.0,21.0,A
10087,67.0,40.0,C
10088,23.0,90.0,D
10089,42.0,1.0,F
10090,22.0,43.0,A
10091,31.0,87.0,B
10092,27.0,53.0,C
10093,11.0,36.0,F
10094,,,
10095,66.0,11.0,F
10096,43.0,35.0,C
10097,,,
10098,37.0,4.0,B
10099,58.0,85.0,F
10100,13.0,38.0,A
10101,33.0,32.0,D
10102,5.0,23.0,D
10103,1.0,22.0,A
10104,77.0,57.0,B
10105,60.0,75.0,A
10106,76.0,23.0,C
10107,61.0,32.0,A
10108,62.0,64.0,F
10109,30.0,34.0,C
10110,27.0,54.0,C
10111,39.0,12.0,F
10112,27.0,4.0,D
10113,30.0,22.0,D
10114,37.0,4.0,F
10115,61.0,53.0,A
10116,4.0,33.0,F
10117,3.0,2.0,D
10118,46.0,36.0,D
10119,54.0,93.0,A
10120,72.0,48.0,B
10121,78.0,47.0,F
10122,57.0,83.0,D
10123,7.0,36.0,A
10124,76.0,37.0,B
10125,81.0,27.0,C
10126,7.0,54.0,B
10127,14.0,46.0,F
10128,,,
10129,55.0,12.0,F
10130,72.0,26.0,B
10131,8.0,53.0,A
10132,,,
10133,7.0,56.0,C
10134,91.0,31.0,B
10135,51.0,31.0,F
10136,10.0,59.0,F
10137,59.0,35.0,A
10138,71.0,73.0,A
10139,21.0,35.0,D
10140,4.0,39.0,D
10141,54.0,40.0,D
10142,,,
10143,21.0,44.0,C
10144,3.0,25.0,D
10145,72.0,20.0,A
10146,,,
10147,29.0,30.0,F
10148,58.0,50.0,B
10149,53.0,94.0,F
10150,68.0,52.0,B
10151,84.0,63.0,D
10152,7.0,17.0,C
10153,89.0,88.0,C
10154,85.0,49.0,A
10155,21.0,13.0,F
10156,9.0,40.0,D
10157,23.0,42.0,D
10158,78.0,47.0,F
10159,96.0,72.0,A
10160,84.0,82.0,C
10161,56.0,57.0,C
10162,39.0,41.0,C
10163,36.0,1.0,B
10164,6.0,46.0,C
10165,8.0,24.0,C
10166,65.0,7.0,F
10167,99.0,50.0,F
10168,13.0,40.0,F
10169,41.0,24.0,A
10170,71.0,63.0,D
10171,10.0,50.0,B
10172,4.0,18.0,D
10173,25.0,29.0,F
10174,60.0,45.0,D
10175,6.0,49.0,D
10176,4.0,16.0,A
10177,70.0,6.0,F
10178,5.0,27.0,C
10179,21.0,34.0,F
10180,77.0,38.0,D
10181,75.0,59.0,C
10182,50.0,23.0,D
10183,58.0,52.0,D
10184,83.0,33.0,F
10185,5.0,24.0,C
10186,78.0,22.0,C
10187,44.0,17.0,A
10188,34.0,40.0,F
10189,19.0,23.0,A
10190,47.0,40.0,F
10191,18.0,99.0,C
10192,28.0,48.0,D
10193,36.0,47.0,B
10194,42.0,69.0,B
10195,29.0,74.0,D
10196,13.0,33.0,F
10197,98.0,3.0,C
10198,77.0,70.0,D
10199,9.0,43.0,B
10200,13.0,35.0,D
10201,29.0,3.0,F
10202,,,
10203,78.0,63.0,D
10204,49.0,36.0,D
10205,48.0,48.0,F
10206,87.0,72.0,B
10207,40.0,33.0,C
10208,22.0,50.0,F
10209,47.0,50.0,D
10210,47.0,98.0,C
10211,55.0,43.0,A
10212,81.0,4.0,B
10213,5.0,48.0,C
10214,7.0,60.0,C
10215,65.0,88.0,D
10216,48.0,49.0,D
10217,70.0,27.0,C
10218,31.0,10.0,A
10219,56.0,96.0,D
10220,69.0,82.0,C
10221,44.0,5.0,B
10222,67.0,56.0,F
10223,,,
10224,51.0,98.0,F
10225,88.0,45.0,D
10226,7.0,35.0,B
10227,,,
10228,88.0,25.0,F
10229,,,
10230,59.0,48.0,C
10231,54.0,42.0,C
10232,75.0,58.0,B
10233,,,
10234,57.0,31.0,F
10235,43.0,32.0,F
10236,78.0,69.0,F
10237,98.0,22.0,B
10238,64.0,60.0,B
10239,24.0,52.0,D
10240,31.0,18.0,D
10241,4.0,73.0,F
10242,23.0,33.0,D
10243,93.0,39.0,A
10244,58.0,92.0,B
10245,54.0,44.0,D
10246,76.0,45.0,A
10247,85.0,91.0,F
10248,,,
10249,,,
10250,2.0,38.0,D
10251,60.0,16.0,A
10252,32.0,51.0,B
10253,,,
10254,46.0,43.0,D
10255,43.0,33.0,C
10256,,,
10257,53.0,98.0,A
10258,73.0,16.0,B
10259,70.0,92.0,A
10260,83.0,31.0,F
10261,3.0,56.0,A
10262,18.0,62.0,D
10263,,,
10264,58.0,79.0,B
10265,43.0,16.0,F
10266,20.0,16.0,B
10267,2.0,1.0,A
10268,34.0,54.0,C
10269,44.0,47.0,F
10270,64.0,19.0,F
10271,3.0,37.0,D
10272,75.0,74.0,B
10273,6.0,14.0,B
10274,93.0,6.0,A
10275,11.0,22.0,C
10276,49.0,47.0,C
10277,82.0,86.0,F
10278,11.0,10.0,F
10279,49.0,28.0,F
10280,59.0,47.0,C
10281,36.0,4.0,D
10282,22.0,61.0,F
10283,20.0,10.0,D
10284,51.0,27.0,B
10285,81.0,32.0,B
10286,37.0,37.0,D
10287,35.0,40.0,D
10288,35.0,53.0,A
10289,92.0,6.0,A
10290,47.0,16.0,D
10291,22.0,32.0,B
10292,96.0,45.0,C
10293,25.0,63.0,C
10294,28.0,37.0,B
10295,4.0,51.0,D
10296,8.0,12.0,D
10297,30.0,39.0,D
10298,49.0,70.0,B
10299,60.0,21.0,A
10300,82.0,47.0,F
10301,65.0,78.0,A
10302,97.0,62.0,C
10303,46.0,97.0,A
10304,70.0,67.0,B
10305,51.0,53.0,B
10306,80.0,15.0,C
10307,23.0,49.0,F
10308,41.0,95.0,A
10309,8.0,32.0,A
10310,52.0,94.0,D
10311,63.0,23.0,A
10312,2.0,37.0,C
10313,44.0,38.0,C
10314,9.0,42.0,A
10315,12.0,37.0,B
10316,6.0,41.0,C
10317,80.0,55.0,D
10318,31.0,39.0,D
10319,38.0,44.0,D
10320,4.0,33.0,A
10321,96.0,60.0,D
10322,9.0,31.0,B
10323,34.0,38.0,D
10324,4.0,52.0,B
10325,12.0,11.0,C
10326,58.0,54.0,A
10327,62.0,93.0,F
10328,15.0,78.0,C
10329,56.0,40.0,D
10330,13.0,19.0,F
10331,54.0,31.0,A
10332,39.0,51.0,C
10333,84.0,1.0,C
10334,,,
10335,20.0,30.0,D
10336,25.0,48.0,D
10337,41.0,8.0,A
10338,,,
10339,10.0,11.0,B
10340,65.0,20.0,B
10341,37.0,26.0,C
10342,,,
10343,66.0,22.0,B
10344,54.0,14.0,F
10345,12.0,19.0,C
10346,72.0,0.0,C
10347,59.0,7.0,D
10348,67.0,56.0,A
10349,41.0,27.0,F
10350,67.0,82.0,A
10351,49.0,56.0,C
10352,92.0,63.0,F
10353,80.0,64.0,C
10354,52.0,31.0,D
10355,85.0,69.0,F
10356,47.0,65.0,A
10357,23.0,42.0,D
10358,22.0,51.0,C
10359,42.0,35.0,C
10360,29.0,68.0,C
10361,25.0,54.0,D
10362,13.0,27.0,F
10363,,,
10364,23.0,41.0,D
10365,42.0,9.0,F
10366,33.0,10.0,D
10367,23.0,51.0,F
10368,48.0,71.0,B
10369,97.0,70.0,F
10370,9.0,20.0,F
10371,,,
10372,5.0,11.0,B
10373,84.0,52.0,A
10374,53.0,43.0,B
10375,51.0,9.0,B
10376,1.0,14.0,F
10377,96.0,43.0,B
10378,30.0,79.0,B
10379,4.0,30.0,A
10380,9.0,35.0,C
10381,76.0,44.0,D
10382,89.0,96.0,F
10383,54.0,21.0,B
10384,,,
10385,71.0,62.0,D
10386,60.0,25.0,B
10387,1.0,19.0,D
10388,1.0,48.0,D
10389,67.0,35.0,F
10390,10.0,25.0,D
10391,69.0,4.0,D
10392,94.0,79.0,D
10393,67.0,53.0,A
10394,42.0,89.0,B
10395,9.0,23.0,D
10396,71.0,39.0,D
10397,82.0,29.0,C
10398,45.0,17.0,D
10399,81.0,29.0,B
10400,30.0,42.0,A
10401,,,
10402,,,
10403,29.0,48.0,A
10404,60.0,14.0,D
10405,91.0,57.0,C
10406,10.0,54.0,C
10407,19.0,27.0,F
10408,9.0,53.0,F
10409,8.0,32.0,D
10410,7.0,34.0,A
10411,17.0,44.0,B
10412,51.0,43.0,C
10413,86.0,16.0,F
10414,65.0,31.0,B
10415,83.0,26.0,C
10416,46.0,76.0,C
10417,16.0,52.0,D
10418,48.0,45.0,C
10419,5.0,12.0,D
10420,68.0,15.0,F
10421,77.0,75.0,F
10422,63.0,33.0,C
10423,1.0,55.0,A
10424,25.0,51.0,C
10425,42.0,30.0,D
10426,40.0,14.0,F
10427,37.0,4.0,D
10428,56.0,46.0,C
10429,93.0,60.0,B
10430,60.0,42.0,F
10431,70.0,1.0,A
10432,44.0,36.0,D
10433,79.0,80.0,A
10434,53.0,43.0,F
10435,97.0,60.0,F
10436,,,
10437,65.0,36.0,F
10438,96.0,54.0,F
10439,50.0,48.0,D
10440,33.0,45.0,B
10441,80.0,37.0,D
10442,35.0,81.0,F
10443,89.0,53.0,A
10444,88.0,38.0,B
10445,8.0,31.0,C
10446,89.0,13.0,A
10447,57.0,49.0,D
10448,56.0,10.0,D
10449,64.0,6.0,C
10450,34.0,44.0,C
10451,65.0,81.0,D
10452,,,
10453,33.0,82.0,A
10454,13.0,45.0,C
10455,40.0,37.0,B
10456,76.0,41.0,C
10457,83.0,15.0,D
10458,60.0,67.0,A
10459,82.0,29.0,F
10460,8.0,35.0,D
10461,59.0,50.0,D
10462,21.0,38.0,A
10463,37.0,43.0,D
10464,63.0,85.0,A
10465,20.0,47.0,D
10466,65.0,75.0,B
10467,9.0,53.0,A
10468,64.0,18.0,B
10469,10.0,36.0,F
10470,14.0,98.0,F
10471,7.0,70.0,A
10472,9.0,54.0,B
10473,61.0,61.0,D
10474,,,
10475,8.0,21.0,C
10476,37.0,48.0,A
10477,48.0,18.0,F
10478,66.0,20.0,C
10479,32.0,47.0,F
10480,56.0,56.0,A
10481,15.0,68.0,C
10482,22.0,64.0,C
10483,53.0,42.0,D
10484,,,
10485,6.0,13.0,B
10486,42.0,79.0,D
10487,45.0,22.0,F
10488,89.0,64.0,C
10489,98.0,74.0,C
10490,,,
10491,52.0,73.0,A
10492,37.0,54.0,D
10493,,,
10494,7.0,12.0,D
10495,58.0,30.0,B
10496,37.0,46.0,D
10497,10.0,60.0,A
10498,51.0,46.0,A
10499,86.0,77.0,B
10500,62.0,78.0,B
10501,,,
10502,66.0,30.0,B
10503,99.0,66.0,A
10504,22.0,22.0,B
10505,5.0,18.0,C
10506,69.0,67.0,A
10507,44.0,37.0,F
10508,58.0,58.0,B
10509,57.0,55.0,B
10510,82.0,69.0,C
10511,65.0,78.0,C
10512,49.0,48.0,F
10513,88.0,67.0,A
10514,42.0,53.0,F
10515,63.0,18.0,D
10516,89.0,54.0,A
10517,19.0,19.0,F
10518,24.0,33.0,D
10519,53.0,47.0,D
10520,29.0,37.0,C
10521,23.0,32.0,F
10522,77.0,7.0,F
10523,1.0,17.0,B
10524,9.0,32.0,A
10525,10.0,35.0,B
10526,54.0,45.0,F
10527,73.0,83.0,D
10528,80.0,21.0,A
10529,46.0,68.0,A
10530,25.0,1.0,D
10531,1.0,31.0,F
10532,44.0,33.0,D
10533,94.0,68.0,F
10534,7.0,17.0,F
10535,25.0,41.0,D
10536,41.0,26.0,D
10537,39.0,58.0,F
10538,41.0,42.0,F
10539,13.0,7.0,A
10540,69.0,78.0,F
10541,36.0,69.0,D
10542,91.0,65.0,C
10543,,,
10544,47.0,38.0,D
10545,41.0,44.0,C
10546,,,
10547,85.0,12.0,C
10548,58.0,44.0,D
10549,62.0,21.0,A
10550,67.0,36.0,F
10551,28.0,37.0,C
10552,97.0,75.0,B
10553,30.0,43.0,D
10554,54.0,48.0,D
10555,33.0,31.0,D
10556,53.0,91.0,A
10557,18.0,2.0,F
10558,44.0,19.0,F
10559,60.0,5.0,F
10560,31.0,76.0,C
10561,40.0,41.0,F
10562,11.0,16.0,B
10563,56.0,17.0,D
10564,,,
10565,86.0,95.0,A
10566,32.0,56.0,F
10567,28.0,47.0,D
10568,65.0,21.0,C
10569,71.0,87.0,F
10570,37.0,45.0,D
10571,26.0,52.0,C
10572,45.0,43.0,F
10573,5.0,73.0,B
10574,50.0,49.0,D
10575,85.0,63.0,F
10576,45.0,69.0,A
10577,54.0,34.0,B
10578,31.0,87.0,A
10579,39.0,42.0,F
10580,13.0,17.0,C
10581,47.0,11.0,B
10582,67.0,51.0,B
10583,3.0,19.0,D
10584,58.0,40.0,B
10585,10.0,36.0,A
10586,6.0,78.0,A
10587,75.0,81.0,A
10588,,,
10589,12.0,42.0,A
10590,,,
10591,4.0,74.0,C
10592,4.0,31.0,F
10593,41.0,61.0,D
10594,7.0,29.0,D
10595,13.0,70.0,F
10596,67.0,84.0,F
10597,85.0,68.0,F
10598,67.0,71.0,C
10599,67.0,51.0,C
10600,77.0,46.0,F
10601,54.0,91.0,F
10602,57.0,13.0,D
10603,72.0,23.0,A
10604,,,
10605,54.0,73.0,C
10606,62.0,44.0,B
10607,93.0,73.0,F
10608,7.0,54.0,D
10609,55.0,87.0,F
10610,1.0,28.0,C
10611,24.0,50.0,F
10612,41.0,83.0,C
10613,23.0,77.0,B
10614,23.0,10.0,C
10615,51.0,39.0,C
10616,28.0,33.0,D
10617,75.0,60.0,F
10618,,,
10619,38.0,54.0,D
10620,,,
10621,27.0,44.0,A
10622,36.0,49.0,C
10623,77.0,48.0,D
10624,26.0,51.0,C
10625,94.0,39.0,A
10626,39.0,23.0,F
10627,52.0,79.0,B
10628,57.0,51.0,F
10629,17.0,68.0,D
10630,58.0,37.0,C
10631,93.0,58.0,F
10632,,,
10633,50.0,33.0,D
10634,28.0,84.0,C
10635,,,
10636,33.0,99.0,D
10637,68.0,99.0,C
10638,41.0,51.0,D
10639,75.0,28.0,C
10640,2.0,35.0,B
10641,21.0,54.0,D
10642,8.0,35.0,A
10643,81.0,81.0,A
10644,44.0,8.0,B
10645,71.0,42.0,B
10646,33.0,52.0,A
10647,62.0,80.0,F
10648,2.0,77.0,D
10649,65.0,29.0,C
10650,97.0,92.0,F
10651,49.0,93.0,F
10652,26.0,13.0,A
10653,17.0,2.0,D
10654,67.0,21.0,C
10655,0.0,51.0,F
10656,21.0,27.0,B
10657,31.0,23.0,B
10658,31.0,92.0,C
10659,1.0,36.0,B
10660,83.0,19.0,A
10661,36.0,40.0,D
10662,73.0,84.0,F
10663,21.0,24.0,B
10664,27.0,43.0,C
10665,,,
10666,4.0,27.0,B
10667,8.0,9.0,C
10668,76.0,99.0,D
10669,53.0,26.0,D
10670,11.0,84.0,D
10671,86.0,63.0,C
10672,6.0,0.0,F
10673,13.0,54.0,C
10674,59.0,55.0,B
10675,6.0,33.0,A
10676,63.0,20.0,C
10677,,,
10678,78.0,75.0,A
10679,46.0,49.0,C
10680,15.0,19.0,A
10681,77.0,20.0,F
10682,24.0,64.0,A
10683,33.0,34.0,C
10684,22.0,53.0,C
10685,,,
10686,57.0,76.0,A
10687,31.0,49.0,B
10688,78.0,33.0,B
10689,87.0,42.0,A
10690,,,
10691,75.0,18.0,C
10692,28.0,44.0,D
10693,44.0,21.0,F
10694,79.0,51.0,B
10695,40.0,50.0,F
10696,43.0,49.0,D
10697,40.0,60.0,B
10698,27.0,11.0,F
10699,30.0,3.0,C
10700,36.0,52.0,A
10701,7.0,32.0,F
10702,,,
10703,84.0,15.0,A
10704,51.0,49.0,C
10705,73.0,67.0,B
10706,10.0,55.0,C
10707,,,
10708,61.0,27.0,F
10709,49.0,96.0,C
10710,73.0,48.0,D
10711,53.0,33.0,D
10712,70.0,36.0,B
10713,49.0,29.0,A
10714,50.0,33.0,F
10715,,,
10716,95.0,33.0,F
10717,34.0,2.0,F
10718,24.0,69.0,D
10719,80.0,62.0,A
10720,58.0,75.0,B
10721,50.0,49.0,F
10722,77.0,70.0,A
10723,90.0,68.0,A
10724,,,
10725,23.0,29.0,C
10726,58.0,53.0,C
10727,31.0,10.0,F
10728,,,
10729,46.0,14.0,B
10730,63.0,45.0,C
10731,67.0,11.0,C
10732,70.0,7.0,F
10733,85.0,63.0,D
10734,81.0,52.0,B
10735,66.0,22.0,B
10736,48.0,36.0,B
10737,,,
10738,66.0,5.0,F
10739,54.0,61.0,D
10740,55.0,45.0,B
10741,,,
10742,49.0,72.0,D
10743,78.0,27.0,B
10744,82.0,80.0,D
10745,,,
10746,61.0,27.0,C
10747,82.0,23.0,A
10748,62.0,28.0,B
10749,83.0,10.0,B
10750,48.0,30.0,F
10751,12.0,24.0,C
10752,82.0,76.0,D
10753,32.0,50.0,C
10754,33.0,6.0,C
10755,86.0,6.0,C
10756,58.0,52.0,F
10757,56.0,40.0,D
10758,29.0,53.0,C
10759,51.0,61.0,A
10760,11.0,48.0,A
10761,85.0,46.0,B
10762,42.0,25.0,C
10763,8.0,35.0,C
10764,49.0,46.0,D
10765,42.0,53.0,D
10766,93.0,32.0,C
10767,93.0,7.0,B
10768,9.0,3.0,B
10769,,,
10770,9.0,41.0,A
10771,29.0,41.0,C
