,session 3,session 4,test 2,dropout
9592,46.0,50.0,A,N
9593,6.0,38.0,A,N
9594,60.0,33.0,A,N
9595,8.0,36.0,D,N
9596,97.0,50.0,A,N
9597,,,,Y
9598,22.0,40.0,D,N
9599,7.0,21.0,B,N
9600,88.0,26.0,B,N
9601,12.0,16.0,D,N
9602,,,,Y
9603,94.0,20.0,A,N
9604,72.0,66.0,D,N
9605,11.0,0.0,A,Y
9606,26.0,75.0,C,N
9607,44.0,52.0,B,N
9608,49.0,21.0,D,Y
9609,99.0,36.0,B,N
9610,77.0,67.0,F,N
9611,58.0,54.0,C,N
9612,11.0,48.0,D,N
9613,1.0,22.0,C,N
9614,58.0,19.0,F,Y
9615,40.0,37.0,D,N
9616,59.0,50.0,D,N
9617,32.0,99.0,F,N
9618,96.0,46.0,A,N
9619,80.0,40.0,D,N
9620,51.0,46.0,C,Y
9621,22.0,44.0,F,Y
9622,71.0,71.0,A,N
9623,7.0,23.0,C,N
9624,53.0,57.0,A,N
9625,98.0,17.0,D,N
9626,11.0,10.0,D,N
9627,49.0,43.0,D,N
9628,11.0,20.0,D,N
9629,29.0,64.0,F,Y
9630,51.0,83.0,D,Y
9631,3.0,23.0,A,N
9632,84.0,3.0,F,Y
9633,75.0,79.0,D,N
9634,,,,Y
9635,80.0,64.0,C,N
9636,,,,Y
9637,81.0,63.0,B,N
9638,,,,Y
9639,,,,Y
9640,76.0,59.0,A,N
9641,8.0,37.0,C,N
9642,37.0,50.0,C,N
9643,29.0,48.0,C,N
9644,36.0,46.0,D,N
9645,70.0,24.0,B,N
9646,38.0,0.0,A,Y
9647,35.0,13.0,F,Y
9648,71.0,69.0,F,N
9649,31.0,6.0,D,Y
9650,,,,Y
9651,85.0,53.0,D,N
9652,54.0,34.0,D,N
9653,43.0,78.0,D,N
9654,57.0,21.0,A,N
9655,89.0,47.0,A,Y
9656,35.0,30.0,D,N
9657,36.0,27.0,F,Y
9658,6.0,19.0,F,Y
9659,11.0,59.0,B,Y
9660,,,,Y
9661,38.0,57.0,B,Y
9662,3.0,46.0,D,Y
9663,71.0,20.0,C,N
9664,88.0,84.0,C,N
9665,58.0,22.0,F,N
9666,2.0,57.0,C,N
9667,41.0,51.0,D,N
9668,58.0,45.0,C,N
9669,19.0,67.0,C,Y
9670,7.0,28.0,B,N
9671,19.0,13.0,B,N
9672,24.0,7.0,F,Y
9673,51.0,57.0,B,Y
9674,13.0,53.0,C,N
9675,41.0,13.0,B,N
9676,4.0,50.0,C,N
9677,70.0,69.0,B,Y
9678,49.0,50.0,D,N
9679,49.0,34.0,C,N
9680,59.0,43.0,C,N
9681,11.0,31.0,B,N
9682,21.0,41.0,C,N
9683,75.0,64.0,D,N
9684,91.0,66.0,A,N
9685,61.0,36.0,C,N
9686,41.0,54.0,D,N
9687,5.0,18.0,B,N
9688,,,,Y
9689,19.0,93.0,A,Y
9690,15.0,51.0,F,Y
9691,10.0,60.0,D,N
9692,48.0,64.0,A,N
9693,49.0,32.0,D,N
9694,96.0,66.0,A,N
9695,58.0,55.0,C,Y
9696,99.0,77.0,A,N
9697,69.0,46.0,C,N
9698,18.0,13.0,D,N
9699,79.0,27.0,A,N
9700,,,,Y
9701,85.0,52.0,B,N
9702,49.0,13.0,C,Y
9703,40.0,4.0,C,Y
9704,91.0,64.0,A,N
9705,22.0,52.0,F,Y
9706,40.0,40.0,D,N
9707,48.0,30.0,D,N
9708,44.0,18.0,F,Y
9709,15.0,21.0,D,Y
9710,91.0,55.0,B,N
9711,7.0,91.0,C,Y
9712,,,,Y
9713,13.0,21.0,D,N
9714,49.0,47.0,A,N
9715,43.0,47.0,D,N
9716,,,,Y
9717,42.0,20.0,F,Y
9718,7.0,32.0,D,N
9719,,,,Y
9720,18.0,53.0,C,Y
9721,43.0,76.0,C,Y
9722,78.0,82.0,D,Y
9723,99.0,58.0,D,N
9724,4.0,43.0,A,N
9725,70.0,36.0,B,N
9726,25.0,63.0,F,N
9727,34.0,79.0,C,Y
9728,38.0,31.0,F,N
9729,44.0,54.0,C,Y
9730,68.0,85.0,A,N
9731,3.0,17.0,D,N
9732,8.0,17.0,B,N
9733,51.0,51.0,B,N
9734,,,,Y
9735,32.0,45.0,C,Y
9736,74.0,8.0,F,N
9737,57.0,34.0,D,N
9738,43.0,77.0,F,Y
9739,46.0,37.0,D,N
9740,89.0,76.0,D,Y
9741,74.0,20.0,A,Y
9742,76.0,52.0,C,N
9743,95.0,43.0,A,N
9744,94.0,38.0,B,N
9745,16.0,53.0,C,N
9746,44.0,68.0,B,N
9747,70.0,33.0,B,N
9748,52.0,35.0,C,N
9749,35.0,36.0,D,N
9750,56.0,37.0,C,N
9751,56.0,31.0,A,N
9752,53.0,32.0,F,Y
9753,5.0,45.0,F,N
9754,48.0,60.0,C,Y
9755,74.0,43.0,B,Y
9756,85.0,66.0,F,N
9757,62.0,23.0,D,Y
9758,51.0,78.0,D,Y
9759,44.0,50.0,C,N
9760,8.0,58.0,D,Y
9761,27.0,47.0,D,N
9762,43.0,11.0,F,N
9763,7.0,34.0,A,N
9764,31.0,41.0,C,N
9765,47.0,64.0,C,Y
9766,,,,Y
9767,8.0,31.0,B,N
9768,25.0,45.0,D,N
9769,15.0,76.0,A,N
9770,9.0,46.0,A,N
9771,57.0,64.0,A,N
9772,,,,Y
9773,46.0,42.0,C,N
9774,23.0,28.0,F,Y
9775,,,,Y
9776,,,,Y
9777,92.0,2.0,D,N
9778,37.0,35.0,C,N
9779,52.0,54.0,A,N
9780,63.0,54.0,A,N
9781,57.0,24.0,D,N
9782,89.0,86.0,A,N
9783,35.0,36.0,C,N
9784,,,,Y
9785,18.0,27.0,B,N
9786,,,,Y
9787,48.0,28.0,D,Y
9788,30.0,26.0,B,N
9789,71.0,78.0,A,N
9790,14.0,95.0,B,Y
9791,68.0,11.0,F,Y
9792,80.0,53.0,A,N
9793,54.0,48.0,D,N
9794,67.0,26.0,A,N
9795,58.0,28.0,B,N
9796,,,,Y
9797,60.0,28.0,B,Y
9798,48.0,30.0,D,N
9799,87.0,63.0,B,N
9800,4.0,36.0,A,N
9801,95.0,41.0,A,N
9802,,,,Y
9803,2.0,43.0,D,N
9804,38.0,6.0,F,Y
9805,12.0,24.0,A,N
9806,56.0,46.0,A,N
9807,97.0,27.0,A,N
9808,26.0,8.0,D,Y
9809,5.0,33.0,A,N
9810,50.0,37.0,B,N
9811,73.0,65.0,C,N
9812,10.0,54.0,B,N
9813,86.0,38.0,B,N
9814,43.0,54.0,F,N
9815,75.0,41.0,F,N
9816,68.0,27.0,C,N
9817,84.0,51.0,A,Y
9818,86.0,53.0,D,N
9819,50.0,22.0,F,Y
9820,85.0,95.0,B,N
9821,13.0,23.0,A,N
9822,38.0,52.0,D,N
9823,18.0,3.0,F,Y
9824,38.0,31.0,F,N
9825,7.0,35.0,D,N
9826,70.0,33.0,F,Y
9827,55.0,47.0,C,N
9828,89.0,29.0,C,N
9829,23.0,85.0,F,Y
9830,7.0,17.0,A,N
9831,,,,Y
9832,65.0,66.0,C,N
9833,,,,Y
9834,35.0,44.0,D,N
9835,73.0,26.0,A,N
9836,18.0,99.0,F,Y
9837,10.0,11.0,B,N
9838,7.0,86.0,F,N
9839,3.0,28.0,D,N
9840,39.0,15.0,A,N
9841,84.0,43.0,D,N
9842,2.0,50.0,D,N
9843,26.0,30.0,D,N
9844,2.0,55.0,C,N
9845,,,,Y
9846,25.0,46.0,A,Y
9847,63.0,61.0,F,N
9848,11.0,56.0,C,N
9849,63.0,95.0,A,N
9850,76.0,31.0,A,N
9851,7.0,18.0,F,N
9852,,,,Y
9853,83.0,82.0,B,Y
9854,27.0,47.0,C,N
9855,12.0,26.0,F,N
9856,68.0,26.0,C,N
9857,58.0,5.0,D,Y
9858,60.0,55.0,B,N
9859,52.0,54.0,A,N
9860,39.0,51.0,C,Y
9861,87.0,88.0,C,Y
9862,55.0,50.0,C,N
9863,2.0,24.0,A,N
9864,31.0,23.0,F,Y
9865,,,,Y
9866,17.0,59.0,D,Y
9867,76.0,46.0,F,Y
9868,1.0,34.0,F,Y
9869,72.0,41.0,A,N
9870,84.0,33.0,B,N
9871,30.0,60.0,B,Y
9872,71.0,56.0,C,N
9873,33.0,84.0,F,N
9874,27.0,36.0,D,N
9875,59.0,2.0,F,Y
9876,43.0,65.0,F,Y
9877,60.0,96.0,A,N
9878,12.0,37.0,A,N
9879,12.0,23.0,A,N
9880,24.0,68.0,C,N
9881,42.0,51.0,D,N
9882,43.0,38.0,A,N
9883,79.0,25.0,B,N
9884,,,,Y
9885,46.0,3.0,F,Y
9886,92.0,26.0,A,N
9887,59.0,51.0,D,N
9888,88.0,13.0,D,N
9889,77.0,87.0,A,Y
9890,76.0,32.0,B,N
9891,10.0,44.0,C,N
9892,3.0,28.0,B,N
9893,62.0,6.0,D,N
9894,,,,Y
9895,64.0,80.0,A,N
9896,,,,Y
9897,84.0,79.0,F,N
9898,81.0,59.0,A,N
9899,24.0,37.0,D,N
9900,56.0,40.0,C,N
9901,53.0,73.0,A,N
9902,57.0,43.0,C,N
9903,47.0,70.0,F,N
9904,30.0,73.0,D,Y
9905,77.0,18.0,C,N
9906,69.0,66.0,B,N
9907,10.0,9.0,C,N
9908,50.0,9.0,A,Y
9909,79.0,29.0,A,N
9910,66.0,95.0,F,N
9911,25.0,6.0,F,Y
9912,68.0,53.0,C,N
9913,8.0,34.0,C,N
9914,6.0,22.0,A,N
9915,72.0,3.0,D,Y
9916,48.0,65.0,D,Y
9917,35.0,29.0,F,Y
9918,40.0,35.0,B,N
9919,43.0,49.0,D,N
9920,89.0,83.0,A,N
9921,6.0,38.0,B,N
9922,21.0,31.0,D,N
9923,80.0,69.0,F,Y
9924,51.0,50.0,B,N
9925,51.0,42.0,B,N
9926,20.0,44.0,F,Y
9927,36.0,34.0,D,N
9928,32.0,47.0,D,N
9929,86.0,1.0,C,N
9930,56.0,85.0,A,N
9931,,,,Y
9932,74.0,3.0,C,Y
9933,71.0,85.0,D,N
9934,61.0,30.0,C,Y
9935,62.0,83.0,A,Y
9936,13.0,78.0,A,Y
9937,26.0,5.0,F,Y
9938,0.0,26.0,F,Y
9939,91.0,46.0,B,N
9940,4.0,21.0,A,N
9941,45.0,46.0,B,N
9942,46.0,53.0,F,N
9943,10.0,14.0,A,N
9944,25.0,69.0,A,Y
9945,75.0,16.0,F,Y
9946,42.0,73.0,A,Y
9947,63.0,40.0,A,N
9948,78.0,79.0,C,Y
9949,47.0,19.0,A,N
9950,6.0,40.0,C,N
9951,,,,Y
9952,74.0,32.0,A,N
9953,28.0,98.0,D,N
9954,42.0,50.0,B,Y
9955,57.0,81.0,A,N
9956,11.0,58.0,A,Y
9957,55.0,45.0,F,Y
9958,64.0,53.0,A,N
9959,40.0,51.0,D,N
9960,,,,Y
9961,52.0,25.0,A,N
9962,42.0,71.0,A,N
9963,11.0,47.0,A,N
9964,43.0,34.0,A,N
9965,11.0,46.0,A,N
9966,2.0,26.0,A,N
9967,58.0,78.0,F,Y
9968,50.0,32.0,C,Y
9969,26.0,27.0,C,N
9970,43.0,34.0,D,N
9971,78.0,43.0,C,Y
9972,4.0,42.0,B,N
9973,52.0,68.0,D,N
9974,51.0,38.0,D,N
9975,8.0,20.0,C,Y
9976,7.0,32.0,A,Y
9977,86.0,13.0,C,N
9978,45.0,52.0,F,N
9979,,,,Y
9980,7.0,37.0,C,N
9981,63.0,36.0,B,Y
9982,1.0,10.0,B,N
9983,2.0,25.0,A,N
9984,29.0,92.0,C,N
9985,11.0,33.0,B,Y
9986,25.0,52.0,D,N
9987,,,,Y
9988,74.0,41.0,A,N
9989,98.0,61.0,A,N
9990,32.0,19.0,F,Y
9991,72.0,3.0,A,N
9992,66.0,25.0,B,Y
9993,66.0,15.0,D,N
9994,48.0,77.0,C,Y
9995,54.0,35.0,F,Y
9996,44.0,49.0,D,N
9997,50.0,63.0,D,N
9998,80.0,68.0,A,Y
9999,64.0,79.0,A,N
10000,89.0,15.0,B,Y
10001,3.0,32.0,C,N
10002,80.0,44.0,A,N
10003,66.0,20.0,A,N
10004,83.0,92.0,D,N
10005,11.0,14.0,C,Y
10006,49.0,38.0,D,N
10007,28.0,51.0,D,N
10008,2.0,52.0,F,N
10009,10.0,56.0,F,N
10010,56.0,6.0,B,N
10011,26.0,52.0,D,N
10012,42.0,34.0,F,N
10013,24.0,14.0,C,Y
10014,,,,Y
10015,,,,Y
10016,54.0,18.0,A,N
10017,,,,Y
10018,67.0,25.0,F,Y
10019,42.0,71.0,A,Y
10020,,,,Y
10021,67.0,46.0,A,N
10022,68.0,27.0,F,N
10023,11.0,2.0,D,N
10024,6.0,23.0,C,N
10025,59.0,34.0,C,Y
10026,69.0,75.0,C,N
10027,9.0,42.0,D,N
10028,25.0,53.0,D,N
10029,13.0,27.0,A,N
10030,,,,Y
10031,4.0,29.0,B,Y
10032,49.0,42.0,B,N
10033,60.0,1.0,D,N
10034,26.0,49.0,F,N
10035,41.0,90.0,A,N
10036,34.0,65.0,B,Y
10037,64.0,77.0,D,Y
10038,44.0,61.0,D,N
10039,32.0,49.0,D,N
10040,97.0,72.0,C,Y
10041,35.0,65.0,F,Y
10042,70.0,45.0,C,N
10043,62.0,75.0,D,Y
10044,47.0,50.0,C,Y
10045,78.0,82.0,F,Y
10046,55.0,73.0,A,N
10047,88.0,29.0,A,N
10048,53.0,79.0,C,N
10049,25.0,14.0,F,Y
10050,45.0,23.0,A,N
10051,,,,Y
10052,75.0,25.0,B,N
10053,71.0,79.0,B,N
10054,,,,Y
10055,40.0,6.0,C,Y
10056,9.0,47.0,C,N
10057,5.0,7.0,F,Y
10058,27.0,33.0,D,N
10059,40.0,5.0,F,Y
10060,74.0,37.0,C,Y
10061,38.0,49.0,B,N
10062,78.0,35.0,B,Y
10063,73.0,52.0,C,Y
10064,86.0,66.0,A,N
10065,42.0,97.0,A,Y
10066,69.0,56.0,A,N
10067,12.0,38.0,C,N
10068,84.0,69.0,F,N
10069,53.0,32.0,C,N
10070,34.0,95.0,A,Y
10071,,,,Y
10072,89.0,56.0,C,N
10073,62.0,28.0,A,Y
10074,78.0,82.0,B,N
10075,10.0,52.0,D,N
10076,3.0,42.0,A,Y
10077,78.0,53.0,D,N
10078,43.0,39.0,C,N
10079,66.0,19.0,D,Y
10080,,,,Y
10081,94.0,39.0,C,N
10082,9.0,25.0,B,N
10083,80.0,64.0,A,N
10084,59.0,61.0,F,N
10085,75.0,43.0,D,N
10086,75.0,21.0,A,N
10087,67.0,40.0,C,N
10088,23.0,90.0,D,N
10089,42.0,1.0,F,Y
10090,22.0,43.0,A,N
10091,31.0,87.0,B,N
10092,27.0,53.0,C,N
10093,11.0,36.0,F,N
10094,,,,Y
10095,66.0,11.0,F,N
10096,43.0,35.0,C,N
10097,,,,Y
10098,37.0,4.0,B,Y
10099,58.0,85.0,F,N
10100,13.0,38.0,A,N
10101,33.0,32.0,D,N
10102,5.0,23.0,D,N
10103,1.0,22.0,A,N
10104,77.0,57.0,B,N
10105,60.0,75.0,A,N
10106,76.0,23.0,C,N
10107,61.0,32.0,A,Y
10108,62.0,64.0,F,N
10109,30.0,34.0,C,N
10110,27.0,54.0,C,N
10111,39.0,12.0,F,Y
10112,27.0,4.0,D,Y
10113,30.0,22.0,D,Y
10114,37.0,4.0,F,Y
10115,61.0,53.0,A,Y
10116,4.0,33.0,F,N
10117,3.0,2.0,D,N
10118,46.0,36.0,D,N
10119,54.0,93.0,A,N
10120,72.0,48.0,B,N
10121,78.0,47.0,F,N
10122,57.0,83.0,D,Y
10123,7.0,36.0,A,Y
10124,76.0,37.0,B,N
10125,81.0,27.0,C,N
10126,7.0,54.0,B,N
10127,14.0,46.0,F,N
10128,,,,Y
10129,55.0,12.0,F,Y
10130,72.0,26.0,B,N
10131,8.0,53.0,A,Y
10132,,,,Y
10133,7.0,56.0,C,N
10134,91.0,31.0,B,N
10135,51.0,31.0,F,Y
10136,10.0,59.0,F,Y
10137,59.0,35.0,A,N
10138,71.0,73.0,A,N
10139,21.0,35.0,D,N
10140,4.0,39.0,D,N
10141,54.0,40.0,D,N
10142,,,,Y
10143,21.0,44.0,C,N
10144,3.0,25.0,D,N
10145,72.0,20.0,A,N
10146,,,,Y
10147,29.0,30.0,F,N
10148,58.0,50.0,B,N
10149,53.0,94.0,F,Y
10150,68.0,52.0,B,Y
10151,84.0,63.0,D,Y
10152,7.0,17.0,C,N
10153,89.0,88.0,C,N
10154,85.0,49.0,A,N
10155,21.0,13.0,F,Y
10156,9.0,40.0,D,N
10157,23.0,42.0,D,N
10158,78.0,47.0,F,N
10159,96.0,72.0,A,N
10160,84.0,82.0,C,N
10161,56.0,57.0,C,N
10162,39.0,41.0,C,N
10163,36.0,1.0,B,Y
10164,6.0,46.0,C,N
10165,8.0,24.0,C,N
10166,65.0,7.0,F,Y
10167,99.0,50.0,F,N
10168,13.0,40.0,F,N
10169,41.0,24.0,A,N
10170,71.0,63.0,D,Y
10171,10.0,50.0,B,N
10172,4.0,18.0,D,N
10173,25.0,29.0,F,N
10174,60.0,45.0,D,Y
10175,6.0,49.0,D,N
10176,4.0,16.0,A,N
10177,70.0,6.0,F,N
10178,5.0,27.0,C,N
10179,21.0,34.0,F,N
10180,77.0,38.0,D,N
10181,75.0,59.0,C,N
10182,50.0,23.0,D,N
10183,58.0,52.0,D,N
10184,83.0,33.0,F,N
10185,5.0,24.0,C,N
10186,78.0,22.0,C,Y
10187,44.0,17.0,A,N
10188,34.0,40.0,F,N
10189,19.0,23.0,A,Y
10190,47.0,40.0,F,N
10191,18.0,99.0,C,Y
10192,28.0,48.0,D,N
10193,36.0,47.0,B,Y
10194,42.0,69.0,B,Y
10195,29.0,74.0,D,N
10196,13.0,33.0,F,N
10197,98.0,3.0,C,N
10198,77.0,70.0,D,Y
10199,9.0,43.0,B,N
10200,13.0,35.0,D,N
10201,29.0,3.0,F,Y
10202,,,,Y
10203,78.0,63.0,D,N
10204,49.0,36.0,D,N
10205,48.0,48.0,F,N
10206,87.0,72.0,B,N
10207,40.0,33.0,C,Y
10208,22.0,50.0,F,N
10209,47.0,50.0,D,N
10210,47.0,98.0,C,Y
10211,55.0,43.0,A,N
10212,81.0,4.0,B,Y
10213,5.0,48.0,C,N
10214,7.0,60.0,C,N
10215,65.0,88.0,D,N
10216,48.0,49.0,D,N
10217,70.0,27.0,C,N
10218,31.0,10.0,A,Y
10219,56.0,96.0,D,Y
10220,69.0,82.0,C,Y
10221,44.0,5.0,B,Y
10222,67.0,56.0,F,N
10223,,,,Y
10224,51.0,98.0,F,N
10225,88.0,45.0,D,N
10226,7.0,35.0,B,N
10227,,,,Y
10228,88.0,25.0,F,N
10229,,,,Y
10230,59.0,48.0,C,N
10231,54.0,42.0,C,N
10232,75.0,58.0,B,N
10233,,,,Y
10234,57.0,31.0,F,N
10235,43.0,32.0,F,N
10236,78.0,69.0,F,Y
10237,98.0,22.0,B,N
10238,64.0,60.0,B,Y
10239,24.0,52.0,D,N
10240,31.0,18.0,D,Y
10241,4.0,73.0,F,N
10242,23.0,33.0,D,N
10243,93.0,39.0,A,N
10244,58.0,92.0,B,N
10245,54.0,44.0,D,N
10246,76.0,45.0,A,N
10247,85.0,91.0,F,N
10248,,,,Y
10249,,,,Y
10250,2.0,38.0,D,N
10251,60.0,16.0,A,Y
10252,32.0,51.0,B,N
10253,,,,Y
10254,46.0,43.0,D,N
10255,43.0,33.0,C,N
10256,,,,Y
10257,53.0,98.0,A,N
10258,73.0,16.0,B,Y
10259,70.0,92.0,A,N
10260,83.0,31.0,F,Y
10261,3.0,56.0,A,N
10262,18.0,62.0,D,N
10263,,,,Y
10264,58.0,79.0,B,N
10265,43.0,16.0,F,Y
10266,20.0,16.0,B,Y
10267,2.0,1.0,A,Y
10268,34.0,54.0,C,N
10269,44.0,47.0,F,Y
10270,64.0,19.0,F,N
10271,3.0,37.0,D,N
10272,75.0,74.0,B,N
10273,6.0,14.0,B,N
10274,93.0,6.0,A,Y
10275,11.0,22.0,C,N
10276,49.0,47.0,C,Y
10277,82.0,86.0,F,N
10278,11.0,10.0,F,Y
10279,49.0,28.0,F,Y
10280,59.0,47.0,C,N
10281,36.0,4.0,D,Y
10282,22.0,61.0,F,Y
10283,20.0,10.0,D,Y
10284,51.0,27.0,B,N
10285,81.0,32.0,B,N
10286,37.0,37.0,D,N
10287,35.0,40.0,D,N
10288,35.0,53.0,A,Y
10289,92.0,6.0,A,N
10290,47.0,16.0,D,Y
10291,22.0,32.0,B,N
10292,96.0,45.0,C,N
10293,25.0,63.0,C,Y
10294,28.0,37.0,B,N
10295,4.0,51.0,D,N
10296,8.0,12.0,D,Y
10297,30.0,39.0,D,N
10298,49.0,70.0,B,N
10299,60.0,21.0,A,Y
10300,82.0,47.0,F,N
10301,65.0,78.0,A,N
10302,97.0,62.0,C,N
10303,46.0,97.0,A,N
10304,70.0,67.0,B,N
10305,51.0,53.0,B,N
10306,80.0,15.0,C,Y
10307,23.0,49.0,F,N
10308,41.0,95.0,A,N
10309,8.0,32.0,A,N
10310,52.0,94.0,D,Y
10311,63.0,23.0,A,Y
10312,2.0,37.0,C,N
10313,44.0,38.0,C,N
10314,9.0,42.0,A,N
10315,12.0,37.0,B,N
10316,6.0,41.0,C,N
10317,80.0,55.0,D,N
10318,31.0,39.0,D,N
10319,38.0,44.0,D,N
10320,4.0,33.0,A,N
10321,96.0,60.0,D,Y
10322,9.0,31.0,B,N
10323,34.0,38.0,D,N
10324,4.0,52.0,B,N
10325,12.0,11.0,C,N
10326,58.0,54.0,A,N
10327,62.0,93.0,F,Y
10328,15.0,78.0,C,N
10329,56.0,40.0,D,N
10330,13.0,19.0,F,Y
10331,54.0,31.0,A,N
10332,39.0,51.0,C,Y
10333,84.0,1.0,C,Y
10334,,,,Y
10335,20.0,30.0,D,N
10336,25.0,48.0,D,N
10337,41.0,8.0,A,Y
10338,,,,Y
10339,10.0,11.0,B,N
10340,65.0,20.0,B,N
10341,37.0,26.0,C,Y
10342,,,,Y
10343,66.0,22.0,B,N
10344,54.0,14.0,F,Y
10345,12.0,19.0,C,N
10346,72.0,0.0,C,Y
10347,59.0,7.0,D,Y
10348,67.0,56.0,A,Y
10349,41.0,27.0,F,Y
10350,67.0,82.0,A,N
10351,49.0,56.0,C,Y
10352,92.0,63.0,F,Y
10353,80.0,64.0,C,N
10354,52.0,31.0,D,N
10355,85.0,69.0,F,Y
10356,47.0,65.0,A,N
10357,23.0,42.0,D,N
10358,22.0,51.0,C,N
10359,42.0,35.0,C,Y
10360,29.0,68.0,C,Y
10361,25.0,54.0,D,N
10362,13.0,27.0,F,N
10363,,,,Y
10364,23.0,41.0,D,N
10365,42.0,9.0,F,Y
10366,33.0,10.0,D,Y
10367,23.0,51.0,F,N
10368,48.0,71.0,B,Y
10369,97.0,70.0,F,N
10370,9.0,20.0,F,N
10371,,,,Y
10372,5.0,11.0,B,N
10373,84.0,52.0,A,N
10374,53.0,43.0,B,N
10375,51.0,9.0,B,N
10376,1.0,14.0,F,Y
10377,96.0,43.0,B,N
10378,30.0,79.0,B,Y
10379,4.0,30.0,A,N
10380,9.0,35.0,C,Y
10381,76.0,44.0,D,N
10382,89.0,96.0,F,N
10383,54.0,21.0,B,N
10384,,,,Y
10385,71.0,62.0,D,N
10386,60.0,25.0,B,N
10387,1.0,19.0,D,N
10388,1.0,48.0,D,Y
10389,67.0,35.0,F,Y
10390,10.0,25.0,D,N
10391,69.0,4.0,D,Y
10392,94.0,79.0,D,N
10393,67.0,53.0,A,N
10394,42.0,89.0,B,N
10395,9.0,23.0,D,N
10396,71.0,39.0,D,N
10397,82.0,29.0,C,Y
10398,45.0,17.0,D,Y
10399,81.0,29.0,B,Y
10400,30.0,42.0,A,Y
10401,,,,Y
10402,,,,Y
10403,29.0,48.0,A,N
10404,60.0,14.0,D,N
10405,91.0,57.0,C,N
10406,10.0,54.0,C,N
10407,19.0,27.0,F,Y
10408,9.0,53.0,F,N
10409,8.0,32.0,D,N
10410,7.0,34.0,A,N
10411,17.0,44.0,B,Y
10412,51.0,43.0,C,N
10413,86.0,16.0,F,Y
10414,65.0,31.0,B,N
10415,83.0,26.0,C,Y
10416,46.0,76.0,C,Y
10417,16.0,52.0,D,Y
10418,48.0,45.0,C,N
10419,5.0,12.0,D,N
10420,68.0,15.0,F,N
10421,77.0,75.0,F,N
10422,63.0,33.0,C,Y
10423,1.0,55.0,A,Y
10424,25.0,51.0,C,N
10425,42.0,30.0,D,N
10426,40.0,14.0,F,N
10427,37.0,4.0,D,N
10428,56.0,46.0,C,N
10429,93.0,60.0,B,N
10430,60.0,42.0,F,N
10431,70.0,1.0,A,N
10432,44.0,36.0,D,N
10433,79.0,80.0,A,N
10434,53.0,43.0,F,N
10435,97.0,60.0,F,N
10436,,,,Y
10437,65.0,36.0,F,N
10438,96.0,54.0,F,N
10439,50.0,48.0,D,N
10440,33.0,45.0,B,N
10441,80.0,37.0,D,Y
10442,35.0,81.0,F,Y
10443,89.0,53.0,A,N
10444,88.0,38.0,B,N
10445,8.0,31.0,C,N
10446,89.0,13.0,A,N
10447,57.0,49.0,D,N
10448,56.0,10.0,D,Y
10449,64.0,6.0,C,Y
10450,34.0,44.0,C,N
10451,65.0,81.0,D,Y
10452,,,,Y
10453,33.0,82.0,A,Y
10454,13.0,45.0,C,N
10455,40.0,37.0,B,N
10456,76.0,41.0,C,Y
10457,83.0,15.0,D,Y
10458,60.0,67.0,A,N
10459,82.0,29.0,F,Y
10460,8.0,35.0,D,N
10461,59.0,50.0,D,Y
10462,21.0,38.0,A,N
10463,37.0,43.0,D,N
10464,63.0,85.0,A,Y
10465,20.0,47.0,D,N
10466,65.0,75.0,B,N
10467,9.0,53.0,A,N
10468,64.0,18.0,B,N
10469,10.0,36.0,F,N
10470,14.0,98.0,F,N
10471,7.0,70.0,A,N
10472,9.0,54.0,B,N
10473,61.0,61.0,D,N
10474,,,,Y
10475,8.0,21.0,C,N
10476,37.0,48.0,A,Y
10477,48.0,18.0,F,Y
10478,66.0,20.0,C,N
10479,32.0,47.0,F,N
10480,56.0,56.0,A,N
10481,15.0,68.0,C,N
10482,22.0,64.0,C,N
10483,53.0,42.0,D,N
10484,,,,Y
10485,6.0,13.0,B,N
10486,42.0,79.0,D,N
10487,45.0,22.0,F,Y
10488,89.0,64.0,C,Y
10489,98.0,74.0,C,N
10490,,,,Y
10491,52.0,73.0,A,N
10492,37.0,54.0,D,Y
10493,,,,Y
10494,7.0,12.0,D,N
10495,58.0,30.0,B,N
10496,37.0,46.0,D,N
10497,10.0,60.0,A,N
10498,51.0,46.0,A,N
10499,86.0,77.0,B,N
10500,62.0,78.0,B,N
10501,,,,Y
10502,66.0,30.0,B,N
10503,99.0,66.0,A,N
10504,22.0,22.0,B,N
10505,5.0,18.0,C,N
10506,69.0,67.0,A,N
10507,44.0,37.0,F,N
10508,58.0,58.0,B,N
10509,57.0,55.0,B,N
10510,82.0,69.0,C,Y
10511,65.0,78.0,C,N
10512,49.0,48.0,F,N
10513,88.0,67.0,A,N
10514,42.0,53.0,F,N
10515,63.0,18.0,D,Y
10516,89.0,54.0,A,N
10517,19.0,19.0,F,Y
10518,24.0,33.0,D,N
10519,53.0,47.0,D,N
10520,29.0,37.0,C,N
10521,23.0,32.0,F,N
10522,77.0,7.0,F,N
10523,1.0,17.0,B,Y
10524,9.0,32.0,A,N
10525,10.0,35.0,B,N
10526,54.0,45.0,F,N
10527,73.0,83.0,D,Y
10528,80.0,21.0,A,N
10529,46.0,68.0,A,N
10530,25.0,1.0,D,N
10531,1.0,31.0,F,N
10532,44.0,33.0,D,N
10533,94.0,68.0,F,N
10534,7.0,17.0,F,N
10535,25.0,41.0,D,N
10536,41.0,26.0,D,Y
