,External,Year,session 1,session 2,test 1,dropout
10089,Y,first,78,79,F,Y
10090,N,third,47,46,B,N
10091,Y,first,38,47,A,N
10092,N,first,7,16,D,N
10093,N,third,7,1,A,N
10094,Y,first,14,9,D,Y
10095,N,second,96,31,A,N
10096,Y,first,17,9,F,N
10097,N,third,15,38,B,Y
10098,Y,first,23,6,B,Y
10099,N,second,6,92,F,N
10100,N,third,6,7,F,N
10101,N,first,18,27,F,N
10102,N,third,2,9,B,N
10103,N,third,7,10,F,N
10104,N,second,76,70,B,N
10105,N,third,78,94,C,N
10106,Y,third,63,81,C,N
10107,N,third,16,1,D,Y
10108,Y,third,78,40,D,N
10109,Y,first,11,28,F,N
10110,N,second,2,2,D,N
10111,Y,third,55,52,A,Y
10112,Y,first,59,31,D,Y
10113,Y,first,29,40,D,Y
10114,Y,first,42,36,C,Y
10115,Y,third,3,13,A,Y
10116,Y,third,5,5,A,N
10117,N,third,43,70,B,N
10118,N,second,18,4,F,N
10119,N,second,77,50,A,N
10120,Y,second,72,16,A,N
10121,Y,first,36,54,B,N
10122,N,third,32,50,A,Y
10123,Y,third,22,63,C,Y
10124,Y,second,87,87,F,N
10125,Y,third,32,63,F,N
10126,N,second,6,16,A,N
10127,Y,second,16,56,D,N
10128,N,third,10,18,F,Y
10129,Y,third,56,33,A,Y
10130,Y,third,74,58,A,N
10131,Y,third,49,91,D,Y
10132,N,third,14,16,F,Y
10133,N,third,3,4,A,N
10134,Y,third,76,29,A,N
10135,Y,first,99,59,A,Y
10136,Y,first,83,71,B,Y
10137,N,third,88,32,A,N
10138,N,third,90,77,A,N
10139,Y,first,11,12,D,N
10140,N,third,2,6,F,N
10141,N,first,9,26,D,N
10142,Y,third,13,37,D,Y
10143,N,second,2,23,D,N
10144,N,second,5,10,B,N
10145,Y,third,52,70,F,N
10146,Y,third,6,2,B,Y
10147,Y,first,9,17,D,N
10148,N,third,12,6,F,N
10149,N,third,54,59,F,Y
10150,Y,first,96,50,C,Y
10151,Y,first,58,95,F,Y
10152,N,third,1,5,A,N
10153,N,first,33,43,F,N
10154,Y,first,56,57,A,N
10155,Y,first,45,58,D,Y
10156,N,third,8,6,A,N
10157,N,second,3,9,F,N
10158,Y,second,37,73,F,N
10159,Y,third,63,43,B,N
10160,N,first,87,37,A,N
10161,Y,third,79,70,D,N
10162,N,first,17,1,D,N
10163,Y,third,56,0,A,Y
10164,N,third,1,5,A,N
10165,N,second,39,96,D,N
10166,Y,third,88,53,D,Y
10167,N,first,12,56,D,N
10168,N,third,2,6,F,N
10169,Y,second,81,57,A,N
10170,Y,first,63,52,D,Y
10171,Y,third,2,1,A,N
10172,N,third,2,10,F,N
10173,Y,second,80,17,B,N
10174,Y,second,58,28,F,Y
10175,Y,third,8,9,A,N
10176,N,second,78,12,F,N
10177,N,third,96,75,A,N
10178,N,third,1,1,B,N
10179,N,first,2,4,F,N
10180,Y,second,79,64,F,N
10181,Y,first,25,61,B,N
10182,N,second,83,52,A,N
10183,N,first,9,20,D,N
10184,Y,third,55,15,A,N
10185,N,third,1,4,B,N
10186,N,second,29,61,C,Y
10187,N,first,66,42,C,N
10188,N,second,6,29,F,N
10189,Y,third,89,1,C,Y
10190,N,first,13,28,F,N
10191,N,third,63,52,B,Y
10192,N,first,17,20,D,N
10193,Y,second,32,72,F,Y
10194,Y,third,49,75,D,Y
10195,Y,first,71,87,F,N
10196,N,second,4,14,A,N
10197,N,first,39,5,D,N
10198,Y,third,88,95,D,Y
10199,N,third,1,7,F,N
10200,N,third,5,14,A,N
10201,Y,second,56,41,C,Y
10202,Y,first,0,11,F,Y
10203,Y,second,76,67,A,N
10204,N,first,18,7,F,N
10205,Y,third,16,27,D,N
10206,Y,third,17,62,A,N
10207,N,third,54,55,A,Y
10208,N,first,11,16,F,N
10209,N,second,2,24,D,N
10210,Y,first,22,68,A,Y
10211,Y,second,50,56,B,N
10212,N,third,92,22,B,Y
10213,N,third,3,6,A,N
10214,Y,third,82,19,F,N
10215,Y,third,82,84,D,N
10216,N,third,11,1,F,N
10217,Y,second,29,72,F,N
10218,Y,first,49,82,A,Y
10219,N,third,56,52,D,Y
10220,Y,first,73,75,C,Y
10221,Y,third,15,47,F,Y
10222,Y,third,16,74,A,N
10223,N,third,4,19,F,Y
10224,N,third,81,65,F,N
10225,Y,second,47,61,D,N
10226,N,third,4,4,A,N
10227,N,third,10,24,F,Y
10228,N,first,42,39,B,N
10229,Y,first,16,18,B,Y
10230,N,third,17,10,D,N
10231,Y,second,13,25,D,N
10232,N,second,90,38,A,N
10233,N,third,6,25,B,Y
10234,Y,second,43,96,C,N
10235,N,third,17,80,B,N
10236,Y,first,57,59,A,Y
10237,Y,first,29,70,F,N
10238,Y,first,36,37,D,Y
10239,N,second,16,6,F,N
10240,Y,second,58,21,B,Y
10241,Y,first,52,52,D,N
10242,N,first,4,3,D,N
10243,Y,third,56,56,B,N
10244,N,third,33,86,B,N
10245,N,second,2,5,F,N
10246,Y,third,90,54,B,N
10247,Y,third,90,76,A,N
10248,Y,first,23,46,F,Y
10249,Y,third,21,15,D,Y
10250,Y,third,6,9,A,N
10251,N,second,96,34,F,Y
10252,N,second,3,13,D,N
10253,Y,third,15,39,B,Y
10254,Y,third,10,28,F,N
10255,N,second,16,21,F,N
10256,Y,first,12,14,F,Y
10257,Y,second,65,34,A,N
10258,Y,third,15,48,A,Y
10259,N,second,96,58,A,N
10260,Y,third,60,90,C,Y
10261,Y,third,9,12,F,N
10262,Y,first,96,42,A,N
10263,Y,first,27,19,F,Y
10264,Y,third,22,56,F,N
10265,Y,second,52,34,A,Y
10266,N,second,41,3,A,Y
10267,Y,third,34,65,B,Y
10268,N,third,5,20,F,N
10269,N,third,53,65,D,Y
10270,Y,second,70,54,A,N
10271,Y,third,4,3,B,N
10272,Y,second,83,99,B,N
10273,N,third,5,1,A,N
10274,Y,first,15,97,D,Y
10275,N,second,1,9,A,N
10276,Y,first,15,41,C,Y
10277,N,second,21,44,B,N
10278,Y,second,50,25,A,Y
10279,Y,third,66,71,A,Y
10280,N,second,12,21,F,N
10281,Y,first,51,40,A,Y
10282,N,third,27,58,A,Y
10283,Y,third,88,14,F,Y
10284,Y,third,23,73,B,N
10285,Y,third,64,54,A,N
10286,N,third,4,24,F,N
10287,Y,second,1,7,F,N
10288,Y,third,33,48,A,Y
10289,Y,second,53,38,B,N
10290,Y,second,57,43,B,Y
10291,Y,first,16,4,D,N
10292,Y,third,29,75,B,N
10293,Y,third,19,40,A,Y
10294,Y,first,16,3,F,N
10295,N,third,4,13,B,N
10296,Y,second,53,70,C,Y
10297,N,first,5,25,D,N
10298,Y,third,96,29,B,N
10299,N,second,65,62,A,Y
10300,N,second,95,54,A,N
10301,Y,third,86,26,B,N
10302,Y,third,66,64,C,N
10303,N,second,80,40,D,N
10304,Y,third,35,60,B,N
10305,N,first,13,3,D,N
10306,Y,first,92,95,B,Y
10307,N,first,16,6,D,N
10308,N,first,72,88,A,N
10309,N,third,4,10,A,N
10310,N,third,89,76,F,Y
10311,Y,third,10,21,F,Y
10312,Y,second,2,3,A,N
10313,N,second,16,17,F,N
10314,N,third,2,1,F,N
10315,N,second,9,15,A,N
10316,Y,third,90,64,D,N
10317,N,third,95,81,C,N
10318,N,second,3,16,F,N
10319,N,second,4,7,F,N
10320,Y,third,2,6,A,N
10321,Y,second,98,0,C,Y
10322,N,third,1,3,A,N
10323,Y,second,6,25,D,N
10324,Y,second,9,3,A,N
10325,N,third,2,9,F,N
10326,N,second,84,42,A,N
10327,Y,third,97,78,D,Y
10328,N,third,31,90,D,N
10329,Y,first,14,29,F,N
10330,Y,second,38,51,D,Y
10331,Y,third,63,59,C,N
10332,Y,first,49,40,A,Y
10333,Y,second,47,74,A,Y
10334,N,third,28,9,F,Y
10335,N,first,12,15,F,N
10336,Y,second,13,5,D,N
10337,Y,first,2,44,C,Y
10338,Y,second,26,17,F,Y
10339,Y,second,4,10,A,N
10340,Y,third,78,56,B,N
10341,Y,first,26,43,D,Y
10342,Y,third,13,18,D,Y
10343,Y,third,43,54,D,N
10344,Y,third,50,56,C,Y
10345,N,third,5,6,B,N
10346,Y,first,23,75,A,Y
10347,Y,first,59,57,C,Y
10348,Y,third,79,3,D,Y
10349,Y,first,24,52,A,Y
10350,N,third,63,78,B,N
10351,Y,third,35,51,D,Y
10352,N,third,4,77,B,Y
10353,Y,third,34,55,C,N
10354,N,first,12,20,D,N
10355,N,third,31,58,C,Y
10356,N,second,80,92,C,N
10357,N,third,19,17,F,N
10358,Y,second,3,6,F,N
10359,Y,second,20,52,B,Y
10360,N,third,31,93,A,Y
10361,N,second,19,8,D,N
10362,N,third,7,3,A,N
10363,Y,third,12,9,F,Y
10364,N,second,11,27,D,N
10365,Y,second,39,41,B,Y
10366,Y,third,55,25,C,Y
10367,N,second,7,5,D,N
10368,Y,third,23,67,D,Y
10369,N,second,33,33,A,N
10370,N,third,9,7,A,N
10371,Y,second,18,17,C,Y
10372,Y,third,5,10,F,N
10373,N,second,76,74,C,N
10374,Y,third,23,70,C,N
10375,N,second,69,30,C,N
10376,Y,first,38,57,F,Y
10377,Y,third,73,17,B,N
10378,Y,first,8,62,A,Y
10379,N,third,7,4,A,N
10380,N,second,93,78,C,Y
10381,Y,first,32,13,F,N
10382,N,third,87,67,D,N
10383,Y,third,98,21,A,N
10384,Y,first,10,15,D,Y
10385,Y,third,71,99,A,N
10386,Y,third,90,5,A,N
10387,N,third,2,11,A,N
10388,Y,first,34,36,C,Y
10389,Y,second,38,15,D,Y
10390,N,third,2,7,B,N
10391,Y,first,52,31,C,Y
10392,Y,third,63,79,F,N
10393,N,third,84,80,A,N
10394,Y,first,81,8,D,N
10395,Y,third,7,14,B,N
10396,Y,third,6,14,D,N
10397,Y,first,38,8,D,Y
10398,Y,first,53,38,C,Y
10399,Y,first,21,5,A,Y
10400,Y,first,77,15,A,Y
10401,Y,first,18,19,F,Y
10402,Y,first,4,11,F,Y
10403,Y,first,98,58,B,N
10404,Y,second,78,32,A,N
10405,Y,third,76,78,A,N
10406,N,second,5,7,B,N
10407,Y,third,46,96,A,Y
10408,Y,third,1,9,A,N
10409,N,third,8,5,A,N
10410,N,second,9,11,B,N
10411,Y,third,50,48,B,Y
10412,Y,second,71,86,A,N
10413,N,third,76,38,B,Y
10414,Y,second,25,55,A,N
10415,N,second,43,63,C,Y
10416,Y,first,29,27,A,Y
10417,Y,first,73,93,C,Y
10418,Y,second,34,8,B,N
10419,N,third,9,2,B,N
10420,Y,second,65,40,C,N
10421,Y,second,56,1,C,N
10422,Y,first,77,13,B,Y
10423,N,third,26,97,A,Y
10424,N,second,5,20,F,N
10425,N,first,11,20,D,N
10426,Y,second,58,60,B,N
10427,Y,third,28,83,F,N
10428,N,first,4,20,F,N
10429,Y,third,35,70,B,N
10430,Y,first,69,52,F,N
10431,Y,third,92,82,A,N
10432,Y,second,17,19,D,N
10433,N,first,78,84,A,N
10434,N,second,73,46,D,N
10435,N,second,66,44,C,N
10436,Y,first,19,0,F,Y
10437,Y,third,98,80,F,N
10438,Y,third,36,70,F,N
10439,N,third,1,12,D,N
10440,N,second,4,16,D,N
10441,Y,third,78,76,C,Y
10442,Y,third,16,88,F,Y
10443,Y,third,29,72,F,N
10444,Y,first,20,69,F,N
10445,Y,third,58,12,A,N
10446,Y,third,80,79,A,N
10447,N,first,10,23,F,N
10448,Y,first,76,41,B,Y
10449,Y,second,39,95,A,Y
10450,N,third,9,24,F,N
10451,Y,third,66,53,A,Y
10452,Y,third,11,12,B,Y
10453,Y,first,34,47,F,Y
10454,N,second,1,7,B,N
10455,N,second,42,1,F,N
10456,Y,third,60,49,F,Y
10457,Y,first,82,54,A,Y
10458,N,third,64,76,A,N
10459,N,second,78,90,A,Y
10460,N,first,1,65,F,N
10461,N,second,26,54,A,Y
10462,Y,third,67,17,D,N
10463,N,second,13,6,D,N
10464,Y,third,88,73,B,Y
10465,N,first,9,24,F,N
10466,N,third,43,97,A,N
10467,N,second,4,16,A,N
10468,Y,second,2,7,B,N
10469,Y,third,6,62,B,N
10470,N,third,61,66,B,N
10471,N,first,84,57,A,N
10472,N,third,8,6,A,N
10473,Y,third,55,65,A,N
10474,N,second,0,4,F,Y
10475,N,third,8,13,A,N
10476,Y,second,98,97,A,Y
10477,Y,first,27,47,B,Y
10478,Y,third,56,73,C,N
10479,Y,second,3,24,F,N
10480,Y,third,75,72,A,N
10481,Y,third,67,66,B,N
10482,N,second,30,38,A,N
10483,Y,third,97,55,A,N
10484,Y,second,10,55,F,Y
10485,Y,second,3,2,F,N
10486,N,first,36,47,B,N
10487,Y,third,57,51,D,Y
10488,Y,third,53,5,D,Y
10489,Y,third,12,70,A,N
10490,Y,second,14,6,B,Y
10491,Y,first,84,66,F,N
10492,Y,third,58,87,A,Y
10493,N,second,12,11,F,Y
10494,N,third,1,13,A,N
10495,Y,third,18,73,D,N
10496,N,second,3,13,F,N
10497,Y,first,80,68,B,N
10498,Y,third,25,74,B,N
10499,Y,third,25,63,A,N
10500,N,second,88,73,B,N
10501,Y,second,4,12,F,Y
10502,Y,second,80,80,A,N
10503,Y,third,22,73,D,N
10504,N,first,66,38,B,N
10505,N,third,99,26,C,N
10506,Y,second,70,34,A,N
10507,Y,second,6,18,F,N
10508,Y,first,58,59,A,N
10509,Y,third,81,22,B,N
10510,Y,first,19,68,D,Y
10511,Y,third,37,64,B,N
10512,N,first,15,95,D,N
10513,N,third,61,76,B,N
10514,Y,third,60,42,A,N
10515,Y,third,15,6,D,Y
10516,N,second,90,36,A,N
10517,Y,third,44,55,D,Y
10518,N,first,14,3,D,N
10519,N,first,14,23,F,N
10520,Y,first,69,68,A,N
10521,N,second,10,22,D,N
10522,N,first,29,70,A,N
10523,Y,first,18,23,C,Y
10524,N,third,9,12,B,N
10525,N,third,3,5,A,N
10526,N,third,62,64,B,N
10527,N,third,67,72,A,Y
10528,N,third,64,36,F,N
10529,Y,third,62,30,A,N
10530,Y,first,7,60,A,N
10531,N,third,2,9,F,N
10532,N,second,2,21,D,N
10533,Y,third,42,79,D,N
10534,N,third,9,3,A,N
10535,N,second,18,16,F,N
10536,Y,third,66,84,C,Y
10537,Y,third,30,43,B,Y
10538,N,second,13,25,D,N
10539,Y,third,61,25,A,Y
10540,Y,third,81,58,A,Y
10541,N,third,94,94,B,N
10542,Y,third,50,49,A,N
10543,Y,first,17,11,F,Y
10544,N,third,6,4,F,N
10545,N,first,10,5,D,N
10546,Y,third,23,38,C,Y
10547,N,third,24,17,D,Y
10548,N,third,6,25,D,N
10549,N,third,73,69,A,N
10550,N,second,32,64,D,N
10551,N,third,10,13,D,N
10552,Y,third,45,68,A,N
10553,N,second,16,8,F,N
10554,N,second,1,26,F,N
10555,N,first,13,14,F,N
10556,N,third,65,56,D,N
10557,Y,first,46,67,B,Y
10558,Y,first,54,52,B,Y
10559,Y,first,55,36,C,Y
10560,N,first,22,41,B,N
10561,N,first,11,22,F,N
10562,N,third,3,14,A,N
10563,Y,first,56,54,B,Y
10564,N,third,10,30,F,Y
10565,N,second,80,63,D,N
10566,Y,second,72,34,C,N
10567,N,second,6,6,F,N
10568,Y,first,50,36,A,N
10569,Y,second,64,51,A,N
10570,N,second,15,15,D,N
10571,N,first,2,26,D,N
10572,Y,second,3,19,F,N
10573,Y,third,20,71,F,Y
10574,Y,second,8,20,D,N
10575,Y,first,52,44,D,N
10576,N,second,84,82,A,N
10577,Y,second,54,20,D,Y
10578,N,third,4,6,B,N
10579,Y,second,33,52,A,Y
10580,N,third,9,6,A,N
10581,Y,third,70,26,A,Y
10582,Y,third,55,2,B,Y
10583,Y,third,4,13,A,N
10584,N,third,86,68,C,N
10585,N,third,7,11,F,N
10586,Y,second,91,79,F,N
10587,N,first,68,32,A,N
10588,Y,first,13,17,F,Y
10589,N,third,6,11,F,N
10590,Y,third,18,11,C,Y
10591,Y,third,43,26,D,Y
10592,N,third,3,16,A,N
10593,Y,third,29,34,C,Y
10594,Y,second,2,15,A,N
10595,Y,third,48,67,B,N
10596,N,third,39,67,C,Y
10597,N,first,90,98,A,Y
10598,Y,third,50,52,F,N
10599,Y,first,78,56,C,N
10600,N,second,91,91,C,N
10601,Y,first,58,52,C,Y
10602,N,second,85,30,D,N
10603,Y,third,48,69,D,N
10604,Y,third,28,46,D,Y
10605,Y,second,86,64,A,N
10606,N,first,99,66,F,N
10607,Y,third,23,27,D,N
10608,Y,second,75,60,D,N
10609,Y,first,13,44,F,Y
10610,Y,first,33,41,F,Y
10611,N,first,6,25,F,N
10612,Y,third,77,58,B,N
10613,N,second,93,57,F,N
10614,N,third,57,93,B,N
10615,N,second,18,16,F,N
10616,N,first,3,6,F,N
10617,N,third,53,60,F,Y
10618,Y,second,21,47,C,Y
10619,N,first,5,11,F,N
10620,Y,third,12,31,D,Y
10621,N,second,18,99,A,N
10622,N,first,4,16,F,N
10623,Y,second,28,88,A,Y
10624,Y,third,44,53,D,Y
10625,Y,third,63,66,A,N
10626,Y,third,56,50,C,Y
10627,Y,first,25,57,D,N
10628,Y,third,19,66,B,N
10629,Y,third,5,9,D,Y
10630,Y,second,31,93,F,Y
10631,Y,first,54,54,B,N
10632,Y,first,12,3,B,Y
10633,N,second,7,24,D,N
10634,N,second,96,53,B,N
10635,Y,first,15,12,F,Y
10636,N,third,49,55,A,Y
10637,Y,second,2,22,D,Y
10638,N,first,1,8,F,N
10639,Y,third,70,65,A,N
10640,Y,second,1,13,B,N
10641,N,second,7,22,F,N
10642,N,second,3,2,F,N
10643,N,second,78,94,F,N
10644,Y,third,55,46,B,Y
10645,Y,third,32,71,A,N
10646,N,third,53,68,F,Y
10647,N,third,82,62,D,Y
10648,Y,first,74,97,A,Y
10649,Y,third,51,67,F,N
10650,Y,second,83,29,D,N
10651,N,second,58,65,F,N
10652,Y,third,6,82,B,Y
10653,N,second,59,12,C,N
10654,Y,first,13,71,A,N
10655,Y,third,85,91,A,Y
10656,N,third,32,96,D,Y
10657,Y,first,2,74,C,Y
10658,Y,third,59,73,A,Y
10659,N,second,1,5,A,N
10660,N,second,72,99,A,N
10661,N,second,19,4,D,N
10662,Y,first,48,58,A,Y
10663,N,second,82,81,B,N
10664,N,third,18,11,F,N
10665,Y,first,29,11,D,Y
10666,N,third,9,15,B,N
10667,N,third,1,9,A,N
10668,Y,first,94,47,C,N
10669,N,second,64,32,F,N
10670,N,second,72,16,B,N
10671,Y,first,79,45,C,N
10672,Y,second,21,41,B,Y
10673,N,third,6,2,A,N
10674,N,third,83,98,A,N
10675,Y,third,4,1,F,N
10676,Y,third,19,72,A,Y
10677,Y,second,11,13,B,Y
10678,Y,third,39,76,F,N
10679,N,second,59,54,F,N
10680,Y,third,75,23,D,Y
10681,N,first,2,78,D,N
10682,Y,third,11,65,A,Y
10683,N,first,4,17,F,N
10684,Y,second,19,28,F,N
10685,Y,third,16,11,F,Y
10686,Y,second,58,66,B,N
10687,N,first,13,24,D,N
10688,Y,third,30,58,F,N
10689,N,first,85,79,F,N
10690,Y,second,25,47,B,Y
10691,Y,third,22,78,D,Y
10692,Y,third,7,16,D,N
10693,Y,second,53,35,C,Y
10694,Y,third,55,67,A,N
10695,N,third,9,13,F,N
10696,N,first,66,59,A,N
10697,Y,second,32,67,A,Y
10698,N,third,32,93,A,Y
10699,Y,third,11,43,D,N
10700,Y,second,53,34,B,Y
10701,Y,third,2,15,F,N
10702,Y,first,11,13,F,Y
10703,N,third,93,80,B,N
10704,N,first,9,22,D,N
10705,Y,third,74,61,A,N
10706,N,second,7,14,F,N
10707,Y,first,14,7,F,Y
10708,Y,first,99,70,A,N
10709,N,third,10,54,D,N
10710,Y,second,32,54,A,N
10711,N,third,6,20,F,N
10712,Y,second,24,54,A,N
10713,N,second,63,78,B,N
10714,Y,second,53,65,A,N
10715,Y,third,16,31,D,Y
10716,Y,third,41,66,F,N
10717,Y,first,55,46,A,Y
10718,Y,third,80,57,D,Y
10719,Y,first,56,18,B,N
10720,Y,third,68,56,F,N
10721,N,first,21,93,D,N
10722,N,second,90,31,B,N
10723,Y,second,82,49,A,N
10724,Y,second,18,6,F,Y
10725,N,third,14,81,B,N
10726,N,first,15,22,F,N
10727,Y,third,59,31,C,Y
10728,Y,first,7,15,D,Y
10729,Y,second,12,29,A,Y
10730,Y,third,70,62,A,N
10731,Y,first,16,22,F,Y
10732,N,second,32,96,A,Y
10733,Y,third,48,55,B,N
10734,Y,third,58,66,C,N
10735,Y,second,69,31,A,N
10736,Y,third,35,26,D,Y
10737,Y,first,13,13,F,Y
10738,Y,third,58,41,C,Y
10739,N,first,85,95,A,Y
10740,Y,second,1,28,D,N
10741,Y,second,1,7,F,Y
10742,Y,third,33,54,D,N
10743,Y,third,66,51,C,N
10744,N,first,74,35,F,N
10745,Y,first,20,56,C,Y
10746,N,second,80,69,B,N
10747,Y,third,72,52,F,N
10748,Y,first,8,46,C,Y
10749,Y,second,8,51,C,Y
10750,Y,first,77,99,D,N
10751,N,third,7,11,B,N
10752,Y,third,48,6,A,N
10753,Y,second,12,14,D,N
10754,Y,first,26,51,F,Y
10755,Y,third,34,80,B,Y
10756,N,second,2,2,D,N
10757,Y,third,4,25,F,N
10758,N,second,13,8,F,N
10759,Y,second,98,89,A,N
10760,N,second,6,2,A,N
10761,Y,third,83,5,F,N
10762,Y,first,88,70,A,N
10763,Y,second,6,15,A,N
10764,N,second,7,22,D,N
10765,Y,third,35,51,C,Y
10766,Y,third,60,88,A,N
10767,Y,third,63,6,D,Y
10768,Y,first,72,78,A,Y
10769,Y,first,18,2,C,Y
10770,N,second,3,16,A,N
10771,Y,first,44,41,D,Y
10772,N,second,8,4,A,N
10773,N,second,25,16,F,Y
10774,Y,second,54,63,D,N
10775,N,first,97,19,A,N
10776,Y,third,17,71,A,N
10777,Y,third,46,38,C,Y
10778,Y,second,69,24,A,N
10779,N,second,3,27,F,N
10780,N,second,10,23,D,N
10781,Y,second,73,93,C,N
10782,N,first,12,1,D,N
10783,N,second,69,89,A,N
10784,Y,first,53,27,B,Y
10785,Y,third,34,78,A,N
10786,N,first,14,28,F,N
10787,N,third,13,8,D,N
10788,N,second,63,95,A,N
10789,Y,third,23,64,C,N
10790,Y,third,25,53,D,Y
10791,Y,third,46,40,A,Y
10792,N,third,52,50,A,Y
10793,Y,second,97,98,B,N
10794,N,first,73,70,C,Y
10795,N,third,31,54,C,Y
10796,Y,second,19,21,C,Y
10797,Y,third,15,57,D,N
10798,Y,first,18,43,B,Y
10799,N,third,3,9,B,N
10800,N,third,9,13,A,N
10801,Y,second,70,93,A,N
10802,Y,first,13,9,B,Y
10803,N,first,12,28,F,N
10804,Y,third,59,60,D,N
10805,Y,first,38,38,A,Y
10806,N,second,75,62,A,N
10807,Y,third,8,22,F,N
10808,Y,third,78,6,B,N
10809,N,second,19,4,D,N
10810,N,first,61,56,D,N
10811,Y,third,2,1,A,N
10812,N,second,15,24,D,N
10813,Y,first,96,19,A,Y
10814,Y,third,36,11,A,N
10815,Y,third,77,96,F,N
10816,N,third,34,66,F,N
10817,Y,second,88,75,A,N
10818,N,third,7,39,C,Y
10819,Y,third,86,69,B,N
10820,Y,third,1,64,C,Y
10821,Y,first,20,23,F,Y
10822,N,second,9,31,B,Y
10823,Y,second,94,39,F,N
10824,Y,second,21,52,D,Y
10825,Y,first,45,98,A,N
10826,Y,first,56,58,A,N
10827,Y,third,22,57,D,N
10828,N,second,13,16,F,N
10829,Y,first,18,3,D,N
10830,N,third,1,13,F,N
10831,Y,second,77,56,F,N
10832,Y,third,11,25,D,N
10833,Y,first,22,37,D,Y
10834,Y,third,34,75,F,N
10835,N,third,90,38,C,Y
10836,Y,first,15,12,D,Y
10837,N,first,5,14,D,N
10838,Y,third,70,12,F,N
10839,N,third,68,55,D,Y
10840,Y,third,11,76,F,N
10841,Y,second,70,6,D,Y
10842,Y,first,38,71,B,N
10843,N,first,9,21,D,N
10844,Y,third,9,7,F,N
10845,Y,third,50,54,B,N
10846,N,second,8,12,A,N
10847,N,third,28,13,F,Y
10848,N,third,90,76,F,N
10849,Y,third,31,21,D,Y
10850,N,third,80,42,F,N
10851,N,second,27,78,A,N
10852,Y,third,77,64,B,N
10853,Y,third,23,59,D,N
10854,N,second,21,44,F,Y
10855,N,third,9,7,F,N
10856,N,third,14,64,D,N
10857,N,second,11,13,F,Y
10858,N,third,3,16,A,N
10859,Y,first,73,60,A,N
10860,N,second,20,91,F,N
10861,Y,third,29,76,B,N
10862,N,first,4,23,D,N
10863,Y,first,36,18,A,N
10864,Y,first,23,53,F,Y
10865,Y,first,9,21,A,N
10866,Y,first,14,94,B,N
10867,Y,third,44,58,F,N
10868,N,first,13,26,F,N
10869,Y,third,49,68,B,N
10870,N,second,74,79,A,N
10871,Y,third,3,20,F,N
10872,Y,second,12,5,D,N
10873,N,third,10,7,D,N
10874,Y,second,64,46,B,N
10875,Y,second,54,23,D,N
10876,N,second,11,21,F,N
10877,N,third,1,29,F,Y
10878,N,second,5,45,B,N
10879,N,second,8,16,D,N
10880,N,third,1,2,F,N
10881,Y,first,9,12,D,N
10882,N,second,6,15,F,N
10883,N,first,67,47,F,N
10884,Y,first,98,66,A,Y
10885,N,third,52,39,B,N
10886,N,second,67,85,D,N
10887,Y,second,28,46,B,N
10888,Y,third,71,52,D,N
10889,N,first,66,38,B,N
10890,Y,first,36,71,D,N
10891,Y,first,13,27,F,N
10892,N,second,7,6,A,N
10893,N,second,4,7,B,Y
10894,N,second,89,90,D,N
10895,N,first,19,14,F,N
10896,Y,second,68,50,A,N
10897,Y,first,41,7,A,Y
10898,N,third,24,60,A,Y
10899,Y,first,64,39,D,Y
10900,Y,second,33,61,B,Y
10901,Y,third,19,59,D,Y
10902,N,first,18,17,F,N
10903,N,third,82,92,A,Y
10904,N,third,4,14,A,N
10905,N,third,10,27,F,N
10906,Y,third,32,65,A,N
10907,Y,third,54,62,F,N
10908,N,first,8,16,D,N
10909,N,second,11,18,B,Y
10910,Y,first,81,75,C,Y
10911,N,first,12,21,D,N
10912,Y,second,73,60,A,N
10913,Y,third,50,65,C,N
10914,N,first,41,54,D,N
10915,Y,third,13,21,B,Y
10916,Y,first,49,10,C,Y
10917,Y,second,67,36,B,N
10918,Y,third,12,74,C,N
10919,N,third,3,9,A,N
10920,N,first,14,25,F,N
10921,Y,second,3,22,D,N
10922,Y,first,67,76,D,N
10923,N,third,62,63,A,N
10924,Y,first,56,41,C,Y
10925,Y,third,37,55,A,N
10926,Y,third,38,12,A,Y
10927,N,third,6,10,B,N
10928,Y,second,52,56,B,N
10929,N,second,7,9,F,N
10930,Y,third,6,14,A,N
10931,N,first,19,29,D,N
10932,Y,third,70,96,D,N
10933,Y,first,5,1,F,Y
10934,N,first,96,5,C,N
10935,Y,third,54,21,B,Y
10936,Y,second,95,56,B,N
10937,N,first,19,52,C,N
10938,N,second,15,6,D,N
10939,Y,third,3,15,A,N
10940,N,second,9,1,B,N
10941,Y,first,46,54,A,Y
10942,Y,first,13,76,B,Y
10943,Y,second,99,45,A,N
10944,Y,second,17,36,C,Y
10945,Y,first,57,43,A,Y
10946,N,third,1,4,A,N
10947,N,second,4,8,A,N
10948,N,second,64,82,B,N
10949,N,second,9,1,A,N
10950,Y,first,21,67,B,N
10951,Y,first,36,25,C,N
10952,Y,second,77,98,A,Y
10953,Y,third,9,6,A,N
10954,N,third,4,1,A,N
10955,N,third,75,94,F,N
10956,Y,third,69,82,A,Y
10957,Y,second,20,46,A,Y
10958,N,third,9,19,F,N
10959,N,third,43,71,A,Y
10960,Y,first,33,42,B,N
10961,Y,third,34,27,C,N
10962,Y,first,34,48,D,Y
10963,Y,third,2,0,D,Y
10964,N,third,7,8,B,N
10965,N,second,14,29,D,N
10966,N,first,6,28,D,N
