,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,dropout,passed_checkpoint_1,passed_checkpoint_2,passed_checkpoint_3
8700,N,third,2,3,F,27.0,54.0,D,53.0,C,41.0,A,F,D,5,14,5,N,True,True,True
8701,Y,first,80,6,F,9.0,47.0,F,1.0,C,6.0,B,F,F,1,2,3,Y,True,True,True
8702,Y,third,15,69,C,90.0,59.0,A,19.0,F,72.0,C,F,A,15,6,2,N,True,True,True
8703,Y,third,14,17,C,,,,,,,,,,1,0,0,Y,False,False,False
8704,Y,third,43,59,C,28.0,40.0,F,,,,,,,1,1,0,Y,True,False,False
8705,Y,first,9,56,F,64.0,31.0,C,39.0,B,71.0,F,A,B,9,23,3,N,True,True,True
8706,N,third,10,27,F,51.0,36.0,F,94.0,F,74.0,F,C,A,20,15,8,N,True,True,True
8707,Y,second,80,90,D,61.0,75.0,A,25.0,C,95.0,A,D,C,6,7,4,N,True,True,True
8708,Y,third,59,92,F,95.0,38.0,C,66.0,C,69.0,B,A,C,12,6,4,N,True,True,True
8709,N,third,84,33,F,87.0,98.0,A,60.0,B,82.0,D,C,F,5,5,4,N,True,True,True
8710,Y,second,47,7,A,90.0,17.0,B,80.0,D,10.0,B,C,D,4,5,2,Y,True,True,True
8711,Y,third,26,97,F,65.0,7.0,A,34.0,F,,,,,1,3,1,Y,True,True,False
8712,N,second,7,3,F,38.0,50.0,D,86.0,B,21.0,A,D,D,24,15,5,N,True,True,True
8713,N,second,65,40,C,62.0,92.0,F,43.0,A,63.0,B,D,A,10,9,4,N,True,True,True
8714,Y,first,25,56,F,57.0,69.0,C,66.0,C,9.0,F,C,D,12,3,2,Y,True,True,True
8715,Y,third,45,27,C,3.0,36.0,A,79.0,F,60.0,B,B,D,8,0,3,Y,True,True,True
8716,N,third,12,33,F,,,,,,,,,,4,0,1,Y,False,False,False
8717,N,third,9,12,F,11.0,21.0,B,44.0,D,24.0,A,F,D,1,1,1,N,True,True,True
8718,N,first,11,15,D,47.0,32.0,C,45.0,F,30.0,F,B,B,13,9,7,N,True,True,True
8719,Y,third,56,30,D,59.0,18.0,F,,,,,,,0,1,0,Y,True,False,False
8720,N,third,75,18,F,12.0,46.0,F,69.0,D,,,,,10,4,1,Y,True,True,False
8721,Y,third,60,72,A,91.0,69.0,A,53.0,D,96.0,A,F,B,14,9,4,N,True,True,True
8722,N,third,2,15,A,13.0,16.0,B,33.0,A,26.0,C,F,A,1,3,1,N,True,True,True
8723,N,third,87,87,C,53.0,42.0,C,24.0,D,17.0,C,B,D,0,18,8,N,True,True,True
8724,N,first,63,23,C,35.0,80.0,F,6.0,A,39.0,C,F,C,8,24,3,N,True,True,True
8725,Y,second,71,82,F,48.0,35.0,A,58.0,B,65.0,F,B,D,15,3,3,N,True,True,True
8726,Y,second,56,32,C,28.0,8.0,F,,,,,,,1,1,0,Y,True,False,False
8727,Y,first,25,17,C,,,,,,,,,,3,1,1,Y,False,False,False
8728,N,first,18,1,F,42.0,36.0,D,46.0,C,47.0,B,B,A,6,14,4,N,True,True,True
8729,N,second,8,1,F,11.0,24.0,A,37.0,D,21.0,B,B,C,1,2,1,N,True,True,True
8730,Y,first,12,3,C,,,,,,,,,,1,0,1,Y,False,False,False
8731,Y,first,55,80,A,42.0,6.0,A,33.0,D,,,,,9,0,0,Y,True,True,False
8732,N,third,94,1,D,2.0,83.0,D,60.0,B,9.0,D,F,A,6,7,1,N,True,True,True
8733,N,second,73,39,A,75.0,62.0,B,0.0,A,47.0,F,A,D,14,7,5,N,True,True,True
8734,N,second,6,15,A,9.0,57.0,C,46.0,B,22.0,A,A,C,2,1,2,N,True,True,True
8735,Y,second,92,36,F,24.0,6.0,C,39.0,D,,,,,8,0,0,Y,True,True,False
8736,Y,first,16,15,D,,,,,,,,,,3,0,0,Y,False,False,False
8737,Y,third,79,73,A,81.0,31.0,F,,,,,,,2,3,1,Y,True,False,False
8738,Y,third,18,3,B,,,,,,,,,,1,1,1,Y,False,False,False
8739,N,third,2,8,A,9.0,52.0,C,34.0,B,29.0,C,C,C,4,2,1,N,True,True,True
8740,N,second,60,5,A,70.0,83.0,C,91.0,F,37.0,F,D,A,10,19,5,N,True,True,True
8741,N,first,19,20,F,36.0,50.0,D,52.0,B,32.0,A,B,B,5,8,7,N,True,True,True
8742,N,second,75,96,A,86.0,11.0,A,11.0,B,81.0,A,A,D,4,4,2,N,True,True,True
8743,Y,first,69,77,D,45.0,24.0,D,40.0,A,37.0,B,F,A,15,6,5,N,True,True,True
8744,N,third,6,3,F,8.0,35.0,C,27.0,B,24.0,D,A,A,4,1,1,N,True,True,True
8745,Y,third,41,53,F,77.0,57.0,A,76.0,F,68.0,A,A,F,6,5,5,N,True,True,True
8746,N,second,86,80,A,49.0,16.0,A,20.0,F,25.0,C,F,F,3,10,1,N,True,True,True
8747,Y,second,51,50,C,56.0,17.0,D,,,,,,,0,1,1,Y,True,False,False
8748,N,third,5,12,A,3.0,43.0,A,45.0,A,22.0,D,D,B,0,1,1,N,True,True,True
8749,N,third,29,11,A,68.0,52.0,A,88.0,F,53.0,B,A,A,10,15,6,N,True,True,True
8750,Y,third,60,59,A,71.0,80.0,C,7.0,C,35.0,D,A,D,13,3,3,N,True,True,True
8751,Y,second,19,70,A,82.0,37.0,B,76.0,F,61.0,A,F,B,5,8,2,N,True,True,True
8752,N,third,63,53,B,69.0,38.0,C,,,,,,,0,1,0,Y,True,False,False
8753,N,third,4,4,F,11.0,47.0,C,44.0,A,27.0,D,B,B,2,2,1,N,True,True,True
8754,Y,third,14,12,D,,,,,,,,,,3,0,0,Y,False,False,False
8755,N,third,6,1,A,11.0,51.0,C,38.0,A,24.0,B,A,B,4,3,2,N,True,True,True
8756,Y,second,79,47,A,84.0,27.0,B,21.0,A,48.0,A,F,B,4,2,4,N,True,True,True
8757,N,third,6,5,F,48.0,48.0,D,71.0,C,74.0,F,F,C,26,3,6,N,True,True,True
8758,Y,second,63,85,C,67.0,47.0,C,0.0,F,94.0,F,A,A,15,9,1,N,True,True,True
8759,Y,second,46,54,D,3.0,49.0,F,,,,,,,2,1,0,Y,True,False,False
8760,N,second,79,30,F,98.0,21.0,A,86.0,D,76.0,D,F,D,14,21,2,N,True,True,True
8761,Y,third,67,3,D,64.0,74.0,B,76.0,D,95.0,A,D,A,5,1,7,N,True,True,True
8762,N,first,14,15,D,41.0,38.0,C,57.0,B,22.0,A,B,C,9,13,4,N,True,True,True
8763,N,third,9,6,F,13.0,27.0,B,49.0,A,23.0,A,D,B,2,3,2,N,True,True,True
8764,Y,third,60,62,F,95.0,72.0,A,74.0,C,81.0,D,F,B,7,6,2,N,True,True,True
8765,N,third,88,96,A,81.0,55.0,F,,,,,,,0,2,1,Y,True,False,False
8766,Y,second,34,77,A,85.0,33.0,A,15.0,C,82.0,F,F,B,14,5,5,N,True,True,True
8767,N,second,50,62,A,44.0,32.0,D,,,,,,,4,0,0,Y,True,False,False
8768,Y,first,69,44,B,60.0,6.0,F,27.0,D,,,,,3,0,0,Y,True,True,False
8769,N,second,83,84,D,39.0,57.0,A,,,,,,,6,1,0,Y,True,False,False
8770,N,first,12,37,F,1.0,28.0,F,42.0,F,47.0,C,C,B,8,4,7,N,True,True,True
8771,N,third,9,4,A,1.0,21.0,C,25.0,A,22.0,B,B,C,3,3,2,N,True,True,True
8772,N,third,66,63,C,59.0,82.0,C,23.0,A,62.0,F,A,D,9,8,5,N,True,True,True
8773,Y,second,35,73,F,38.0,18.0,D,25.0,A,33.0,C,F,D,5,2,1,Y,True,True,True
8774,Y,first,77,76,A,93.0,76.0,A,74.0,D,89.0,F,C,A,9,19,7,N,True,True,True
8775,N,third,1,9,A,7.0,56.0,F,46.0,A,27.0,F,C,C,2,3,1,N,True,True,True
8776,Y,third,59,15,B,65.0,51.0,B,26.0,A,77.0,C,A,B,7,6,1,N,True,True,True
8777,Y,second,31,77,F,56.0,69.0,A,62.0,F,81.0,D,F,B,14,8,2,N,True,True,True
8778,N,first,35,86,B,71.0,56.0,B,50.0,F,79.0,B,D,F,16,8,6,N,True,True,True
8779,Y,second,64,56,F,98.0,1.0,D,59.0,C,97.0,F,F,A,10,1,1,N,True,True,True
8780,Y,second,40,64,A,54.0,30.0,A,24.0,F,61.0,A,F,A,13,3,3,N,True,True,True
8781,Y,first,16,15,F,,,,,,,,,,2,1,0,Y,False,False,False
8782,N,second,60,95,A,87.0,87.0,A,38.0,C,49.0,A,F,B,18,7,5,N,True,True,True
8783,Y,third,89,76,C,69.0,30.0,B,30.0,C,75.0,A,A,C,11,4,1,N,True,True,True
8784,N,second,3,13,B,6.0,17.0,C,43.0,B,25.0,D,F,B,0,1,2,N,True,True,True
8785,N,second,18,8,D,44.0,48.0,B,55.0,D,81.0,A,D,A,13,12,4,N,True,True,True
8786,Y,second,18,33,B,,,,,,,,,,0,2,0,Y,False,False,False
8787,Y,second,99,80,C,72.0,54.0,C,82.0,F,60.0,A,A,D,10,6,3,N,True,True,True
8788,Y,second,52,92,B,55.0,72.0,A,69.0,B,58.0,B,A,C,6,4,1,N,True,True,True
8789,Y,first,73,59,B,65.0,53.0,A,76.0,A,24.0,F,B,D,15,6,1,N,True,True,True
8790,Y,third,86,20,B,66.0,59.0,C,54.0,A,75.0,C,F,B,8,3,2,N,True,True,True
8791,Y,third,77,75,D,52.0,41.0,D,42.0,C,77.0,B,B,B,10,5,4,N,True,True,True
8792,N,third,11,9,F,,,,,,,,,,6,1,0,Y,False,False,False
8793,Y,first,79,75,A,51.0,19.0,A,14.0,A,2.0,F,D,D,6,7,3,Y,True,True,True
8794,N,second,7,13,A,4.0,19.0,B,39.0,A,22.0,D,B,D,0,3,1,N,True,True,True
8795,Y,second,1,59,D,65.0,25.0,C,53.0,B,44.0,B,A,D,3,5,1,Y,True,True,True
8796,N,third,72,60,B,75.0,88.0,A,49.0,A,44.0,A,D,D,6,4,4,N,True,True,True
8797,Y,third,9,27,D,24.0,42.0,D,68.0,C,52.0,B,B,C,22,6,4,N,True,True,True
8798,Y,third,26,24,C,42.0,33.0,C,17.0,C,,,,,5,3,0,Y,True,True,False
8799,Y,second,15,79,C,59.0,61.0,C,76.0,F,83.0,B,A,F,9,5,3,N,True,True,True
8800,Y,second,74,60,D,84.0,5.0,A,3.0,C,21.0,B,A,F,14,9,3,N,True,True,True
8801,N,first,77,65,F,46.0,26.0,A,5.0,C,73.0,C,C,A,7,23,9,N,True,True,True
8802,Y,first,42,51,B,24.0,39.0,F,,,,,,,1,0,1,Y,True,False,False
8803,Y,second,7,3,A,7.0,13.0,B,31.0,B,29.0,A,D,A,3,1,2,N,True,True,True
8804,Y,first,71,53,A,77.0,57.0,C,65.0,F,96.0,C,F,A,14,5,5,N,True,True,True
8805,N,third,3,1,A,11.0,9.0,A,32.0,A,28.0,B,D,A,0,1,1,N,True,True,True
8806,Y,first,52,64,B,77.0,25.0,A,36.0,F,98.0,A,F,A,9,7,4,N,True,True,True
8807,Y,second,55,22,C,80.0,43.0,D,97.0,F,49.0,F,A,F,17,1,7,N,True,True,True
8808,Y,first,18,24,D,31.0,49.0,D,56.0,C,50.0,D,B,D,5,15,7,N,True,True,True
8809,Y,first,2,11,D,,,,,,,,,,2,1,0,Y,False,False,False
8810,N,first,3,15,F,39.0,30.0,D,91.0,C,23.0,A,D,B,19,18,5,N,True,True,True
8811,Y,third,91,88,B,60.0,61.0,C,38.0,F,67.0,B,F,D,5,4,1,N,True,True,True
8812,Y,third,25,42,C,9.0,17.0,F,,,,,,,0,0,0,Y,True,False,False
8813,N,first,85,94,A,74.0,39.0,C,15.0,A,94.0,A,A,A,9,11,1,N,True,True,True
8814,N,third,70,64,A,47.0,62.0,A,76.0,A,78.0,A,A,A,6,4,5,N,True,True,True
8815,N,third,68,85,D,33.0,66.0,F,,,,,,,3,0,2,Y,True,False,False
8816,Y,third,45,42,F,97.0,62.0,F,38.0,C,19.0,C,C,F,15,4,4,N,True,True,True
8817,Y,first,18,22,F,59.0,31.0,D,58.0,C,36.0,F,D,D,21,17,6,N,True,True,True
8818,N,second,19,23,D,41.0,39.0,C,98.0,C,46.0,A,F,D,27,5,5,N,True,True,True
8819,Y,third,18,60,F,61.0,26.0,C,44.0,F,65.0,B,A,B,10,6,5,N,True,True,True
8820,Y,first,16,23,D,52.0,48.0,D,86.0,C,71.0,C,B,C,27,9,7,N,True,True,True
8821,Y,first,7,46,F,33.0,42.0,B,35.0,D,,,,,3,2,1,Y,True,True,False
8822,Y,third,7,16,F,3.0,33.0,A,45.0,D,23.0,A,B,C,2,1,1,N,True,True,True
8823,N,third,5,8,A,8.0,27.0,B,47.0,D,28.0,A,D,D,2,1,2,N,True,True,True
8824,N,second,3,16,A,1.0,28.0,B,33.0,A,23.0,B,A,A,4,1,2,N,True,True,True
8825,N,second,7,15,A,12.0,31.0,C,39.0,B,22.0,A,A,C,2,3,2,N,True,True,True
8826,Y,third,65,20,A,12.0,36.0,D,78.0,D,21.0,F,D,D,6,2,3,Y,True,True,True
8827,N,first,10,24,D,25.0,33.0,D,55.0,C,78.0,B,F,C,12,19,5,N,True,True,True
8828,Y,third,25,76,D,51.0,64.0,F,64.0,F,66.0,A,D,D,8,8,4,N,True,True,True
8829,Y,second,37,37,A,90.0,95.0,C,28.0,A,97.0,F,D,A,18,22,8,N,True,True,True
8830,N,first,74,41,C,39.0,18.0,A,96.0,F,9.0,B,A,A,14,20,5,N,True,True,True
8831,Y,first,54,29,A,86.0,47.0,B,28.0,C,,,,,0,0,1,Y,True,True,False
8832,Y,first,53,47,C,46.0,14.0,F,,,,,,,0,0,1,Y,True,False,False
8833,Y,first,20,27,B,,,,,,,,,,0,0,0,Y,False,False,False
8834,Y,second,60,47,A,41.0,76.0,A,58.0,A,35.0,B,C,A,15,11,2,N,True,True,True
8835,N,third,5,15,F,26.0,43.0,C,52.0,B,51.0,C,B,B,17,8,6,N,True,True,True
8836,Y,first,22,32,C,,,,,,,,,,1,2,0,Y,False,False,False
8837,Y,third,19,57,C,60.0,27.0,D,62.0,B,72.0,A,F,D,12,9,4,N,True,True,True
8838,Y,first,20,41,B,,,,,,,,,,3,2,1,Y,False,False,False
8839,N,third,60,16,D,16.0,15.0,F,17.0,D,25.0,B,A,D,1,1,1,N,True,True,True
8840,Y,first,28,37,D,31.0,3.0,F,,,,,,,0,0,0,Y,True,False,False
8841,N,second,8,28,D,36.0,34.0,F,92.0,C,70.0,C,B,D,10,19,8,N,True,True,True
8842,Y,third,45,46,A,25.0,97.0,B,19.0,A,22.0,F,D,A,2,6,6,N,True,True,True
8843,Y,third,57,29,A,39.0,22.0,F,4.0,D,79.0,A,C,A,18,10,6,N,True,True,True
8844,Y,third,68,67,B,99.0,66.0,C,35.0,C,50.0,B,C,B,8,7,2,N,True,True,True
8845,Y,third,33,56,D,5.0,25.0,F,,,,,,,4,0,0,Y,True,False,False
8846,Y,second,64,20,C,49.0,86.0,C,82.0,F,6.0,F,A,D,14,12,7,N,True,True,True
8847,Y,second,99,75,C,53.0,46.0,A,40.0,B,84.0,D,F,A,15,9,4,N,True,True,True
8848,Y,first,76,65,F,94.0,27.0,A,88.0,F,36.0,C,F,C,8,2,1,N,True,True,True
8849,Y,first,52,75,A,80.0,0.0,C,39.0,D,24.0,F,F,F,2,2,1,Y,True,True,True
8850,Y,third,68,63,A,66.0,47.0,A,33.0,B,52.0,B,F,A,7,7,3,N,True,True,True
8851,Y,third,30,53,A,82.0,25.0,C,12.0,B,69.0,A,D,A,9,8,4,N,True,True,True
8852,N,third,4,9,A,5.0,33.0,B,30.0,B,23.0,A,A,A,0,2,2,N,True,True,True
8853,Y,second,69,86,A,76.0,98.0,A,18.0,A,40.0,B,A,C,16,4,5,N,True,True,True
8854,Y,third,79,74,B,87.0,63.0,B,72.0,B,56.0,D,D,A,5,9,4,N,True,True,True
8855,N,second,6,16,D,47.0,53.0,F,80.0,C,21.0,A,C,B,16,5,4,N,True,True,True
8856,Y,second,75,15,D,15.0,44.0,A,17.0,D,20.0,A,A,C,6,2,0,Y,True,True,True
8857,Y,second,41,18,F,86.0,82.0,B,57.0,D,,,,,11,3,0,Y,True,True,False
8858,Y,first,64,57,B,75.0,49.0,A,17.0,D,35.0,D,D,D,0,5,0,Y,True,True,True
8859,N,first,4,23,D,56.0,36.0,B,88.0,C,72.0,B,A,C,20,18,5,N,True,True,True
8860,N,second,53,72,C,54.0,84.0,F,,,,,,,4,2,0,Y,True,False,False
8861,N,third,6,6,A,9.0,23.0,B,27.0,A,26.0,B,D,A,4,2,2,N,True,True,True
8862,Y,third,27,32,F,48.0,40.0,D,82.0,C,29.0,A,F,B,5,18,6,N,True,True,True
8863,Y,third,30,69,B,52.0,34.0,A,48.0,A,72.0,A,C,A,5,8,4,N,True,True,True
8864,N,third,69,55,A,72.0,72.0,F,,,,,,,0,1,0,Y,True,False,False
8865,N,first,5,7,F,37.0,50.0,D,50.0,A,65.0,D,B,B,5,11,8,N,True,True,True
8866,N,second,5,13,A,2.0,44.0,A,38.0,A,28.0,A,B,A,2,2,2,N,True,True,True
8867,Y,first,70,60,B,67.0,54.0,F,72.0,D,,,,,11,1,0,Y,True,True,False
8868,Y,third,98,56,B,72.0,54.0,A,69.0,A,52.0,D,A,F,9,4,2,N,True,True,True
8869,Y,third,67,50,F,79.0,34.0,B,3.0,D,71.0,C,D,B,7,5,3,N,True,True,True
8870,N,first,63,80,A,50.0,2.0,D,14.0,A,85.0,D,A,C,16,9,1,N,True,True,True
8871,Y,second,11,12,D,45.0,44.0,B,56.0,A,48.0,A,C,C,27,9,5,N,True,True,True
8872,Y,third,74,73,A,59.0,33.0,D,11.0,F,66.0,B,A,A,5,5,2,N,True,True,True
8873,Y,first,18,57,D,,,,,,,,,,0,1,1,Y,False,False,False
8874,N,second,83,57,B,48.0,95.0,A,16.0,C,61.0,A,B,F,11,8,4,N,True,True,True
8875,Y,third,64,74,F,97.0,63.0,A,64.0,B,77.0,F,A,F,10,9,4,N,True,True,True
8876,Y,first,48,57,A,26.0,33.0,B,26.0,D,21.0,C,D,D,9,5,2,Y,True,True,True
8877,N,third,8,1,F,2.0,28.0,A,42.0,D,24.0,A,C,D,3,2,2,N,True,True,True
8878,Y,first,82,27,A,76.0,37.0,C,36.0,D,,,,,8,2,0,Y,True,True,False
8879,Y,second,68,42,A,17.0,7.0,A,27.0,F,5.0,A,D,F,11,1,1,Y,True,True,True
8880,Y,first,30,37,D,48.0,24.0,F,,,,,,,3,1,1,Y,True,False,False
8881,Y,third,65,53,A,3.0,15.0,D,45.0,F,18.0,B,D,F,5,3,2,Y,True,True,True
8882,Y,second,88,89,B,92.0,56.0,A,2.0,A,14.0,C,C,D,8,13,3,N,True,True,True
8883,Y,first,31,65,B,51.0,53.0,D,83.0,B,96.0,A,F,A,12,9,4,N,True,True,True
8884,Y,first,72,53,F,70.0,33.0,C,93.0,B,66.0,D,A,A,7,6,5,N,True,True,True
8885,N,third,62,67,D,26.0,48.0,A,92.0,B,,,,,7,4,2,Y,True,True,False
8886,Y,first,38,78,B,75.0,55.0,B,7.0,D,39.0,C,A,A,2,10,8,N,True,True,True
8887,Y,third,57,52,B,64.0,44.0,B,19.0,B,93.0,B,C,A,17,9,4,N,True,True,True
8888,N,third,9,10,F,,,,,,,,,,3,1,1,Y,False,False,False
8889,Y,first,85,99,A,56.0,17.0,D,69.0,F,67.0,B,A,B,15,17,2,N,True,True,True
8890,Y,third,49,66,A,72.0,17.0,A,57.0,F,15.0,C,B,F,8,3,0,Y,True,True,True
8891,Y,first,15,20,D,59.0,10.0,F,38.0,C,,,,,4,1,1,Y,True,True,False
8892,N,third,12,22,F,37.0,38.0,F,69.0,B,30.0,D,F,B,4,19,7,N,True,True,True
8893,Y,second,63,19,C,79.0,24.0,A,43.0,D,27.0,D,D,F,0,2,3,Y,True,True,True
8894,Y,second,61,4,A,18.0,28.0,A,13.0,A,1.0,D,D,D,14,0,2,Y,True,True,True
8895,Y,third,71,76,A,50.0,64.0,B,61.0,C,74.0,C,D,B,15,8,2,N,True,True,True
8896,Y,second,13,5,B,,,,,,,,,,3,0,0,Y,False,False,False
8897,N,first,92,58,B,46.0,49.0,C,31.0,F,58.0,D,A,A,12,11,1,N,True,True,True
8898,N,second,2,3,F,49.0,38.0,D,66.0,F,86.0,B,D,C,27,9,4,N,True,True,True
8899,Y,third,77,53,D,66.0,54.0,A,39.0,D,74.0,C,A,C,11,9,4,N,True,True,True
8900,N,third,4,17,F,50.0,30.0,D,56.0,B,96.0,C,B,B,27,18,8,N,True,True,True
8901,N,first,91,64,A,52.0,13.0,A,76.0,A,83.0,C,B,C,3,10,2,N,True,True,True
8902,Y,first,44,52,A,10.0,16.0,F,,,,,,,0,1,0,Y,True,False,False
8903,Y,first,17,41,F,,,,,,,,,,1,1,1,Y,False,False,False
8904,N,second,9,11,A,8.0,40.0,D,26.0,B,21.0,A,B,C,4,1,1,N,True,True,True
8905,Y,first,62,67,A,28.0,10.0,D,16.0,B,35.0,F,B,F,12,6,1,Y,True,True,True
8906,Y,second,88,62,A,82.0,3.0,A,48.0,F,98.0,A,F,A,6,10,3,N,True,True,True
8907,Y,first,56,51,B,57.0,16.0,F,,,,,,,0,0,0,Y,True,False,False
8908,Y,first,21,53,D,5.0,44.0,F,,,,,,,3,0,0,Y,True,False,False
8909,N,third,9,16,F,37.0,34.0,B,74.0,C,55.0,B,A,D,12,17,7,N,True,True,True
8910,Y,second,96,9,F,13.0,8.0,C,49.0,F,39.0,D,A,D,11,2,2,Y,True,True,True
8911,Y,first,21,56,A,26.0,42.0,D,,,,,,,2,1,1,Y,True,False,False
8912,Y,first,58,62,A,72.0,70.0,B,48.0,B,68.0,A,A,A,14,4,1,N,True,True,True
8913,Y,second,8,5,A,5.0,34.0,D,30.0,A,25.0,A,D,B,4,1,2,N,True,True,True
8914,N,third,10,0,F,63.0,69.0,F,67.0,F,,,,,3,3,1,Y,True,True,False
8915,Y,second,12,0,B,56.0,64.0,F,59.0,F,25.0,D,D,C,5,8,2,Y,True,True,True
8916,Y,first,40,56,C,14.0,32.0,D,,,,,,,4,0,1,Y,True,False,False
8917,Y,first,11,40,A,11.0,67.0,C,27.0,F,,,,,7,0,0,Y,True,True,False
8918,Y,third,53,11,D,54.0,44.0,C,34.0,F,31.0,C,F,C,4,3,4,N,True,True,True
8919,N,third,7,15,A,7.0,41.0,D,34.0,A,20.0,A,C,C,1,3,1,N,True,True,True
8920,Y,third,63,66,A,78.0,1.0,A,34.0,A,46.0,A,A,D,13,9,5,N,True,True,True
8921,N,third,5,3,F,49.0,53.0,C,82.0,F,44.0,B,F,B,18,14,7,N,True,True,True
8922,N,first,7,29,F,23.0,42.0,B,71.0,B,52.0,A,D,B,8,15,4,N,True,True,True
8923,Y,third,29,62,C,85.0,34.0,A,58.0,F,99.0,D,A,B,13,9,4,N,True,True,True
8924,Y,third,69,50,C,53.0,78.0,C,72.0,A,36.0,D,B,C,3,5,3,N,True,True,True
8925,N,first,70,53,A,84.0,98.0,B,14.0,B,9.0,C,F,F,16,22,9,N,True,True,True
8926,Y,first,76,34,A,42.0,86.0,A,46.0,F,21.0,A,D,C,13,11,1,N,True,True,True
8927,Y,third,9,4,B,13.0,15.0,B,41.0,D,22.0,B,B,A,4,2,1,N,True,True,True
8928,Y,first,83,84,C,53.0,7.0,A,62.0,A,16.0,C,F,D,1,6,1,Y,True,True,True
8929,N,third,59,92,F,25.0,71.0,A,75.0,F,,,,,5,0,0,Y,True,True,False
8930,Y,third,38,21,D,4.0,54.0,C,74.0,C,45.0,B,C,A,13,9,2,N,True,True,True
8931,N,second,95,69,A,67.0,60.0,A,28.0,A,74.0,A,A,F,16,4,1,N,True,True,True
8932,N,third,87,37,C,79.0,1.0,A,48.0,D,50.0,A,B,B,17,5,4,N,True,True,True
8933,Y,second,5,3,D,44.0,46.0,D,62.0,F,71.0,A,F,D,22,8,8,N,True,True,True
8934,Y,third,16,12,C,,,,,,,,,,0,1,1,Y,False,False,False
8935,Y,second,56,53,C,55.0,24.0,D,,,,,,,1,0,1,Y,True,False,False
8936,Y,second,55,30,D,68.0,7.0,D,,,,,,,0,0,1,Y,True,False,False
8937,Y,third,90,96,B,41.0,98.0,A,54.0,C,96.0,C,F,B,13,11,4,N,True,True,True
8938,Y,first,52,44,A,30.0,0.0,F,,,,,,,1,2,1,Y,True,False,False
8939,Y,third,32,61,F,81.0,65.0,A,55.0,A,70.0,D,F,A,11,6,2,N,True,True,True
8940,Y,second,55,46,F,8.0,98.0,B,65.0,B,62.0,A,A,F,1,5,5,N,True,True,True
8941,Y,second,87,50,A,51.0,66.0,D,77.0,B,42.0,C,F,A,10,8,3,N,True,True,True
8942,N,first,73,26,C,48.0,97.0,A,53.0,B,42.0,D,A,B,16,21,8,N,True,True,True
8943,Y,third,63,21,F,95.0,52.0,D,32.0,C,86.0,D,D,C,8,3,3,N,True,True,True
8944,Y,third,34,44,B,92.0,39.0,F,42.0,A,16.0,A,A,A,13,3,1,N,True,True,True
8945,N,first,76,74,A,39.0,43.0,D,,,,,,,4,1,2,Y,True,False,False
8946,Y,first,11,2,F,,,,,,,,,,3,0,0,Y,False,False,False
8947,Y,second,97,59,A,75.0,25.0,C,38.0,B,96.0,F,B,F,17,10,2,N,True,True,True
8948,Y,third,40,58,D,51.0,38.0,D,5.0,F,27.0,F,F,D,13,2,1,Y,True,True,True
8949,Y,first,9,87,C,70.0,80.0,B,43.0,C,,,,,2,4,0,Y,True,True,False
8950,N,third,44,32,D,86.0,5.0,A,64.0,F,,,,,6,4,2,Y,True,True,False
8951,Y,second,6,13,F,30.0,48.0,B,46.0,F,40.0,D,A,D,29,8,6,N,True,True,True
8952,Y,first,36,48,D,48.0,48.0,F,,,,,,,1,1,0,Y,True,False,False
8953,N,second,41,97,C,85.0,25.0,C,61.0,F,52.0,D,A,F,9,23,6,N,True,True,True
8954,N,third,8,2,A,6.0,19.0,D,47.0,D,20.0,C,F,C,4,1,2,N,True,True,True
8955,N,second,98,39,A,72.0,41.0,A,62.0,B,30.0,A,B,A,19,7,2,N,True,True,True
8956,Y,second,21,6,A,73.0,47.0,B,44.0,F,,,,,4,4,0,Y,True,True,False
8957,N,third,31,63,A,28.0,56.0,D,,,,,,,5,1,2,Y,True,False,False
8958,N,third,7,8,B,8.0,17.0,B,28.0,B,26.0,A,D,A,1,3,1,N,True,True,True
8959,N,second,15,12,D,1.0,73.0,F,39.0,A,53.0,F,C,A,9,7,5,N,True,True,True
8960,N,third,8,9,A,2.0,37.0,D,30.0,F,25.0,F,C,A,3,3,1,N,True,True,True
8961,N,third,78,48,B,76.0,15.0,F,67.0,C,,,,,9,1,3,Y,True,True,False
8962,N,second,18,13,F,37.0,40.0,C,65.0,B,81.0,B,B,C,25,10,6,N,True,True,True
8963,Y,first,34,40,C,13.0,27.0,A,33.0,C,10.0,C,F,F,11,7,0,Y,True,True,True
8964,N,first,4,3,F,23.0,48.0,F,92.0,A,96.0,A,F,D,26,9,4,N,True,True,True
8965,Y,third,69,22,F,4.0,4.0,F,36.0,D,,,,,7,0,1,Y,True,True,False
8966,N,second,19,28,D,54.0,54.0,D,74.0,C,96.0,A,B,D,18,7,5,N,True,True,True
8967,Y,third,32,35,A,47.0,50.0,B,19.0,D,,,,,2,2,0,Y,True,True,False
8968,Y,second,57,68,B,64.0,40.0,C,74.0,A,78.0,B,B,A,10,1,8,N,True,True,True
8969,Y,third,44,50,C,10.0,55.0,F,,,,,,,4,1,0,Y,True,False,False
8970,Y,first,58,30,D,40.0,8.0,D,,,,,,,1,0,0,Y,True,False,False
8971,N,first,4,14,F,42.0,38.0,B,80.0,C,27.0,A,B,D,12,13,5,N,True,True,True
